,API,Formation,MD,GL,DELEV,DT,TVDSS
0,490251022100,F2WC,2626.64,5025,5025,KB,2398.36
1,490251022100,F1WCbase,2237.94,5025,5025,KB,2787.06
2,490251022100,B1,2446.59,5025,5025,KB,2578.41
3,490251022100,F1WC,2210.4,5025,5025,KB,2814.6
4,490251040300,SHNNu,389.69,5161,5171,KB,4781.31
5,490251040300,SHNNl,482.58,5161,5171,KB,4688.42
6,490251040300,F1WC,2628.12,5161,5171,KB,2542.88
7,490251040300,CRLL,2387.7,5161,5171,KB,2783.3
8,490251040300,SHNNbs,551.31,5161,5171,KB,4619.69
9,490251040300,SSXbase,12.74,5161,5171,KB,5158.26
10,490251022200,F2WC,2673.21,4991,4991,KB,2317.79
11,490251022200,CRLL,2008.98,4991,4991,KB,2982.02
12,490251022200,F1WC,2256.31,4991,4991,KB,2734.69
13,490251022200,F1WCbase,2367.83,4991,4991,KB,2623.17
14,490251022200,B1,2496.32,4991,4991,KB,2494.68
15,490251059300,F2WC,2822.7,4987,4987.5,DF,2164.8
16,490251059300,B1,2642.85,4987,4987.5,DF,2344.65
17,490251059300,F1WC,2439.38,4987,4987.5,DF,2548.12
18,490251059300,F1WCbase,2532.58,4987,4987.5,DF,2454.92
19,490251059300,CRLL,2180.35,4987,4987.5,DF,2807.15
20,490251021800,F1WC,2440.08,5132,5132,GL,2691.92
21,490251021800,F2WC,2811.71,5132,5132,GL,2320.29
22,490251021800,CRLL,2192.9,5132,5132,GL,2939.1
23,490251021800,NBRRsg,1967.53,5132,5132,GL,3164.47
24,490251021800,NBRRws,1735.39,5132,5132,GL,3396.61
25,490251021800,F1WCbase,2449.45,5132,5132,GL,2682.55
26,490251021800,B1,2641.18,5132,5132,GL,2490.82
27,490251021800,F1WCbase,2588.73,5132,5132,GL,2543.27
28,490251021800,F1WCBench1Base,2451.89,5132,5132,GL,2680.11
29,490251021800,F1WCBench2Top,2460.26,5132,5132,GL,2671.74
30,490251021800,F1WCBench2Base,2552.36,5132,5132,GL,2579.64
31,490251021800,F1WCBench3Top,2567.71,5132,5132,GL,2564.29
32,490251137400,B1,2489.59,4995,5005.6,DF,2516.01
33,490251137400,F1WC,2257.29,4995,5005.6,DF,2748.31
34,490251137400,CRLL,2013.7,4995,5005.6,DF,2991.9
35,490251137400,F2WC,2654.81,4995,5005.6,DF,2350.79
36,490251137400,F1WCbase,2280.59,4995,5005.6,DF,2725.01
37,490251137400,F2WCbase,2691.52,4995,5005.6,DF,2314.08
38,490250959200,F2WC,2740.33,4974,4974.2,GL,2233.87
39,490250959200,F1WC,2350.5,4974,4974.2,GL,2623.7
40,490250959200,F1WCbase,2446.18,4974,4974.2,GL,2528.02
41,490250959200,B1,2558.82,4974,4974.2,GL,2415.38
42,490251043800,B1,2589.57,4969.3,4969.3,DF,2379.73
43,490251043800,F2WC,2758.13,4969.3,4969.3,DF,2211.17
44,490251044900,F2WC,2739.43,4965,4965,GL,2225.57
45,490251044900,CRLL,2109.54,4965,4965,GL,2855.46
46,490251044900,F1WC,2361.09,4965,4965,GL,2603.91
47,490251044900,B1,2579.68,4965,4965,GL,2385.32
48,490251044900,F1WCbase,2466.91,4965,4965,GL,2498.09
49,490251044900,F2WC,2749.69,4965,4965,GL,2215.31
50,490251044900,F2WCbase,2780.92,4965,4965,GL,2184.08
51,490251073500,CRLL,2116.4,4967,4967.24,DF,2850.84
52,490251073500,F1WC,2371.86,4967,4967.24,DF,2595.38
53,490251073500,F1WCbase,2481.9,4967,4967.24,DF,2485.34
54,490251059400,F2WC,2848.88,5024.6,5027.5,DF,2178.62
55,490251059400,B1,2672.21,5024.6,5027.5,DF,2355.29
56,490251059400,F1WC,2461.73,5024.6,5027.5,DF,2565.77
57,490251059400,F1WCbase,2573.38,5024.6,5027.5,DF,2454.12
58,490251059400,CRLL,2205.49,5024.6,5027.5,DF,2822.01
59,490252264300,SSXbase,154.23,5084,5094,KB,4939.77
60,490252264300,SSXS,106.85,5084,5094,KB,4987.15
61,490252264300,SHNNu,500.01,5084,5094,KB,4593.99
62,490252264300,SHNNl,595.19,5084,5094,KB,4498.81
63,490252264300,SHNNbs,660.9,5084,5094,KB,4433.1
64,490251115600,SHNNu,399.08,5135,5143,KB,4743.92
65,490251115600,SHNNbs,562.52,5135,5143,KB,4580.48
66,490251115600,SHNNl,491.66,5135,5143,KB,4651.34
67,490251115600,SSXbase,53.92,5135,5143,KB,5089.08
68,490251091600,A Sand,5546.72,5150,5160,KB,-386.72
69,490251091600,B Dolo,5573.92,5150,5160,KB,-413.92
70,490251091600,B Sand,5593.25,5150,5160,KB,-433.25
71,490251091600,C1 Dolo,5659.49,5150,5160,KB,-499.49
72,490251091600,MNKT,5466.47,5150,5160,KB,-306.47
73,490251091600,OPCH,5490.32,5150,5160,KB,-330.32
74,490251091600,F2WC,2983.69,5150,5160,KB,2176.31
75,490251091600,SHNNu,365.56,5150,5160,KB,4794.44
76,490251091600,SHNNl,454.03,5150,5160,KB,4705.97
77,490251091600,F1WC,2592.61,5150,5160,KB,2567.39
78,490251091600,B1,2828.57,5150,5160,KB,2331.43
79,490251091600,SHNNbs,530.49,5150,5160,KB,4629.51
80,490251091600,F1WCbase,2781.63,5150,5160,KB,2378.37
81,490251091600,F2WCbase,3064.9,5150,5160,KB,2095.1
82,490251032100,F2WCbase,3030.51,5122,5133,KB,2102.49
83,490251032100,CRLL,2345.07,5122,5133,KB,2787.93
84,490251032100,NBRRsg,2109.08,5122,5133,KB,3023.92
85,490251032100,NBRRws,1870.06,5122,5133,KB,3262.94
86,490251032100,F2WC,2968.78,5122,5133,KB,2164.22
87,490251032100,SHNNbs,458.37,5122,5133,KB,4674.63
88,490251032100,F1WCBench2Top,2724.94,5122,5133,KB,2408.06
89,490251032100,SHNNl,386.81,5122,5133,KB,4746.19
90,490251032100,SHNNu,302.72,5122,5133,KB,4830.28
91,490251032100,StBR,710.09,5122,5133,KB,4422.91
92,490251032100,StFT,1095.03,5122,5133,KB,4037.97
93,490251032100,StAM,1739.72,5122,5133,KB,3393.28
94,490251032100,StGD,1636.94,5122,5133,KB,3496.06
95,490251032100,B1,2795.13,5122,5133,KB,2337.87
96,490251032100,F1WC,2596.39,5122,5133,KB,2536.61
97,490251032100,F1WCbase,2743.27,5122,5133,KB,2389.73
98,490251032100,F1WCBench1Base,2693.85,5122,5133,KB,2439.15
99,490251105300,F2WC,2883.54,5087,5099,KB,2215.46
100,490251105300,NBRRws,1807.06,5087,5099,KB,3291.94
101,490251105300,NBRRsg,2053.45,5087,5099,KB,3045.55
102,490251105300,CRLL,2254.22,5087,5099,KB,2844.78
103,490251105300,F1WC,2498.59,5087,5099,KB,2600.41
104,490251105300,F1WCbase,2618.11,5087,5099,KB,2480.89
105,490251105300,SHNNu,253.46,5087,5099,KB,4845.54
106,490251105300,SHNNl,346.8,5087,5099,KB,4752.2
107,490251105300,SHNNbs,417.09,5087,5099,KB,4681.91
108,490251105300,StAM,1676.04,5087,5099,KB,3422.96
109,490251105300,StGD,1576.56,5087,5099,KB,3522.44
110,490251105300,StFT,1053.98,5087,5099,KB,4045.02
111,490251105300,F2WCbase,2949.58,5087,5099,KB,2149.42
112,490251105300,B1,2717.57,5087,5099,KB,2381.43
113,490251105300,StBR,663.79,5087,5099,KB,4435.21
114,490251105300,F3WC,3128.64,5087,5099,KB,1970.36
115,490251105300,F1WC,2499.53,5087,5099,KB,2599.47
116,490251105300,F1WCBench1Base,2521.26,5087,5099,KB,2577.74
117,490251105300,F1WCBench2Top,2528.21,5087,5099,KB,2570.79
118,490251105300,F1WCbase,2665.53,5087,5099,KB,2433.47
119,490251105300,F1WCBench2Base,2622.94,5087,5099,KB,2476.06
120,490251105300,F1WCBench3Top,2640.32,5087,5099,KB,2458.68
121,490251105300,NBRRsg,2053.43,5087,5099,KB,3045.57
122,490251105300,F2WC,2883.66,5087,5099,KB,2215.34
123,490251105300,F3WCbase,3137.55,5087,5099,KB,1961.45
124,490251101200,SHNNu,1368.3,5309,5321,KB,3952.7
125,490251101200,SHNNl,1455.72,5309,5321,KB,3865.28
126,490251101200,SSXbase,1006.72,5309,5321,KB,4314.28
127,490251101200,SSXS,962.59,5309,5321,KB,4358.41
128,490251101200,F1WC,3665.12,5309,5321,KB,1655.88
129,490251101200,F1WCBench2Base,3719.66,5309,5321,KB,1601.34
130,490251101200,F2WCbase,4128.53,5309,5321,KB,1192.47
131,490251101200,F1WCBench1Base,3700.46,5309,5321,KB,1620.54
132,490251101200,F2WC,4072.52,5309,5321,KB,1248.48
133,490251101200,DKOT,4946.49,5309,5321,KB,374.51
134,490251101200,B1,3874.64,5309,5321,KB,1446.36
135,490251101200,F1WCBench2Top,3705.07,5309,5321,KB,1615.93
136,490251101200,F1WCbase,3817.99,5309,5321,KB,1503.01
137,490251101200,MDDY,4802.06,5309,5321,KB,518.94
138,490251101200,MWRY,4573.14,5309,5321,KB,747.86
139,490251101200,THRM,4817.43,5309,5321,KB,503.57
140,490251074500,F1WC,2858.82,5265,5275,KB,2416.18
141,490251074500,F1WCBench2Base,3012.45,5265,5275,KB,2262.55
142,490251074500,SHNNu,568.13,5265,5275,KB,4706.87
143,490251074500,SHNNl,653.73,5265,5275,KB,4621.27
144,490251074500,SHNNbs,733.29,5265,5275,KB,4541.71
145,490251074500,B1,3078.7,5265,5275,KB,2196.3
146,490251074500,F1WCBench1Base,2918.02,5265,5275,KB,2356.98
147,490251074500,F2WC,3263.97,5265,5275,KB,2011.03
148,490251074500,F2WCbase,3342.21,5265,5275,KB,1932.79
149,490251074500,F1WCBench2Top,2966.23,5265,5275,KB,2308.77
150,490251074500,F1WCBench3Top,3024.26,5265,5275,KB,2250.74
151,490251074500,F1WCbase,3032.92,5265,5275,KB,2242.08
152,490251080600,CRLL,2560.17,5277,5287,KB,2726.83
153,490251076400,SHNNu,944.16,5248,5258,KB,4313.84
154,490251076400,SHNNl,1029.13,5248,5258,KB,4228.87
155,490251076400,SHNNbs,1109.33,5248,5258,KB,4148.67
156,490251076400,SSXbase,561.85,5248,5258,KB,4696.15
157,490251076400,SSXS,513.14,5248,5258,KB,4744.86
158,490251076400,NBRRws,2517.57,5248,5258,KB,2740.43
159,490251076400,NBRRsg,2718.81,5248,5258,KB,2539.19
160,490251076400,CRLL,2920.18,5248,5258,KB,2337.82
161,490251025200,F2WC,3079.04,5165,5178,KB,2098.96
162,490251025200,F1WC,2660.73,5165,5178,KB,2517.27
163,490251025200,NBRRws,1973.25,5165,5178,KB,3204.75
164,490251025200,MWRY,3595.85,5165,5178,KB,1582.15
165,490251025200,F2WCbase,3150.71,5165,5178,KB,2027.29
166,490251025200,B1,2907.38,5165,5178,KB,2270.62
167,490251025200,F1WCbase,2861.61,5165,5178,KB,2316.39
168,490251058500,SHNNbs,533.21,5158,5158,GL,4624.79
169,490251058500,SHNNl,456.98,5158,5158,GL,4701.02
170,490251058500,SHNNu,368.25,5158,5158,GL,4789.75
171,490251075700,SHNNbs,620.29,5217,5221,KB,4600.71
172,490251075700,SHNNl,544.13,5217,5221,KB,4676.87
173,490251075700,SHNNu,461.27,5217,5221,KB,4759.73
174,490251075700,SSXbase,102.22,5217,5221,KB,5118.78
175,490251075700,SSXS,58.7,5217,5221,KB,5162.3
176,490250647900,SSXS,138.63,5100,5105,KB,4966.37
177,490250647900,SSXbase,183.46,5100,5105,KB,4921.54
178,490250647900,SHNNu,556.2,5100,5105,KB,4548.8
179,490250647900,SHNNl,648.33,5100,5105,KB,4456.67
180,490251028300,SHNNu,338.68,5178,5178,GL,4839.32
181,490251028300,SHNNl,427.8,5178,5178,GL,4750.2
182,490251028300,SHNNbs,499.09,5178,5178,GL,4678.91
183,490251001700,MNKT,6001.26,5272,5283,KB,-718.26
184,490251001700,OPCH,6018.13,5272,5283,KB,-735.13
185,490251001700,B Sand,6124.61,5272,5283,KB,-841.61
186,490251001700,A Sand,6078.49,5272,5283,KB,-795.49
187,490251001700,B Dolo,6104.94,5272,5283,KB,-821.94
188,490251001700,F2WC,3491.99,5272,5283,KB,1791.01
189,490251001700,F1WCBench1Base,3086.64,5272,5283,KB,2196.36
190,490251001700,F1WC,3072.8,5272,5283,KB,2210.2
191,490251001700,F2WCbase,3565.01,5272,5283,KB,1717.99
192,490251001700,B1,3301.05,5272,5283,KB,1981.95
193,490251001700,CRLL,2827.98,5272,5283,KB,2455.02
194,490251001700,F2WC,3490.15,5272,5283,KB,1792.85
195,490251001700,F1WCBench2Base,3158.32,5272,5283,KB,2124.68
196,490251001700,F1WCBench2Top,3103.64,5272,5283,KB,2179.36
197,490251001700,F1WCBench3Top,3194.53,5272,5283,KB,2088.47
198,490251001700,F1WCbase,3257.98,5272,5283,KB,2025.02
199,490251001700,SHNNu,825.01,5272,5283,KB,4457.99
200,490251001700,SHNNl,907.07,5272,5283,KB,4375.93
201,490251001700,SHNNbs,983.32,5272,5283,KB,4299.68
202,490251001700,SSXbase,450.69,5272,5283,KB,4832.31
203,490251001700,SSXS,409.68,5272,5283,KB,4873.32
204,490251124300,SHNNu,358.06,5163,5173.6,KB,4815.54
205,490251124300,SHNNbs,520.24,5163,5173.6,KB,4653.36
206,490251124300,SHNNl,445.75,5163,5173.6,KB,4727.85
207,490251124000,SSXS,65.62,5093,5103,KB,5037.38
208,490251124000,SSXbase,111.48,5093,5103,KB,4991.52
209,490251124000,SHNNu,416.59,5093,5103,KB,4686.41
210,490251124000,SHNNl,510.59,5093,5103,KB,4592.41
211,490251124000,SHNNbs,581.34,5093,5103,KB,4521.66
212,490252269200,SHNNl,472.43,5226,5236,KB,4763.57
213,490252269200,SSXbase,25.4,5226,5236,KB,5210.6
214,490252269200,SHNNu,386.14,5226,5236,KB,4849.86
215,490252269200,SHNNbs,547.7,5226,5236,KB,4688.3
216,490251104600,SHNNu,348.89,5140,5152,KB,4803.11
217,490251104600,SHNNl,442.1,5140,5152,KB,4709.9
218,490251104600,F1WC,2543.42,5140,5152,KB,2608.58
219,490251104600,B1,2783.69,5140,5152,KB,2368.31
220,490251104600,F2WC,2957.44,5140,5152,KB,2194.56
221,490251104600,F1WCbase,2736.77,5140,5152,KB,2415.23
222,490251110800,F2WCbase,3179.66,5234,5245,KB,2065.34
223,490251110800,B1,2926.56,5234,5245,KB,2318.44
224,490251110800,CRLL,2441.53,5234,5245,KB,2803.47
225,490251110800,F1WCBench1Base,2772,5234,5245,KB,2473
226,490251110800,F1WC,2686.26,5234,5245,KB,2558.74
227,490251110800,F2WC,3101.54,5234,5245,KB,2143.46
228,490251110800,SHNNbs,658.29,5234,5245,KB,4586.71
229,490251110800,SHNNl,583.73,5234,5245,KB,4661.27
230,490251110800,SHNNu,502.21,5234,5245,KB,4742.79
231,490251110800,SSXbase,127.09,5234,5245,KB,5117.91
232,490251110800,SSXS,83.66,5234,5245,KB,5161.34
233,490251110800,NBRRws,1991.28,5234,5245,KB,3253.72
234,490251110800,NBRRsg,2223.2,5234,5245,KB,3021.8
235,490251110800,CRLL,2441.99,5234,5245,KB,2803.01
236,490251110800,F1WC,2684.84,5234,5245,KB,2560.16
237,490251110800,F1WCbase,2882.85,5234,5245,KB,2362.15
238,490251110800,F2WCbase,3174.93,5234,5245,KB,2070.07
239,490251110800,F1WCBench2Top,2793.46,5234,5245,KB,2451.54
240,490251110800,F1WCbase,2880.14,5234,5245,KB,2364.86
241,490251069300,F2WCbase,2759.71,4988,4998,KB,2238.29
242,490251069300,SHNNl,162.09,4988,4998,KB,4835.91
243,490251069300,StBR,479.28,4988,4998,KB,4518.72
244,490251069300,StGD,1395.92,4988,4998,KB,3602.08
245,490251069300,F2WC,2716.82,4988,4998,KB,2281.18
246,490251069300,SHNNu,72.66,4988,4998,KB,4925.34
247,490251069300,StFT,862.14,4988,4998,KB,4135.86
248,490251069300,StAM,1495.13,4988,4998,KB,3502.87
249,490251069300,F1WC,2300.76,4988,4998,KB,2697.24
250,490251069300,F1WCbase,2413.13,4988,4998,KB,2584.87
251,490251069300,CRLL,2052.28,4988,4998,KB,2945.72
252,490251069300,NBRRsg,1828.34,4988,4998,KB,3169.66
253,490251069300,NBRRws,1636.61,4988,4998,KB,3361.39
254,490251069300,F2WCbase,2751.71,4988,4998,KB,2246.29
255,490251069300,B1,2536.81,4988,4998,KB,2461.19
256,490251069300,SHNNbs,234.61,4988,4998,KB,4763.39
257,490251064200,F2WCbase,2866.3,4990,5000,KB,2133.7
258,490251064200,F2WC,2794.73,4990,5000,KB,2205.27
259,490251064200,SHNNbs,290.94,4990,5000,KB,4709.06
260,490251064200,SHNNl,216.65,4990,5000,KB,4783.35
261,490251064200,NBRRws,1689.04,4990,5000,KB,3310.96
262,490251064200,NBRRsg,1917.44,4990,5000,KB,3082.56
263,490251064200,CRLL,2148.3,4990,5000,KB,2851.7
264,490251064200,F1WC,2401.35,4990,5000,KB,2598.65
265,490251064200,F1WCbase,2505.76,4990,5000,KB,2494.24
266,490251064200,B1,2619.02,4990,5000,KB,2380.98
267,490251064200,F2WCbase,2847.28,4990,5000,KB,2152.72
268,490251064200,SHNNu,130.87,4990,5000,KB,4869.13
269,490251064200,StBR,529.49,4990,5000,KB,4470.51
270,490251064200,StFT,917.18,4990,5000,KB,4082.82
271,490251064200,StGD,1456.09,4990,5000,KB,3543.91
272,490251064200,StAM,1554.19,4990,5000,KB,3445.81
273,490251097200,F2WCbase,3067.36,5157,5170,KB,2102.64
274,490251097200,F1WCBench2Top,2758.07,5157,5170,KB,2411.93
275,490251097200,SHNNbs,576.17,5157,5170,KB,4593.83
276,490251097200,SHNNl,500.88,5157,5170,KB,4669.12
277,490251097200,SHNNu,415.96,5157,5170,KB,4754.04
278,490251097200,SSXbase,42.87,5157,5170,KB,5127.13
279,490251097200,CRLL,2373.32,5157,5170,KB,2796.68
280,490251097200,NBRRsg,2140.42,5157,5170,KB,3029.58
281,490251097200,NBRRws,1901.15,5157,5170,KB,3268.85
282,490251097200,F2WC,3006.34,5157,5170,KB,2163.66
283,490251097200,StBR,824.8,5157,5170,KB,4345.2
284,490251097200,StFT,1123.66,5157,5170,KB,4046.34
285,490251097200,StAM,1769.69,5157,5170,KB,3400.31
286,490251097200,StGD,1665.7,5157,5170,KB,3504.3
287,490251097200,SSXS,0,5157,5170,KB,5170
288,490251097200,F1WC,2630.27,5157,5170,KB,2539.73
289,490251097200,F1WCBench1Base,2730.23,5157,5170,KB,2439.77
290,490251097200,B1,2830.15,5157,5170,KB,2339.85
291,490251097200,F1WCbase,2781.62,5157,5170,KB,2388.38
292,490251065000,SSXbase,121.03,5237,5247,KB,5125.97
293,490251065000,SSXS,77.32,5237,5247,KB,5169.68
294,490251065000,SHNNu,493.55,5237,5247,KB,4753.45
295,490251065000,SHNNl,575.01,5237,5247,KB,4671.99
296,490251078200,StBR,635.04,5092,5102,KB,4466.96
297,490251078200,StFT,1015.56,5092,5102,KB,4086.44
298,490251075500,SHNNu,351.62,5143,5147,KB,4795.38
299,490251075500,SHNNl,440.81,5143,5147,KB,4706.19
300,490251075500,SHNNbs,514.79,5143,5147,KB,4632.21
301,490251055000,SSXS,100.05,5094,5098,KB,4997.95
302,490251055000,SSXbase,144.07,5094,5098,KB,4953.93
303,490251055000,SHNNu,458.72,5094,5098,KB,4639.28
304,490251055000,SHNNl,552.82,5094,5098,KB,4545.18
305,490251055000,SHNNbs,624.12,5094,5098,KB,4473.88
306,490251067000,SHNNu,399.2,5191,5195,KB,4795.8
307,490251067000,SHNNl,488.12,5191,5195,KB,4706.88
308,490251067000,SHNNbs,557.52,5191,5195,KB,4637.48
309,490251126500,SHNNl,500.69,5123,5133,KB,4632.31
310,490251126500,SHNNu,408.42,5123,5133,KB,4724.58
311,490251126500,SSXS,5.73,5123,5133,KB,5127.27
312,490251126500,SSXbase,50.37,5123,5133,KB,5082.63
313,490251126500,SHNNbs,572.06,5123,5133,KB,4560.94
314,490251109700,SHNNu,398.74,5154,5159,KB,4760.26
315,490251109700,SHNNl,486.48,5154,5159,KB,4672.52
316,490251109700,SHNNbs,559.01,5154,5159,KB,4599.99
317,490251109700,SSXbase,33.75,5154,5159,KB,5125.25
318,490251090300,F2WC,3379.12,5295,5305,KB,1925.88
319,490251090300,F1WCBench2Base,3132.06,5295,5305,KB,2172.94
320,490251090300,SHNNu,672.17,5295,5305,KB,4632.83
321,490251090300,SHNNl,756.36,5295,5305,KB,4548.64
322,490251090300,SSXbase,297.14,5295,5305,KB,5007.86
323,490251090300,SSXS,249.62,5295,5305,KB,5055.38
324,490251090300,F1WC,2972.92,5295,5305,KB,2332.08
325,490251090300,SHNNbs,831.96,5295,5305,KB,4473.04
326,490251090300,B1,3190.3,5295,5305,KB,2114.7
327,490251090300,F1WCBench1Base,3066.94,5295,5305,KB,2238.06
328,490251090300,F1WCBench2Top,3079.54,5295,5305,KB,2225.46
329,490251090300,F1WCBench3Top,3137.31,5295,5305,KB,2167.69
330,490251090300,F1WCbase,3145.05,5295,5305,KB,2159.95
331,490251112000,F2WC,2701.56,4974,4986,KB,2284.44
332,490251112000,StBR,457.56,4974,4986,KB,4528.44
333,490251112000,StAM,1476.35,4974,4986,KB,3509.65
334,490251112000,StFT,841.09,4974,4986,KB,4144.91
335,490251112000,StGD,1378.61,4974,4986,KB,3607.39
336,490251112000,F2WCbase,2738.53,4974,4986,KB,2247.47
337,490251112000,F1WC,2290.8,4974,4986,KB,2695.2
338,490251112000,F1WCbase,2406.33,4974,4986,KB,2579.67
339,490251112000,B1,2522.98,4974,4986,KB,2463.02
340,490251112000,NBRRws,1611.93,4974,4986,KB,3374.07
341,490251112000,NBRRsg,1840.41,4974,4986,KB,3145.59
342,490251112000,SHNNl,148.12,4974,4986,KB,4837.88
343,490251112000,SHNNbs,219.81,4974,4986,KB,4766.19
344,490251112000,SHNNu,57.86,4974,4986,KB,4928.14
345,490251112000,CRLL,2063.37,4974,4986,KB,2922.63
346,490250655000,SSXS,325.68,5100,5105,KB,4779.32
347,490250655000,SSXbase,378.92,5100,5105,KB,4726.08
348,490250655000,SHNNu,745.87,5100,5105,KB,4359.13
349,490250655000,SHNNl,844.34,5100,5105,KB,4260.66
350,490251078700,SHNNbs,884.97,5306,5316,KB,4431.03
351,490251078700,SHNNl,814.31,5306,5316,KB,4501.69
352,490251078700,SHNNu,718.74,5306,5316,KB,4597.26
353,490251029400,SHNNu,373.9,5180,5180,GL,4806.1
354,490251029400,SHNNl,461.09,5180,5180,GL,4718.91
355,490251029400,SHNNbs,538.14,5180,5180,GL,4641.86
356,490251055100,SSXbase,54.14,5091,5095,KB,5040.86
357,490251055100,SHNNu,422.57,5091,5095,KB,4672.43
358,490251055100,SHNNl,515.2,5091,5095,KB,4579.8
359,490251055100,SHNNbs,586.58,5091,5095,KB,4508.42
360,490251028400,SHNNl,491.5,5227,5232,KB,4740.5
361,490251028400,SSXbase,32.34,5227,5232,KB,5199.66
362,490251028400,SHNNu,404.14,5227,5232,KB,4827.86
363,490251028400,SHNNbs,562.61,5227,5232,KB,4669.39
364,490252305500,SHNNu,1109.54,5306,5304,GL,4194.46
365,490252305500,SHNNl,1187.81,5306,5304,GL,4116.19
366,490252305500,SHNNbs,1266.07,5306,5304,GL,4037.93
367,490252305500,SSXS,616.08,5306,5304,GL,4687.92
368,490252305500,SSXbase,662.67,5306,5304,GL,4641.33
369,490251102400,SHNNu,385.12,5197.3,5197.3,GL,4812.18
370,490251102400,SHNNl,472.27,5197.3,5197.3,GL,4725.03
371,490251102400,SHNNbs,547.25,5197.3,5197.3,GL,4650.05
372,490251102400,SSXbase,17.29,5197.3,5197.3,GL,5180.01
373,490251101700,SHNNbs,551.77,5196.8,5197,KB,4645.23
374,490251101700,SHNNl,475.73,5196.8,5197,KB,4721.27
375,490251101700,SHNNu,390.57,5196.8,5197,KB,4806.43
376,490251101700,SSXbase,16.47,5196.8,5197,KB,5180.53
377,490252248400,SHNNu,727.73,5099,5109,KB,4381.27
378,490252248400,SHNNl,819.58,5099,5109,KB,4289.42
379,490252248400,SSXS,318.99,5099,5109,KB,4790.01
380,490252248400,SSXbase,369.63,5099,5109,KB,4739.37
381,490252248400,SHNNbs,877.92,5099,5109,KB,4231.08
382,490252274700,SHNNu,408.14,5189,5199,KB,4790.86
383,490252274700,SHNNl,493.62,5189,5199,KB,4705.38
384,490251104700,F2WCbase,3093.34,5173,5184,KB,2090.66
385,490251104700,SHNNu,418.69,5173,5184,KB,4765.31
386,490251104700,SHNNl,506.54,5173,5184,KB,4677.46
387,490251104700,SHNNbs,584.52,5173,5184,KB,4599.48
388,490251104700,SSXbase,57.14,5173,5184,KB,5126.86
389,490251104700,SSXS,10.86,5173,5184,KB,5173.14
390,490251104700,F1WC,2602.57,5173,5184,KB,2581.43
391,490251104700,F2WC,3017.4,5173,5184,KB,2166.6
392,490251104700,B1,2846.66,5173,5184,KB,2337.34
393,490251104700,F1WCbase,2797.84,5173,5184,KB,2386.16
394,490251036200,SHNNu,404.11,5110,5119,KB,4714.89
395,490251036200,SHNNl,492.19,5110,5119,KB,4626.81
396,490251036200,F1WC,2644.13,5110,5119,KB,2474.87
397,490251036200,F2WCbase,3118.22,5110,5119,KB,2000.78
398,490251036200,B1,2879.52,5110,5119,KB,2239.48
399,490251036200,F2WC,3049.23,5110,5119,KB,2069.77
400,490251036200,SHNNbs,565.59,5110,5119,KB,4553.41
401,490251036200,F1WCbase,2832.92,5110,5119,KB,2286.08
402,490251067400,F2WC,2745.6,4988,4998,KB,2252.4
403,490251067400,StFT,852.96,4988,4998,KB,4145.04
404,490251067400,StAM,1501.56,4988,4998,KB,3496.44
405,490251067400,StBR,475.35,4988,4998,KB,4522.65
406,490251067400,StGD,1402.35,4988,4998,KB,3595.65
407,490251067400,F1WC,2333.62,4988,4998,KB,2664.38
408,490251067400,F1WCbase,2448.85,4988,4998,KB,2549.15
409,490251067400,CRLL,2089.84,4988,4998,KB,2908.16
410,490251067400,NBRRsg,1870.58,4988,4998,KB,3127.42
411,490251067400,NBRRws,1642.12,4988,4998,KB,3355.88
412,490251067400,B1,2568.11,4988,4998,KB,2429.89
413,490251067400,SHNNu,66.27,4988,4998,KB,4931.73
414,490251067400,SHNNl,158.44,4988,4998,KB,4839.56
415,490251067400,SHNNbs,233.73,4988,4998,KB,4764.27
416,490251067400,F2WCbase,2776.75,4988,4998,KB,2221.25
417,490251064500,F2WCbase,2910.11,5032,5042,KB,2131.89
418,490251064500,F2WC,2852.28,5032,5042,KB,2189.72
419,490251064500,StGD,1511.36,5032,5042,KB,3530.64
420,490251064500,StBR,598.7,5032,5042,KB,4443.3
421,490251064500,NBRRws,1748.83,5032,5042,KB,3293.17
422,490251064500,NBRRsg,1990.8,5032,5042,KB,3051.2
423,490251064500,SHNNbs,354.71,5032,5042,KB,4687.29
424,490251064500,SHNNl,281.62,5032,5042,KB,4760.38
425,490251064500,CRLL,2216.28,5032,5042,KB,2825.72
426,490251064500,F1WC,2459.91,5032,5042,KB,2582.09
427,490251064500,F1WCbase,2566.01,5032,5042,KB,2475.99
428,490251064500,B1,2676.04,5032,5042,KB,2365.96
429,490251064500,F2WCbase,2903.91,5032,5042,KB,2138.09
430,490251064500,StAM,1617.22,5032,5042,KB,3424.78
431,490251064500,StFT,979.58,5032,5042,KB,4062.42
432,490251064500,SHNNu,191.22,5032,5042,KB,4850.78
433,490251097100,F2WCbase,2898.37,5014,5032,KB,2133.63
434,490251097100,F2WC,2829.05,5014,5032,KB,2202.95
435,490251097100,SHNNbs,336.15,5014,5032,KB,4695.85
436,490251097100,SHNNl,261.96,5014,5032,KB,4770.04
437,490251097100,SHNNu,170.66,5014,5032,KB,4861.34
438,490251097100,NBRRws,1730.74,5014,5032,KB,3301.26
439,490251097100,NBRRsg,1963.93,5014,5032,KB,3068.07
