,API,Formation,MD,SS
1875,490251084800,F2WC,2784.25,2224.75
1876,490251021200,B1,2756.98,2442.02
1877,490251021200,F2WC,2924.8,2274.2
1878,490251021200,F1WC,2538.24,2660.76
1879,490251021200,F1WC,2539.26,2659.74
1880,490251021200,F1WCbase,2557.85,2641.15
1881,490251021200,F2WC,2927.69,2271.31
1882,490251021200,F1WCbase,2710.71,2488.29
1883,490251057500,F2WC,2753.74,2237.26
1884,490251057500,F1WC,2350.06,2640.94
1885,490251057500,F1WCbase,2372.26,2618.74
1886,490251057500,CRLL,2101.1,2889.9
1887,490251058800,B1,2746.35,2319.25
1888,490251058800,F1WCbase,2635.28,2430.32
1889,490251058800,F2WC,2911.63,2153.97
1890,490251058800,F1WC,2525.53,2540.07
1891,490251058800,CRLL,2280.91,2784.69
1892,490251043700,F2WC,2865.77,2183.53
1893,490251043700,F2WC,2866.5,2182.8
1894,490251043700,F1WCbase,2586.48,2462.82
1895,490251043700,F1WC,2480.33,2568.97
1896,490251043700,CRLL,2230.33,2818.97
1897,490251043700,NBRRsg,2009.74,3039.56
1898,490251043700,B1,2689.09,2360.21
1899,490251056000,NBRRsg,2026.5,3048.2
1900,490251056000,CRLL,2240.93,2833.77
1901,490251056000,F1WC,2482.72,2591.98
1902,490251056000,F1WCbase,2596.73,2477.97
1903,490251056000,B1,2701.92,2372.78
1904,490251103900,SHNNu,671.57,4443.43
1905,490251103900,SHNNl,764.21,4350.79
1906,490251103900,SSXS,253.3,4861.7
1907,490251103900,SSXbase,298.94,4816.06
1908,490251103900,SHNNbs,831.53,4283.47
1909,490252249700,SHNNu,560.13,4649.87
1910,490252249700,SHNNl,641.04,4568.96
1911,490252249700,SHNNbs,716.47,4493.53
1912,490252249700,SSXbase,191.22,5018.78
1913,490252249700,SSXS,144.6,5065.4
1914,490251106800,SSXbase,371.83,4754.17
1915,490251106800,SSXS,330.61,4795.39
1916,490251106800,SHNNu,717.04,4408.96
1917,490251106800,SHNNl,812.15,4313.85
1918,490251106800,SHNNbs,878.76,4247.24
1919,490251087300,F2WCbase,3298.7,1897.3
1920,490251087300,F1WCBench1Base,2892.44,2303.56
1921,490251087300,F1WCBench2Base,2983.58,2212.42
1922,490251087300,F1WC,2806.03,2389.97
1923,490251087300,CRLL,2563.7,2632.3
1924,490251087300,F2WC,3225.76,1970.24
1925,490251087300,F1WCBench2Top,2915.22,2280.78
1926,490251087300,F1WCBench3Top,2987.92,2208.08
1927,490251087300,F1WCbase,3003.39,2192.61
1928,490251110200,F2WCbase,3015.07,2059.73
1929,490251110200,SHNNu,308.13,4766.67
1930,490251110200,SHNNbs,475.76,4599.04
1931,490251110200,SHNNl,400.88,4673.92
1932,490251110200,F2WC,2951.1,2123.7
1933,490251110200,NBRRws,1863.48,3211.32
1934,490251110200,NBRRsg,2100.21,2974.59
1935,490251110200,F1WC,2568.4,2506.4
1936,490251110200,B1,2785.3,2289.5
1937,490251110200,SHNNl,404.78,4670.02
1938,490251110200,F1WC,2562.19,2512.61
1939,490251110200,F1WCbase,2732.54,2342.26
1940,490251110200,F1WCBench1Base,2578.7,2496.1
1941,490251110200,F1WCBench2Top,2618.68,2456.12
1942,490251110200,F1WCBench2Base,2694.3,2380.5
1943,490251110200,F1WCBench3Top,2706.46,2368.34
1944,490251110200,NBRRws,1861.86,3212.94
1945,490251110200,CRLL,2314.64,2760.16
1946,490251110200,StAM,1732.54,3342.26
1947,490251110200,CRLL,2321.08,2753.72
1948,490251110200,F1WCbase,2671.56,2403.24
1949,490251039400,SHNNu,391.75,4874.25
1950,490251039400,SHNNl,478.23,4787.77
1951,490250637600,SHNNu,548.45,4614.55
1952,490250637600,SHNNl,636.05,4526.95
1953,490250637600,SHNNbs,708.86,4454.14
1954,490250637600,SSXbase,178.7,4984.3
1955,490250637600,SSXS,130.92,5032.08
1956,490250648000,SSXS,276.51,4846.49
1957,490250648000,SSXbase,323.82,4799.18
1958,490250648000,SHNNu,678.3,4444.7
1959,490250648000,SHNNl,769.82,4353.18
1960,490250648000,SHNNbs,841.32,4281.68
1961,490251039500,SHNNu,352.57,4825.43
1962,490251039500,SHNNl,443.56,4734.44
1963,490251039500,SHNNbs,519.36,4658.64
1964,490251124700,SHNNu,314.22,4759.78
1965,490251124700,SHNNl,409.61,4664.39
1966,490251124700,SHNNbs,481.97,4592.03
1967,490251104000,SSXS,210.68,4902.32
1968,490251104000,SSXbase,257.57,4855.43
1969,490251104000,SHNNl,694.55,4418.45
1970,490251104000,SHNNu,598.4,4514.6
1971,490251104000,SHNNbs,767.93,4345.07
1972,490251108600,SHNNu,601.38,4573.62
1973,490251108600,SHNNl,694.81,4480.19
1974,490251108600,SSXbase,226.55,4948.45
1975,490251108600,SSXS,179.27,4995.73
1976,490251106900,SSXS,247.99,4888.01
1977,490251106900,SSXbase,296.54,4839.46
1978,490251106900,SHNNu,670.14,4465.86
1979,490251106900,SHNNl,767.61,4368.39
1980,490251106900,SHNNbs,834.55,4301.45
1981,490251044300,SHNNu,179.83,4825.17
1982,490251044300,F1WC,2448.05,2556.95
1983,490251044300,B1,2667.02,2337.98
1984,490251044300,F2WC,2841.62,2163.38
1985,490251044300,F2WCbase,2896.19,2108.81
1986,490251044300,StAM,1616.59,3388.41
1987,490251044300,StBR,583.2,4421.8
1988,490251044300,SHNNbs,341.03,4663.97
1989,490251044300,NBRRws,1746.14,3258.86
1990,490251044300,SHNNl,267.12,4737.88
1991,490251044300,NBRRsg,1973.74,3031.26
1992,490251044300,CRLL,2203.25,2801.75
1993,490251044300,F1WCbase,2552.37,2452.63
1994,490251044300,StFT,965.42,4039.58
1995,490251039600,B1,2752.84,2327.16
1996,490251039600,F1WCBench2Base,2673.87,2406.13
1997,490251039600,SHNNu,261.65,4818.35
1998,490251039600,SHNNl,355.69,4724.31
1999,490251039600,SHNNbs,432.93,4647.07
2000,490251039600,F2WCbase,2984.84,2095.16
2001,490251039600,F2WC,2919.45,2160.55
2002,490251039600,CRLL,2284.79,2795.21
2003,490251039600,NBRRws,1816.75,3263.25
2004,490251039600,NBRRsg,2050.77,3029.23
2005,490251039600,F1WC,2530.81,2549.19
2006,490251039600,F1WCbase,2703.57,2376.43
2018,490251040500,StGD,1489,3506
2019,490251040500,StBR,569.92,4425.08
2020,490251040500,StAM,1591.02,3403.98
2021,490251040500,StFT,952.5,4042.5
2022,490251040500,SHNNu,166.27,4828.73
2023,490251040500,F2WC,2811.83,2183.17
2024,490251040500,F2WCbase,2852.23,2142.77
2025,490251040500,NBRRws,1722.46,3272.54
2026,490251040500,SHNNbs,324.14,4670.86
2027,490251040500,SHNNl,250.66,4744.34
2028,490251040500,NBRRsg,1954.76,3040.24
2029,490251040500,CRLL,2150.9,2844.1
2030,490251040500,F1WC,2395.53,2599.47
2031,490251040500,F1WCbase,2506.12,2488.88
2032,490251040500,B1,2638.66,2356.34
2033,490250636500,SHNNu,552.97,4613.03
2034,490250636500,SHNNl,643.55,4522.45
2035,490250636500,SHNNbs,715.88,4450.12
2036,490250636500,SSXbase,185.65,4980.35
2037,490250636500,SSXS,138.2,5027.8
2038,490250646800,SSXS,228.93,4897.07
2039,490250646800,SSXbase,278.71,4847.29
2040,490250646800,SHNNu,650.73,4475.27
2041,490250646800,SHNNl,744.47,4381.53
2042,490250646800,SHNNbs,810.02,4315.98
2043,490251065300,SHNNu,360.77,4882.23
2044,490251065300,SHNNl,445.02,4797.98
2045,490251067200,SHNNu,338.53,4844.47
2046,490251067200,SHNNl,415.27,4767.73
2047,490251067200,SHNNbs,485.63,4697.37
2048,490251107500,SSXbase,146.85,5028.15
2049,490251107500,SSXS,98.13,5076.87
2050,490251107500,SHNNu,520.32,4654.68
2051,490251107500,SHNNbs,625.86,4549.14
2052,490252248300,SSXS,267.86,4875.14
2053,490252248300,SSXbase,313.45,4829.55
2054,490252248300,SHNNu,679.08,4463.92
2055,490252248300,SHNNl,773.98,4369.02
2056,490252248300,SHNNbs,841.49,4301.51
2057,490251109300,SHNNu,311.09,4906.91
2058,490251109300,SHNNl,393.77,4824.23
2059,490251026200,F2WC,2873.59,2176.41
2060,490251026200,StAM,1641.68,3408.32
2061,490251026200,StFT,1001.02,4048.98
2062,490251026200,StBR,622.45,4427.55
2063,490251026200,SHNNbs,377.95,4672.05
2064,490251026200,SHNNl,306.59,4743.41
2065,490251026200,SHNNu,208.8,4841.2
2066,490251026200,NBRRws,1772.14,3277.86
2067,490251026200,NBRRsg,2004.73,3045.27
2068,490251026200,CRLL,2232.98,2817.02
2069,490251026200,F1WC,2481.26,2568.74
2070,490251026200,F1WCbase,2584.37,2465.63
2071,490251026200,B1,2699.78,2350.22
2072,490251087600,F2WCbase,3460.14,1825.86
2073,490251087600,SHNNu,769.67,4516.33
2074,490251087600,SHNNl,848.66,4437.34
2075,490251087600,B1,3200.39,2085.61
2076,490251087600,F1WCBench1Base,3061.04,2224.96
2077,490251087600,F1WC,2983.89,2302.11
2078,490251087600,F1WCBench2Base,3144.02,2141.98
2079,490251087600,CRLL,2740.92,2545.08
2080,490251087600,SHNNbs,927.64,4358.36
2081,490251087600,SSXbase,400.19,4885.81
2082,490251087600,SSXS,352.67,4933.33
2083,490251087600,F1WC,2985.65,2300.35
2084,490251087600,F2WC,3385.19,1900.81
2085,490251087600,F1WCbase,3160.45,2125.55
2086,490251087600,CRLL,2740.2,2545.8
2087,490251087600,NBRRsg,2517.3,2768.7
2088,490251087600,NBRRws,2275.11,3010.89
2089,490251087600,F1WCBench2Top,3076.32,2209.68
2090,490251087600,F1WCBench3Top,3149.46,2136.54
2091,490251087600,F1WCbase,3158.53,2127.47
2092,490251059800,F1WC,2614.35,2617.65
2093,490251059800,SHNNu,366.53,4865.47
2094,490251059800,SHNNl,452.41,4779.59
2095,490251059800,F1WCBench2Base,2771.46,2460.54
2096,490251059800,F2WCbase,3090.57,2141.43
2097,490251059800,B1,2836.64,2395.36
2098,490251059800,F1WCBench1Base,2695.25,2536.75
2099,490251059800,F2WC,3017.03,2214.97
2100,490251059800,F1WCBench2Top,2722.39,2509.61
2101,490251059800,F1WCBench3Top,2780.85,2451.15
2102,490251059800,F1WCbase,2789.21,2442.79
2103,490251080800,SHNNu,360.83,4872.17
2104,490251080800,SHNNl,446.76,4786.24
2105,490250636000,SHNNu,560.27,4615.73
2106,490250636000,SHNNl,647.81,4528.19
2107,490250636000,SSXbase,186.93,4989.07
2108,490250636000,SSXS,136.31,5039.69
2109,490250644600,SHNNl,704.06,4423.94
2110,490250644600,SHNNu,609.79,4518.21
2111,490250644600,SHNNbs,769.77,4358.23
2112,490251030400,SSXS,92.72,4993.28
2113,490251030400,SSXbase,141.74,4944.26
2114,490251030400,SHNNu,435.88,4650.12
2115,490251030400,SHNNl,535.98,4550.02
2116,490251030400,SHNNbs,600.32,4485.68
2117,490250952500,F2WC,2871.68,2147.32
2118,490250952500,F2WCbase,2919.15,2099.85
2119,490250952500,SHNNbs,356.23,4662.77
2120,490250952500,SHNNl,282.62,4736.38
2121,490250952500,SHNNu,197.18,4821.82
2122,490250952500,NBRRws,1772.5,3246.5
2123,490250952500,NBRRsg,2005.49,3013.51
2124,490250952500,CRLL,2232.02,2786.98
2125,490250952500,B1,2694.53,2324.47
2126,490250952500,F1WC,2492.42,2526.58
2127,490250952500,F1WCbase,2581.38,2437.62
2128,490250952500,StBR,611.24,4407.76
2129,490250952500,StFT,997.71,4021.29
2130,490250952500,StAM,1637.87,3381.13
2131,490250952500,StGD,1535.34,3483.66
2148,490251028500,SHNNu,281.62,4893.38
2149,490251028500,SHNNl,365.91,4809.09
2150,490251028500,SHNNbs,444.15,4730.85
2151,490252267800,SSXS,284.82,4985.18
2152,490252267800,SSXbase,330.58,4939.42
2153,490252267800,SHNNl,784.22,4485.78
2154,490252267800,SHNNu,703.64,4566.36
2155,490252267800,SHNNbs,861.82,4408.18
2156,490251112500,SHNNu,559.41,4620.59
2157,490251112500,SHNNl,648.72,4531.28
2158,490251112500,SHNNbs,722.6,4457.4
2159,490251112500,SSXS,193.57,4986.43
2160,490251109400,SHNNl,452.54,4814.46
2161,490251109400,SHNNu,378.93,4888.07
2162,490251039700,StAM,1564.04,3356.96
2163,490251039700,StFT,910.29,4010.71
2164,490251039700,F2WC,2785.42,2135.58
2165,490251039700,StGD,1461.42,3459.58
2166,490251039700,StBR,527.25,4393.75
2167,490251039700,SHNNu,126.5,4794.5
2168,490251039700,SHNNl,211.43,4709.57
2169,490251039700,NBRRws,1697.53,3223.47
2170,490251039700,NBRRsg,1908.68,3012.32
2171,490251039700,SHNNbs,284.32,4636.68
2172,490251039700,F1WC,2368.11,2552.89
2173,490251039700,F1WCbase,2481.3,2439.7
2174,490251039700,B1,2607.5,2313.5
2175,490251039700,F2WCbase,2824.51,2096.49
2176,490251039700,CRLL,2122.02,2798.98
2177,490251079500,F2WCbase,2902.75,2136.25
2178,490251079500,F2WC,2847,2192
2179,490251079500,NBRRsg,1975.44,3063.56
2180,490251079500,F1WC,2456.6,2582.4
2181,490251079500,CRLL,2204.64,2834.36
2182,490251079500,F1WCbase,2563.57,2475.43
2183,490251079500,B1,2675.29,2363.71
2184,490251079500,NBRRws,1767.24,3271.76
2185,490251079500,F3WC,3090.27,1948.73
2186,490251079500,F3WCbase,3101.13,1937.87
2187,490251079500,StBR,601.19,4437.81
2188,490251079500,StFT,988.85,4050.15
2189,490251079500,StAM,1628.92,3410.08
2190,490251079500,StGD,1533.22,3505.78
2191,490251079500,SHNNbs,358.45,4680.55
2192,490251079500,SHNNl,285.88,4753.12
2193,490251079500,SHNNu,199.02,4839.98
2194,490251034500,F2WCbase,3060.86,2135.14
2195,490251034500,B1,2818.88,2377.12
2196,490251034500,F1WCbase,2769.92,2426.08
2197,490251034500,F1WCBench2Top,2746.48,2449.52
2198,490251034500,CRLL,2389.39,2806.61
2199,490251034500,F1WCBench1Base,2719.84,2476.16
2200,490251034500,NBRRsg,2192.26,3003.74
2201,490251034500,SHNNbs,784.47,4411.53
2202,490251034500,NBRRws,1952.04,3243.96
2203,490251034500,SHNNl,709.88,4486.12
2204,490251034500,F2WC,2996.82,2199.18
2205,490251034500,F2WCbase,3062.9,2133.1
2206,490251034500,F1WC,2617.62,2578.38
2207,490251034500,F1WCbase,2636.29,2559.71
2208,490251034500,F2WC,2997.2,2198.8
2209,490251034500,StFT,1410.08,3785.92
2210,490251034500,SHNNu,625.63,4570.37
2211,490251034500,StBR,1028.22,4167.78
2212,490251034500,StAM,1817.97,3378.03
2213,490251034500,StGD,1715.57,3480.43
2214,490251094400,F2WCbase,2971.58,2128.42
2215,490251094400,F1WCBench1Base,2517.54,2582.46
2216,490251094400,F3WCbase,3164.65,1935.35
2217,490251094400,MRSN,3906.89,1193.11
2218,490251094400,F2WC,2902.44,2197.56
2219,490251094400,SSXbase,129.88,4970.12
2220,490251094400,SSXS,82.66,5017.34
2221,490251094400,SHNNu,500.44,4599.56
2222,490251094400,SHNNl,597.26,4502.74
2223,490251094400,SHNNbs,670.77,4429.23
2224,490251094400,F1WC,2511.6,2588.4
2225,490251094400,F1WCbase,2516.97,2583.03
2226,490251094400,CRLL,2265.51,2834.49
2227,490251094400,NBRRsg,2036.35,3063.65
2228,490251094400,NBRRws,1797.27,3302.73
2229,490251094400,F1WCbase,2687.18,2412.82
2230,490251094400,B1,2736.46,2363.54
2231,490251094400,F1WCBench2Base,2658.73,2441.27
2232,490251094400,F1WC,2510.11,2589.89
2233,490251094400,F1WCBench2Top,2608.37,2491.63
2234,490251094400,F1WCBench3Top,2678.55,2421.45
2235,490251094400,F3WC,3152.51,1947.49
2236,490251094400,MWRY,3414.81,1685.19
2237,490251094400,THRM,3664.4,1435.6
2238,490251094400,MDDY,3658.51,1441.49
2239,490251094400,DKOT,3804.48,1295.52
2240,490251094400,LKOT,3882.17,1217.83
2251,490250635000,SHNNl,599.83,4583.17
2252,490250635000,SHNNu,511.7,4671.3
2253,490250635000,SSXS,145.98,5037.02
2254,490250644000,SSXS,204.67,4925.33
2255,490250644000,SSXbase,252.7,4877.3
2256,490250644000,SHNNu,625.87,4504.13
2257,490250644000,SHNNl,719.69,4410.31
2258,490251058400,CRLL,2369.32,2814.68
2259,490251058400,CRLL,2322.78,2861.22
2260,490251058400,NBRRsg,2169.29,3014.71
2261,490251058400,NBRRws,1930.8,3253.2
2262,490251058400,SHNNu,607.65,4576.35
2263,490251058400,SHNNl,694.33,4489.67
2264,490251058400,SHNNbs,768.85,4415.15
2265,490251058400,SSXbase,236.73,4947.27
2266,490251058400,SSXS,197.3,4986.7
2267,490251058400,F1WC,2581.39,2602.61
2268,490251058400,StFT,1373.08,3810.92
2269,490251058400,StAM,1773.23,3410.77
2270,490251058400,StGD,1670.11,3513.89
2271,490251058400,StBR,1013.67,4170.33
2272,490251061800,SHNNbs,603.13,4650.87
2273,490251061800,SHNNl,533,4721
2274,490251061800,SHNNu,436.56,4817.44
2275,490251065800,SHNNu,405.43,4842.57
2276,490251065800,SHNNl,492.1,4755.9
2277,490251065800,SHNNbs,568.17,4679.83
2278,490251063500,SHNNl,697.66,4538.34
2279,490251063500,SHNNu,619.14,4616.86
2280,490251063500,SHNNbs,773.2,4462.8
2281,490251063500,SSXbase,250.4,4985.6
2282,490251063500,SSXS,204.68,5031.32
2283,490251066600,SHNNu,322.89,4890.11
2284,490251066600,SHNNl,414.22,4798.78
2285,490251066600,SHNNbs,485.97,4727.03
2286,490251095000,B1,2752.49,2434.51
2287,490251095000,SHNNu,291.38,4895.62
2288,490251095000,SHNNl,379.74,4807.26
2289,490251095000,SHNNbs,454.17,4732.83
2290,490251095000,F1WC,2541.45,2645.55
2291,490251095000,F2WC,2924.52,2262.48
2292,490251095000,F2WCbase,3000.06,2186.94
2293,490251095000,F1WCBench1Base,2585.33,2601.67
2294,490251095000,F2WC,2921.61,2265.39
2295,490251095000,NBRRws,1828.83,3358.17
2296,490251095000,NBRRsg,2076.89,3110.11
2297,490251095000,CRLL,2299.01,2887.99
2298,490251095000,F1WC,2540.58,2646.42
2299,490251095000,F1WCbase,2558.42,2628.58
2300,490251095000,MWRY,3446.89,1740.11
2301,490251095000,DKOT,3835.71,1351.29
2302,490251095000,F1WCbase,2704.02,2482.98
2303,490251095000,LKOT,3906.06,1280.94
2304,490251095000,MDDY,3687.03,1499.97
2305,490251095000,MRSN,3933.94,1253.06
2306,490251095000,MWRY,3449.41,1737.59
2307,490252282200,SHNNu,416.4,4821.6
2308,490252282200,SHNNl,493.44,4744.56
2309,490252282200,SHNNbs,571.39,4666.61
2310,490252282200,NBRRws,1920.32,3317.68
2311,490252282200,NBRRsg,2149.49,3088.51
2312,490252282200,CRLL,2382.65,2855.35
2313,490252273300,SSXbase,252.86,4995.14
2314,490252273300,SHNNl,706.17,4541.83
2315,490252273300,SSXS,207.12,5040.88
2316,490252273300,SHNNu,622.31,4625.69
2317,490252273300,SHNNbs,774.79,4473.21
2318,490251033900,F1WC,2490.32,2625.68
2319,490251033900,F2WCbase,2946.08,2169.92
2320,490251033900,F2WC,2876.17,2239.83
2321,490251033900,F1WC,2490.35,2625.65
2322,490251033900,F1WCbase,2504.51,2611.49
2323,490251033900,CRLL,2250.87,2865.13
2324,490251033900,NBRRsg,2091.51,3024.49
2325,490251033900,NBRRws,1909.42,3206.58
2326,490251033900,SHNNbs,618.2,4497.8
2327,490251033900,B1,2710.91,2405.09
2328,490251033900,F1WCbase,2657.3,2458.7
2329,490251033900,F1WCBench1Base,2504.26,2611.74
2330,490251033900,F1WCBench2Top,2520.83,2595.17
2331,490251033900,F1WCBench2Base,2629.03,2486.97
2332,490251029000,SHNNu,387.33,4846.67
2333,490251029000,SHNNl,467.81,4766.19
2334,490251029000,SHNNbs,548.28,4685.72
2335,490251062000,SHNNu,671.67,4578.33
2336,490251062000,SHNNl,749.8,4500.2
2337,490251062000,SHNNbs,827.02,4422.98
2338,490251062000,SSXbase,298.12,4951.88
2339,490251062000,SSXS,249.63,5000.37
2340,490250644100,SSXS,192.34,4946.66
2341,490250644100,SSXbase,243.36,4895.64
2342,490250644100,SHNNu,610.09,4528.91
2343,490250644100,SHNNl,703.23,4435.77
2344,490250644100,SHNNbs,773.95,4365.05
2345,490251061700,StFT,1259.24,3855.76
2346,490251061700,StAM,1699.48,3415.52
2347,490251061700,StBR,864.01,4250.99
2348,490251027200,SSXbase,180.51,5001.49
2349,490251027200,SHNNu,550.56,4631.44
2350,490251027200,SHNNbs,711.09,4470.91
2351,490251027200,SHNNl,638.12,4543.88
2352,490251030700,SHNNu,309.46,4889.94
2353,490251030700,SHNNl,396.22,4803.18
2354,490251030700,SHNNbs,471.25,4728.15
2355,490251031500,SHNNu,445.32,4640.68
2356,490251031500,SHNNl,538.01,4547.99
2357,490251031500,SHNNbs,613.58,4472.42
2358,490251031500,SSXbase,78.72,5007.28
2359,490251123800,SHNNbs,783.33,4438.27
2360,490251123800,SHNNl,707.98,4513.62
2361,490251123800,SHNNu,616.55,4605.05
2362,490251123800,SSXS,250.85,4970.75
2363,490251123800,SSXbase,297.07,4924.53
2364,490251107000,SHNNl,659.3,4488.7
2365,490251107000,SSXS,145.36,5002.64
2366,490251107000,SSXbase,195.51,4952.49
2367,490251107000,SHNNu,564.27,4583.73
2368,490251107000,F1WC,2760.67,2387.33
2369,490251107000,F2WCbase,3239.99,1908.01
2370,490251107000,CRLL,2516.71,2631.29
2371,490251107000,SHNNbs,727.88,4420.12
2372,490251107000,F2WC,3177.82,1970.18
2373,490251107000,LKOT,4138.32,1009.68
2374,490251107000,DKOT,4062.43,1085.57
2375,490251107000,F2WC,3176.21,1971.79
2376,490251107000,B1,3006.66,2141.34
2377,490251107000,F1WCbase,2957.76,2190.24
2378,490252267500,SHNNu,513.67,4666.33
2379,490252267500,SHNNl,598.27,4581.73
2380,490252267500,SHNNbs,673.7,4506.3
2381,490252267500,SSXbase,158.96,5021.04
2382,490252267500,SSXS,108,5072
2383,490251084100,SHNNu,499.73,4696.27
2384,490251084100,SHNNl,591.79,4604.21
2385,490251084100,SHNNbs,659.94,4536.06
2386,490251084100,SSXbase,126.69,5069.31
2387,490251084100,SSXS,95.6,5100.4
2388,490251039200,F2WCbase,2827.48,2132.52
2389,490251039200,F2WC,2780.63,2179.37
2390,490251039200,NBRRsg,1901.26,3058.74
2391,490251039200,NBRRws,1680.54,3279.46
2392,490251039200,SHNNbs,342.8,4617.2
2393,490251039200,B1,2606.29,2353.71
2394,490251039200,F1WCbase,2486.37,2473.63
2395,490251039200,F3WC,3021.47,1938.53
2396,490251039200,SHNNl,270.76,4689.24
2397,490251039200,CRLL,2126.76,2833.24
2398,490251039200,F1WC,2372.54,2587.46
2399,490251039200,F3WCbase,3025.65,1934.35
2400,490251039200,StGD,1452.39,3507.61
2401,490251039200,StBR,585.46,4374.54
2402,490251039200,StAM,1554.59,3405.41
2403,490251039200,StFT,920.63,4039.37
2404,490251039200,SHNNu,182.4,4777.6
2405,490251041500,F2WCbase,2933,2174
2406,490251041500,F2WC,2873.11,2233.89
2407,490251041500,SHNNbs,384.18,4722.82
2408,490251041500,SHNNl,312.83,4794.17
2409,490251041500,SHNNu,224.22,4882.78
2410,490251041500,NBRRws,1771.64,3335.36
2411,490251041500,NBRRsg,2008.73,3098.27
2412,490251041500,CRLL,2239.1,2867.9
2413,490251041500,F1WC,2489.9,2617.1
2414,490251041500,F1WCbase,2589.98,2517.02
2415,490251041500,B1,2698.88,2408.12
2416,490251041500,StBR,629.26,4477.74
2417,490251041500,StFT,1011.05,4095.95
2418,490251041500,StAM,1646.76,3460.24
2419,490251041500,StGD,1544.64,3562.36
2420,490251103200,F2WC,2901.39,2218.61
2421,490251103200,F1WC,2579.43,2540.57
2422,490251103200,SHNNbs,622.23,4497.77
2423,490251103200,NBRRws,1968.73,3151.27
2424,490251103200,NBRRsg,2200.21,2919.79
2425,490251103200,CRLL,2344.52,2775.48
2426,490251103200,F1WC,2580.92,2539.08
2427,490251103200,F2WC,2898.73,2221.27
2428,490251103200,SHNNu,452.75,4667.25
2429,490251103200,SHNNl,547.16,4572.84
2430,490251103200,SSXS,38.62,5081.38
2431,490251103200,SSXbase,87.98,5032.02
2432,490251103200,StBR,848.07,4271.93
2433,490251103200,StGD,1734.73,3385.27
2434,490251103200,StAM,1838.83,3281.17
2435,490251103200,StFT,1233.64,3886.36
2436,490251103200,F2WCbase,2961.13,2158.87
2437,490251103200,B1,2737.53,2382.47
2438,490251103200,F1WCBench1Base,2600.13,2519.87
2439,490251103200,F1WCBench2Top,2613.78,2506.22
2440,490251103200,F1WCbase,2698.32,2421.68
2441,490251083100,F1WC,2619.88,2614.12
2442,490251083100,F2WCbase,3082.25,2151.75
2443,490251083100,B1,2838.71,2395.29
2444,490251083100,F1WCBench1Base,2695.81,2538.19
2445,490251083100,F1WCBench2Base,2790.54,2443.46
2446,490251083100,F2WC,3016.69,2217.31
2447,490251083100,F1WCBench2Top,2721.67,2512.33
2448,490251083100,F1WCBench3Top,2795.73,2438.27
2449,490251083100,F1WCbase,2792.36,2441.64
2450,490250641800,SSXS,181.85,4961.15
2451,490250641800,SHNNu,594.46,4548.54
2452,490250641800,SHNNl,687.4,4455.6
2453,490250641800,SSXbase,229.87,4913.13
2454,490251095600,NBRRws,1947.77,3286.23
2455,490251095600,CRLL,2385.55,2848.45
2456,490251095600,MDDY,3727.95,1506.05
2457,490251095600,DKOT,3873.35,1360.65
2458,490251095600,F2WC,3016.8,2217.2
2459,490251095600,F2WCbase,3079.98,2154.02
2460,490251095600,F1WC,2619.42,2614.58
2461,490251095600,MWRY,3502.15,1731.85
2462,490251095600,THRM,3745.9,1488.1
2463,490251095600,LKOT,3963.1,1270.9
2464,490251095600,B1,2840.48,2393.52
2465,490251095600,F1WCbase,2715.97,2518.03
2466,490251095600,MRSN,3979.26,1254.74
2467,490251095600,F3WC,3238.63,1995.37
2468,490251059700,SSXbase,135.7,5043.3
2469,490251059700,SSXS,86.16,5092.84
2470,490251059700,SHNNl,602.28,4576.72
2471,490251059700,SHNNbs,678.91,4500.09
2472,490251059700,SHNNu,516.64,4662.36
2473,490251066200,SHNNbs,492.36,4727.64
2474,490251066200,SHNNu,333.04,4886.96
2475,490251066200,SHNNl,416.75,4803.25
2476,490251076800,SHNNu,449.09,4679.91
2477,490251076800,SHNNl,539.43,4589.57
2478,490251076800,SHNNbs,616.7,4512.3
2479,490251076800,SSXbase,78.22,5050.78
2480,490251084200,SHNNbs,658.51,4540.49
2481,490251084200,SHNNl,582.43,4616.57
2482,490251084200,SHNNu,497.85,4701.15
2483,490251084200,SSXbase,119.07,5079.93
2484,490251084200,SSXS,82.65,5116.35
2485,490251084300,SSXbase,133.34,5059.66
2486,490251084300,SHNNu,506.44,4686.56
2487,490251084300,SHNNl,593.04,4599.96
2488,490251084300,SHNNbs,666.28,4526.72
2489,490251084300,SSXS,85.06,5107.94
2490,490251084400,SHNNu,514.03,4681.97
2491,490251084400,SHNNl,597.83,4598.17
2492,490251084400,SHNNbs,676.49,4519.51
2493,490251084400,SSXbase,140.01,5055.99
2494,490251084400,SSXS,89.75,5106.25
2495,490251098900,SHNNu,518.02,4634.98
2496,490251098900,SHNNl,602.75,4550.25
2497,490251098900,SHNNbs,675.36,4477.64
2498,490251098900,SSXbase,151.77,5001.23
2499,490251098900,SSXS,96.69,5056.31
2513,490251110900,F2WCbase,2938.19,2185.81
2514,490251110900,F2WC,2879.57,2244.43
2515,490251110900,CRLL,2251.66,2872.34
2516,490251110900,NBRRsg,2018.49,3105.51
2517,490251110900,NBRRws,1781.84,3342.16
2518,490251110900,F2WCbase,2932.81,2191.19
2519,490251110900,F1WC,2498.02,2625.98
2520,490251110900,F1WCbase,2600.84,2523.16
2521,490251110900,F2WC,2878.63,2245.37
