,API,Formation,MD,SS
3941,490251026400,F1WCBench2Top,2845.49,2423.51
3942,490251026400,F1WCbase,2934.17,2334.83
3943,490251093700,F2WCbase,3027.34,2148.66
3944,490251093700,B1,2779.47,2396.53
3945,490251093700,SHNNu,317.85,4858.15
3946,490251093700,SHNNl,403.73,4772.27
3947,490251093700,DKOT,3858.68,1317.32
3948,490251093700,F1WC,2557.5,2618.5
3949,490251093700,SHNNbs,471.23,4704.77
3950,490251093700,F2WC,2951.88,2224.12
3951,490251093700,LKOT,3935.42,1240.58
3952,490251093700,MWRY,3469.29,1706.71
3953,490251093700,MRSN,3945.56,1230.44
3954,490251093700,NBRRsg,2102.76,3073.24
3955,490251093700,F1WC,2558.79,2617.21
3956,490251093700,DKOT,3856.69,1319.31
3957,490251093700,NBRRws,1869.39,3306.61
3958,490251093700,CRLL,2318.82,2857.18
3959,490251093700,F1WCbase,2577.75,2598.25
3960,490251093700,F1WCbase,2733.84,2442.16
3961,490251093700,LKOT,3933.02,1242.98
3962,490251093700,MDDY,3704.7,1471.3
3963,490251093700,MRSN,3959.57,1216.43
3964,490251093700,MWRY,3469.74,1706.26
3965,490250635800,SHNNu,718.43,4479.57
3966,490250635800,SHNNl,810.12,4387.88
3967,490250635800,SSXbase,341.34,4856.66
3968,490250635800,SSXS,290.98,4907.02
3969,490251027800,SHNNu,303.69,4855.71
3970,490251027800,SHNNl,393.39,4766.01
3971,490251027800,SHNNbs,469.35,4690.05
3972,490251031700,SSXbase,167.04,4918.96
3973,490251031700,SHNNu,536.54,4549.46
3974,490251031700,SHNNl,629.13,4456.87
3975,490251031700,SHNNbs,701.14,4384.86
3976,490251031700,SSXS,114.75,4971.25
3977,490250645200,SHNNl,979.08,4190.92
3978,490250645200,SHNNu,882.34,4287.66
3979,490250645200,SSXS,465.63,4704.37
3980,490250645200,SSXbase,511.21,4658.79
3981,490251033200,SHNNu,238.63,4941.37
3982,490251033200,SHNNl,324.34,4855.66
3983,490251030000,SHNNbs,684.84,4568.16
3984,490251030000,SHNNu,530.45,4722.55
3985,490251030000,SHNNl,607.71,4645.29
3986,490251030000,SSXbase,165.02,5087.98
3987,490251030000,SSXS,118.3,5134.7
3988,490252284700,B Sand,5419.75,-237.75
3989,490252284700,B Dolo,5399.1,-217.1
3990,490252284700,OPCH,5343.02,-161.02
3991,490252284700,MNKT,5329.66,-147.66
3992,490252284700,F2WC,2871.39,2310.61
3993,490252284700,F1WCBench1Base,2542.11,2639.89
3994,490252284700,F1WC,2470.3,2711.7
3995,490252284700,B1,2697.35,2484.65
3996,490252284700,F1WCBench2Base,2634.83,2547.17
3997,490252284700,F1WCBench2Top,2583.88,2598.12
3998,490252284700,F1WCBench3Top,2639.92,2542.08
3999,490252284700,F1WCbase,2649.47,2532.53
4000,490252284700,F2WCbase,2946.2,2235.8
4001,490252284701,MNKT,5303.46,-121.46
4002,490252284701,OPCH,5318.26,-136.26
4003,490252284701,B Dolo,5406.55,-224.55
4004,490252284701,B Sand,5420.59,-238.59
4005,490252284701,A Sand,5378.89,-196.89
4006,490252284701,C1 Dolo,5479.23,-297.23
4007,490252284701,F2WC,2868.89,2313.11
4008,490252284701,F2WCbase,2942.04,2239.96
4009,490251084600,F2WCbase,2932.33,2240.67
4010,490251084600,NBRRsg,2025.71,3147.29
4011,490251084600,CRLL,2239.89,2933.11
4012,490251084600,NBRRws,1786.73,3386.27
4013,490251084600,F1WC,2487.77,2685.23
4014,490251084600,F2WC,2860.04,2312.96
4015,490251084600,F3WC,3114.53,2058.47
4016,490251084600,F2WCbase,2933.22,2239.78
4017,490251084600,F3WCbase,3121.94,2051.06
4018,490251084600,F1WCbase,2590.02,2582.98
4019,490251084600,F2WC,2861.56,2311.44
4020,490251084600,B1,2692.18,2480.82
4021,490251084600,StFT,1040.28,4132.72
4022,490251084600,StGD,1548.66,3624.34
4023,490251084600,F1WCBench2Top,2515.07,2657.93
4024,490251084600,F1WCBench3Top,2574.02,2598.98
4025,490251084600,F1WCBench1Base,2503.56,2669.44
4026,490251084600,F1WCBench2Base,2561.08,2611.92
4027,490251084600,StBR,654.9,4518.1
4028,490251084600,StAM,1653.6,3519.4
4029,490251133200,SHNNu,248.17,4955.83
4030,490251133200,SHNNl,331.19,4872.81
4031,490251133200,SHNNbs,407.98,4796.02
4032,490251133300,SHNNl,330.62,4873.38
4033,490251133300,SHNNu,248.83,4955.17
4034,490251095500,SHNNbs,451.8,4724.2
4035,490251095500,SHNNu,294.15,4881.85
4036,490251095500,SHNNl,381.61,4794.39
4037,490251133400,SHNNu,224.71,4962.29
4038,490251133400,SHNNl,309.95,4877.05
4039,490251131600,SHNNu,250.37,4952.63
4040,490251131600,SHNNl,335.4,4867.6
4041,490251133500,SHNNu,228.6,4958.4
4042,490251133500,SHNNl,313.92,4873.08
4043,490251133500,SHNNbs,387.93,4799.07
4044,490251098800,SHNNu,244.91,4952.09
4045,490251098800,SHNNl,331.86,4865.14
4046,490251131700,SHNNu,243.93,4956.07
4047,490251131700,SHNNl,326.89,4873.11
4048,490251081400,SHNNu,292.23,4870.77
4049,490251081400,SHNNl,376.61,4786.39
4050,490251081400,SHNNbs,452.77,4710.23
4051,490251036500,F2WCbase,2929.57,2115.43
4052,490251036500,F2WC,2871.09,2173.91
4053,490251036500,StAM,1650.47,3394.53
4054,490251036500,StBR,637.67,4407.33
4055,490251036500,SHNNbs,394.22,4650.78
4056,490251036500,SHNNl,325.09,4719.91
4057,490251036500,SHNNu,226.48,4818.52
4058,490251036500,NBRRws,1780.82,3264.18
4059,490251036500,NBRRsg,2019.71,3025.29
4060,490251036500,CRLL,2230.62,2814.38
4061,490251036500,F1WC,2474.82,2570.18
4062,490251036500,F1WCbase,2580.52,2464.48
4063,490251036500,B1,2696.08,2348.92
4064,490251036500,StFT,1020.95,4024.05
4065,490250634900,SSXbase,351.7,4851.3
4066,490250634900,SSXS,301.44,4901.56
4067,490250634900,SHNNu,719.41,4483.59
4068,490250634900,SHNNl,809.88,4393.12
4069,490250643300,SSXbase,495.92,4673.08
4070,490250643300,SSXS,447.87,4721.13
4071,490250643300,SHNNu,867.79,4301.21
4072,490250643300,SHNNl,964.94,4204.06
4073,490250643300,SHNNbs,1032,4137
4074,490251070100,SSXS,86.85,5002.15
4075,490251070100,SSXbase,138.03,4950.97
4076,490251070100,SHNNu,503.85,4585.15
4077,490251070100,SHNNl,597.82,4491.18
4078,490251072800,SHNNu,253.15,4946.85
4079,490251072800,SHNNl,336.76,4863.24
4080,490251041600,SSXbase,430.8,4739.2
4081,490251041600,SSXS,381.72,4788.28
4082,490251041600,SHNNu,800.75,4369.25
4083,490251041600,SHNNl,899.67,4270.33
4084,490251041600,SHNNbs,964.25,4205.75
4085,490251069000,SHNNu,293.76,4878.24
4086,490251069000,SHNNl,380.15,4791.85
4087,490251069000,SHNNbs,453.53,4718.47
4088,490251086900,MNKT,5254.42,-48.42
4089,490251086900,OPCH,5277.13,-71.13
4090,490251086900,B Sand,5390.9,-184.9
4091,490251086900,C1 Dolo,5453.76,-247.76
4092,490251086900,B Dolo,5370.64,-164.64
4093,490251086900,A Sand,5343.16,-137.16
4094,490251086900,B1,2686.74,2519.26
4095,490251086900,F2WC,2857.83,2348.17
4096,490251086900,F1WCBench1Base,2543.27,2662.73
4097,490251086900,F1WC,2459.68,2746.32
4098,490251086900,F2WCbase,2933.32,2272.68
4099,490251086900,F2WC,2938.12,2267.88
4100,490251086900,F1WCBench2Base,2620.87,2585.13
4101,490251086900,F1WCBench2Top,2568.79,2637.21
4102,490251086900,F1WCBench3Top,2628.16,2577.84
4103,490251086900,F1WCbase,2638.94,2567.06
4105,490251131800,SHNNu,278.7,4947.3
4106,490251131800,SHNNl,361.94,4864.06
4107,490251131800,SHNNbs,439.33,4786.67
4108,490251083300,SHNNu,265.31,4910.69
4109,490251083300,SHNNl,350.54,4825.46
4110,490251083300,SHNNbs,422.95,4753.05
4111,490251131900,SHNNu,232.87,4964.13
4112,490251131900,SHNNl,315.62,4881.38
4113,490251089400,SHNNu,285.94,4884.06
4114,490251089400,SHNNl,375.35,4794.65
4115,490251089400,SHNNbs,449.08,4720.92
4116,490251081500,SHNNu,276,4891
4117,490251081500,SHNNl,361.25,4805.75
4118,490251081500,SHNNbs,437.76,4729.24
4119,490251082900,SHNNu,279.58,4885.42
4120,490251082900,SHNNl,367.61,4797.39
4121,490251082900,SHNNbs,441.4,4723.6
4122,490251134200,SHNNu,265.59,4899.21
4123,490251134200,SHNNl,352.87,4811.93
4124,490251082700,SHNNu,260.25,4912.75
4125,490251082700,SHNNl,349.7,4823.3
4126,490251082700,SHNNbs,421.06,4751.94
4127,490251086000,SHNNu,259.21,4913.79
4128,490251086000,SHNNl,345.66,4827.34
4129,490251086000,SHNNbs,421.39,4751.61
4130,490251095400,SHNNu,285.76,4885.24
4131,490251095400,SHNNl,374.87,4796.13
4132,490251095400,SHNNbs,447.35,4723.65
4133,490251081600,SHNNu,280.46,4885.54
4134,490251081600,SHNNl,365.68,4800.32
4135,490251081600,SHNNbs,441.62,4724.38
4136,490251082800,SHNNbs,435.06,4731.94
4137,490251082800,SHNNu,271,4896
4138,490251082800,SHNNl,352.6,4814.4
4139,490251089500,SHNNu,269.3,4907.7
4140,490251089500,SHNNl,356.94,4820.06
4141,490251089500,SHNNbs,432.29,4744.71
4142,490251134300,SHNNu,257.19,4910.81
4143,490251134300,SHNNl,346.34,4821.66
4144,490251098100,SHNNu,237.91,4965.09
4145,490251098100,SHNNl,321.94,4881.06
4146,490251098100,SHNNbs,395.59,4807.41
4147,490251134400,SHNNu,276.21,4883.79
4148,490251134400,SHNNl,363.83,4796.17
4149,490251082100,SHNNu,277.66,4888.34
4150,490251082100,SHNNl,370.6,4795.4
4151,490251082100,SHNNbs,443.25,4722.75
4152,490251103500,SHNNu,261.34,4901.66
4153,490251103500,SHNNl,347.41,4815.59
4154,490251134500,SHNNu,258.52,4909.48
4155,490251134500,SHNNl,345.89,4822.11
4156,490251098000,SHNNu,285.94,4914.06
4157,490251098000,SHNNbs,389.61,4810.39
4158,490251082200,SHNNu,264.17,4909.83
4159,490251082200,SHNNl,349.14,4824.86
4160,490251082200,SHNNbs,425.84,4748.16
4161,490251040200,F2WCbase,2966.25,2028.75
4162,490251040200,F2WC,2910.07,2084.93
4163,490251040200,SHNNbs,386.51,4608.49
4164,490251040200,SHNNl,310.1,4684.9
4165,490251040200,SHNNu,217.69,4777.31
4166,490251040200,NBRRws,1801.94,3193.06
4167,490251040200,NBRRsg,2035.6,2959.4
4168,490251040200,F1WCbase,2621.32,2373.68
4169,490251040200,F1WC,2524.77,2470.23
4170,490251040200,B1,2729.63,2265.37
4171,490251040200,CRLL,2268.79,2726.21
4172,490251040200,StBR,629.92,4365.08
4173,490251040200,StFT,1012.38,3982.62
4174,490251040200,StAM,1672,3323
4175,490251040200,StGD,1568.66,3426.34
4176,490251057400,F2WCbase,3011.46,2185.54
4177,490251057400,CRLL,2385.24,2811.76
4178,490251057400,F1WCBench2Top,2700.1,2496.9
4179,490251057400,F1WCBench2Base,2718.76,2478.24
4180,490251057400,F1WCbase,2727.16,2469.84
4181,490251057400,F1WCBench1Base,2677.41,2519.59
4182,490251057400,F1WC,2574.23,2622.77
4183,490251057400,F1WCbase,2680.32,2516.68
4184,490251057400,NBRRws,2007.03,3189.97
4185,490251057400,F1WC,2581.74,2615.26
4186,490251057400,SHNNu,563.86,4633.14
4187,490251057400,SHNNl,652.38,4544.62
4188,490251057400,B1,2774.55,2422.45
4189,490251057400,NBRRsg,2176.02,3020.98
4190,490251057400,F2WC,2939.29,2257.71
4191,490251057400,B1,2772.28,2424.72
4192,490250634000,SSXbase,359.02,4847.98
4193,490250634000,SSXS,310.83,4896.17
4194,490250634000,SHNNu,736.08,4470.92
4195,490250634000,SHNNl,824.01,4382.99
4196,490250968000,SSXS,434.06,4733.94
4197,490250968000,SSXbase,481.12,4686.88
4198,490250968000,SHNNl,887.42,4280.58
4199,490250968000,SHNNbs,958.82,4209.18
4200,490251030500,SSXS,104.33,4982.67
4201,490251030500,SSXbase,151.26,4935.74
4202,490251030500,SHNNu,461.92,4625.08
4203,490251030500,SHNNl,557.66,4529.34
4204,490251030500,SHNNbs,628.05,4458.95
4205,490251028700,SHNNl,362.63,4806.37
4206,490251028700,SHNNu,273.55,4895.45
4207,490251028700,SHNNbs,438.56,4730.44
4223,490251062900,SHNNu,245.73,4960.27
4224,490251062900,SHNNl,333.1,4872.9
4225,490251062900,SHNNbs,406.08,4799.92
4226,490251077800,MNKT,5241.29,-38.29
4227,490251077800,C1 Dolo,5439.83,-236.83
4228,490251077800,B Sand,5379.05,-176.05
4229,490251077800,B Dolo,5358.9,-155.9
4230,490251077800,A Sand,5331.42,-128.42
4231,490251077800,OPCH,5265.48,-62.48
4232,490251077800,F2WCbase,2898,2305
4233,490251077800,SHNNu,231.81,4971.19
4234,490251077800,SHNNl,317.06,4885.94
4235,490251077800,SHNNbs,394.52,4808.48
4236,490251077800,F2WC,2827,2376
4237,490251077800,MDDY,3558.31,1644.69
4238,490251077800,DKOT,3700.5,1502.5
4239,490251077800,NBRRws,1776.34,3426.66
4240,490251077800,THRM,3575.15,1627.85
4241,490251077800,CRMT,4323.51,879.49
4242,490251077800,CRLL,2199.78,3003.22
4243,490251087700,NBRRws,2017.89,3074.11
4244,490251087700,CRLL,2473.13,2618.87
4245,490251087700,F1WCbase,2853.69,2238.31
4246,490251087700,NBRRsg,2274.67,2817.33
4247,490251087700,F1WC,2726.88,2365.12
4248,490251087700,B1,2957.83,2134.17
4249,490251087700,StFT,1255.9,3836.1
4250,490251087700,StGD,1790.05,3301.95
4251,490251087700,F2WC,3114.85,1977.15
4252,490251087700,F1WC,2723.55,2368.45
4253,490251087700,F1WCbase,2905.83,2186.17
4254,490251087700,F1WCBench3Top,2892.19,2199.81
4255,490251087700,F1WCBench2Top,2783.01,2308.99
4256,490251087700,F1WCBench2Base,2875.62,2216.38
4257,490251087700,StBR,857.09,4234.91
4258,490251087700,StAM,1892.57,3199.43
4259,490251119800,SHNNu,692.77,4600.23
4260,490251119800,SHNNl,769.03,4523.97
4261,490251115700,SHNNu,274.66,4925.34
4262,490251115700,SHNNl,359.82,4840.18
4263,490251115700,SHNNbs,437.2,4762.8
4264,490251082300,SHNNu,258.26,4919.74
4265,490251082300,SHNNl,346.04,4831.96
4266,490251082300,SHNNbs,420.28,4757.72
4267,490251114300,SHNNu,282.89,4923.11
4268,490251114300,SHNNl,362.94,4843.06
4269,490251114300,SHNNbs,438.43,4767.57
4270,490251041400,F2WCbase,2913.3,2174.7
4271,490251041400,F2WC,2854.69,2233.31
4272,490251041400,SHNNbs,383.76,4704.24
4273,490251041400,SHNNl,310.55,4777.45
4274,490251041400,SHNNu,224.36,4863.64
4275,490251041400,NBRRws,1766.28,3321.72
4276,490251041400,NBRRsg,1999.45,3088.55
4277,490251041400,CRLL,2223.18,2864.82
4278,490251041400,F1WC,2465.97,2622.03
4279,490251041400,F1WCbase,2574.91,2513.09
4280,490251041400,B1,2687.28,2400.72
4281,490251041400,StAM,1642.32,3445.68
4282,490251041400,StGD,1539.68,3548.32
4283,490251041400,StFT,1010.94,4077.06
4284,490251041400,StBR,626.61,4461.39
4301,490251092500,A Sand,5484.85,-303.85
4302,490251092500,B Dolo,5514.95,-333.95
4303,490251092500,B Sand,5537.03,-356.03
4304,490251092500,C1 Dolo,5595.63,-414.63
4305,490251092500,MNKT,5402.89,-221.89
4306,490251092500,OPCH,5425.5,-244.5
4307,490251092500,B1,2745.9,2435.1
4308,490251092500,F2WC,2915.09,2265.91
4309,490251092500,F1WC,2518.57,2662.43
4310,490251092500,F2WCbase,2990.89,2190.11
4311,490251092500,CRLL,2272.78,2908.22
4312,490251092500,SHNNu,263.08,4917.92
4313,490251092500,SHNNl,349.63,4831.37
4314,490251092500,SHNNbs,423.88,4757.12
4315,490251092500,F2WC,2995.88,2185.12
4316,490251092500,DKOT,3825.36,1355.64
4317,490251092500,MRSN,3913.26,1267.74
4318,490251092500,F1WC,2520.05,2660.95
4319,490251092500,CRLL,2274.33,2906.67
4320,490251092500,NBRRws,1807.47,3373.53
4321,490251092500,MWRY,3440.4,1740.6
4322,490251092500,LKOT,3899.44,1281.56
4323,490251092500,CRMT,4442.96,738.04
4324,490251092500,F1WCbase,2534.9,2646.1
4325,490251092500,NBRRsg,2049.73,3131.27
4326,490251092500,F1WCbase,2698.01,2482.99
4327,490251092500,MDDY,3668.32,1512.68
4328,490251092500,THRM,3684.39,1496.61
4330,490250641900,SSXS,363.91,4815.09
4331,490250641900,SHNNu,787.35,4391.65
4332,490250641900,SHNNl,882.1,4296.9
4333,490250641900,SSXbase,414.19,4764.81
4334,490251071900,SHNNbs,423.88,4768.12
4335,490251071900,SHNNl,351.34,4840.66
4336,490251071900,SHNNu,264.37,4927.63
4337,490252268500,SSXbase,454.84,4870.16
4338,490252268500,SSXS,406.48,4918.52
4339,490252268500,SHNNu,825.62,4499.38
4340,490252268500,SHNNl,899.31,4425.69
4341,490252268500,SHNNbs,975.31,4349.69
4342,490251095900,SHNNu,819.03,4518.97
4343,490251095900,SHNNl,899.1,4438.9
4344,490251095900,SHNNbs,976.67,4361.33
4345,490251095900,SSXbase,453.69,4884.31
4346,490251095900,SSXS,409.89,4928.11
4347,490251095900,F1WC,3035.8,2302.2
4348,490251095900,F1WCbase,3221.05,2116.95
4349,490251095900,MWRY,3973.52,1364.48
4350,490251095900,F3WC,3683.43,1654.57
4351,490251095900,F3WCbase,3688.33,1649.67
4352,490251095900,LKOT,4425.4,912.6
4353,490251095900,MRSN,4446.65,891.35
4354,490251095900,DKOT,4355.53,982.47
4355,490251095900,NBRRws,2336.31,3001.69
4356,490251095900,NBRRsg,2578.5,2759.5
4357,490251095900,CRLL,2789.59,2548.41
4358,490251095900,F2WC,3455.08,1882.92
4359,490251095900,F2WCbase,3528.41,1809.59
4360,490251081300,SHNNbs,438.55,4745.45
4361,490251081300,SHNNl,360.84,4823.16
4362,490251081300,SHNNu,278.45,4905.55
4363,490251059000,SHNNu,794.82,4430.18
4364,490251059000,SHNNl,887.34,4337.66
4365,490251059000,SHNNbs,961.54,4263.46
4366,490251059000,SSXbase,431.52,4793.48
4367,490251059000,SSXS,383.33,4841.67
4368,490251077200,SSXS,59.31,5032.69
4369,490251077200,SSXbase,117.07,4974.93
4370,490251077200,SHNNu,488.83,4603.17
4371,490251077200,SHNNl,581.25,4510.75
4372,490251077200,SHNNbs,652.66,4439.34
4373,490251061000,MNKT,5260.56,-48.56
4374,490251061000,OPCH,5278.44,-66.44
4375,490251061000,B Sand,5381.79,-169.79
4376,490251061000,B Dolo,5361.12,-149.12
4377,490251061000,A Sand,5339.13,-127.13
4378,490251061000,C1 Dolo,5438.52,-226.52
4379,490251061000,THRM,3606.45,1605.55
4380,490251061000,LKOT,3800.21,1411.79
4381,490251061000,ALCV,4418.41,793.59
4382,490251061000,F3WC,3081.29,2130.71
4383,490251061000,MWRY,3354.22,1857.78
4384,490251061000,RDPK,4441.33,770.67
4385,490251061000,SNDCu,3977.6,1234.4
4386,490251061000,C2 Sand,5453.81,-241.81
4387,490251061000,C1 Sand,5442.51,-230.51
4388,490251061000,C2 Dolo,5446.54,-234.54
4389,490251061000,C3 Dolo,5459.94,-247.94
4390,490251061000,C3 Sand,5469.92,-257.92
4391,490251061000,C4 Dolo,5479.1,-267.1
4392,490251061000,C4 Sand,5487.99,-275.99
4393,490251061000,MDDY,3591.55,1620.45
4394,490251061000,DKOT,3728.66,1483.34
4395,490251061000,MRSN,3821.07,1390.93
4397,490251085400,F2WC,2684.73,2353.27
4398,490251085400,F2WCbase,2721.23,2316.77
4399,490251085400,SHNNbs,233.58,4804.42
4400,490251085400,SHNNl,159.97,4878.03
4401,490251085400,SHNNu,68.7,4969.3
4402,490251085400,NBRRws,1607.58,3430.42
4403,490251085400,NBRRsg,1832.32,3205.68
4404,490251085400,CRLL,2040.92,2997.08
4405,490251085400,F1WC,2289.18,2748.82
4406,490251085400,F1WCbase,2389.49,2648.51
4407,490251085400,B1,2501.77,2536.23
4408,490251085400,F3WC,2920.08,2117.92
4409,490251085400,F3WCbase,2929.53,2108.47
4410,490251133000,SHNNu,255.27,4926.33
4411,490251133000,SHNNl,341.84,4839.76
4412,490251030600,SHNNu,434.45,4672.55
4413,490251030600,SHNNl,526.07,4580.93
4414,490251030600,SHNNbs,599.37,4507.63
4415,490251030600,SSXbase,66.87,5040.13
4416,490251108700,SHNNu,308.59,4892.41
4417,490251108700,SHNNl,389.49,4811.51
4418,490251108700,SHNNbs,463.57,4737.43
4419,490251123900,SHNNbs,425.86,4768.14
4420,490251123900,SHNNu,263.78,4930.22
4421,490251123900,SHNNl,347.3,4846.7
4422,490251132700,SHNNu,264.67,4929.33
4423,490251132700,SHNNl,352.31,4841.69
4424,490251132700,SHNNbs,427.56,4766.44
4425,490251121600,SHNNu,259.16,4931.84
4426,490251121600,SHNNl,345.13,4845.87
4427,490251120900,SHNNu,258.44,4932.56
4428,490251120900,SHNNl,343.78,4847.22
4429,490251120900,SHNNbs,420.5,4770.5
4430,490251135100,SHNNu,261.38,4929.92
4431,490251135100,SHNNl,347.95,4843.35
4432,490251135100,SHNNbs,422.7,4768.6
4433,490251128900,SHNNu,253.19,4922.81
4434,490251128900,SHNNl,342.24,4833.76
4435,490251036000,B1,2938.88,2244.12
4436,490251036000,F1WCBench2Top,2761.09,2421.91
4437,490251036000,StBR,939.64,4243.36
4438,490251036000,StGD,1800.9,3382.1
4439,490251036000,NBRRws,2029.37,3153.63
4440,490251036000,CRLL,2488.73,2694.27
4441,490251036000,F2WCbase,3184.8,1998.2
4442,490251036000,F1WCBench1Base,2754.34,2428.66
4443,490251036000,F2WC,3116.51,2066.49
4444,490251036000,F1WCbase,2892.7,2290.3
4445,490251036000,F1WC,2742.16,2440.84
4446,490251036000,StFT,1324.61,3858.39
4447,490251036000,StAM,1906.57,3276.43
4448,490251036000,SHNNbs,694.24,4488.76
4449,490251036000,SHNNl,629.78,4553.22
4450,490251036000,SHNNu,540.41,4642.59
4451,490251036000,F1WCBench3Top,2865.79,2317.21
4452,490251036000,F1WCBench2Base,2849.14,2333.86
4453,490250663200,F2WC,2711.19,2307.81
4454,490250663200,SHNNbs,232.34,4786.66
4455,490250663200,SHNNl,160.92,4858.08
4456,490250663200,NBRRws,1646.25,3372.75
4457,490250663200,NBRRsg,1863.51,3155.49
4458,490250663200,CRLL,2060.5,2958.5
4459,490250663200,F1WC,2315.01,2703.99
4460,490250663200,F1WCbase,2416.12,2602.88
4461,490250663200,B1,2530.69,2488.31
4462,490251088500,F2WCbase,2977.17,2123.83
4463,490251088500,F3WC,3101.71,1999.29
4464,490251088500,F3WCbase,3116.04,1984.96
4465,490251088500,F2WC,2854.4,2246.6
4466,490251088500,F2WCbase,2918.4,2182.6
4467,490251088500,F1WC,2476.8,2624.2
4468,490251088500,F1WCbase,2572.8,2528.2
4469,490251088500,CRLL,2217.6,2883.4
4470,490251088500,NBRRsg,1995.2,3105.8
4471,490251088500,SHNNu,235.52,4865.48
4472,490251088500,SHNNl,324.68,4776.32
4473,490251088500,SHNNbs,400.93,4700.07
4474,490251088500,NBRRws,1770.97,3330.03
4475,490251088500,F2WC,2901.09,2199.91
4476,490251088500,B1,2683.2,2417.8
4477,490251088500,StBR,606.58,4494.42
4478,490251088500,StFT,999.86,4101.14
4479,490251088500,StAM,1647.98,3453.02
4480,490251088500,StGD,1543.45,3557.55
4481,490251029100,SHNNbs,458.95,4785.05
4482,490251029100,SHNNl,381.64,4862.36
4483,490251029100,SHNNu,300.03,4943.97
4484,490250632800,SHNNu,758.13,4460.87
4485,490250632800,SHNNl,845.31,4373.69
4486,490250632800,SSXbase,403.9,4815.1
4487,490250632800,SSXS,356.96,4862.04
4488,490250632800,SHNNbs,917.85,4301.15
4489,490250640500,SSXS,384.88,4820.12
4490,490250640500,SSXbase,432.78,4772.22
4491,490250640500,SHNNl,898.63,4306.37
4492,490250640500,SHNNu,805.41,4399.59
4493,490251096900,SHNNu,313.18,4897.82
4494,490251096900,SHNNl,403.83,4807.17
4495,490251096900,SHNNbs,472.78,4738.22
4496,490251028800,SHNNu,249.24,4923.76
4497,490251028800,SHNNl,332.9,4840.1
4498,490251028800,SHNNbs,409.44,4763.56
4499,490251023200,SHNNu,408.71,4689.29
4500,490251023200,SHNNl,502.32,4595.68
4501,490251023200,SHNNbs,570.14,4527.86
4502,490251023200,SSXbase,37.78,5060.22
4503,490251023200,F1WCbase,2805.74,2292.26
4504,490251023200,NBRRws,1930.52,3167.48
4505,490251023200,F2WC,3022.38,2075.62
4506,490251023200,F3WC,3266.07,1831.93
4507,490251023200,F1WC,2629.97,2468.03
4508,490251023200,F1WCBench1Base,2680.94,2417.06
4509,490251023200,B1,2857.56,2240.44
4510,490251023200,CRLL,2392.58,2705.42
4511,490251023200,NBRRsg,2166.3,2931.7
4512,490251023200,F2WCbase,3096.75,2001.25
4513,490251023200,F3WCbase,3273.98,1824.02
4514,490251089000,MNKT,5400.68,-210.68
4515,490251089000,OPCH,5422.71,-232.71
4516,490251089000,A Sand,5488.25,-298.25
4517,490251089000,B Sand,5536.36,-346.36
4518,490251089000,C1 Dolo,5594.99,-404.99
4519,490251089000,B Dolo,5514.8,-324.8
4520,490251089000,SHNNu,264.35,4925.65
4521,490251089000,SHNNl,352.31,4837.69
4522,490251089000,F2WC,2902.98,2287.02
4523,490251089000,F2WCbase,2981.55,2208.45
4524,490251089000,F1WC,2503.82,2686.18
4525,490251089000,CRLL,2263.62,2926.38
4526,490251089000,B1,2731.54,2458.46
4527,490251089000,ALCV,4515.01,674.99
4528,490251089000,F1WCBench1Base,2569.62,2620.38
4529,490251089000,SHNNbs,426.11,4763.89
4530,490251089000,DKOT,3812.54,1377.46
4531,490251089000,F2WC,2981.87,2208.13
4532,490251089000,F1WCbase,2680.79,2509.21
4533,490251089000,F3WC,3153.55,2036.45
4534,490251089000,MDDY,3664.7,1525.3
4535,490251089000,MWRY,3427.96,1762.04
4536,490251089000,RDPK,4539.17,650.83
4537,490251089000,SNDCu,4084.06,1105.94
4538,490251089000,THRM,3678.23,1511.77
4540,490251123500,SHNNu,275.26,4930.34
4541,490251123500,SHNNl,359.97,4845.63
4542,490251123500,SHNNbs,437.28,4768.32
4543,490251113700,SSXS,293.52,4879.48
4544,490251113700,SSXbase,340.89,4832.11
4545,490251113700,SHNNu,713.33,4459.67
4546,490251113700,SHNNl,805.89,4367.11
4547,490251114400,SHNNu,351.82,4875.18
4548,490251114400,SHNNl,435.32,4791.68
4549,490251114400,SHNNbs,514.96,4712.04
4550,490251116300,SHNNu,280.06,4932.94
4551,490251116300,SHNNl,365.57,4847.43
4552,490251116300,SHNNbs,441.51,4771.49
4553,490251129000,SHNNu,265.94,4931.06
4554,490251099900,SHNNu,266.89,4934.11
4555,490251099900,SHNNl,353.17,4847.83
4556,490251099900,SHNNbs,428.44,4772.56
4557,490251100600,SHNNu,263.53,4930.47
4558,490251100600,SHNNl,347.23,4846.77
4559,490251100600,SHNNbs,422.89,4771.11
4560,490251123400,SHNNu,261.78,4927.22
4561,490251123400,SHNNl,347.28,4841.72
4562,490251123400,SHNNbs,422.09,4766.91
4563,490251117800,SHNNu,256.89,4929.11
4564,490251117800,SHNNl,343.67,4842.33
4565,490251117800,SHNNbs,418.61,4767.39
4566,490251099700,SHNNu,256.69,4931.31
4567,490251099700,SHNNl,342.24,4845.76
4568,490251099700,SHNNbs,418.18,4769.82
4569,490251102500,SHNNu,253.2,4930.8
4570,490251102500,SHNNl,339.14,4844.86
4571,490251102500,SHNNbs,417.24,4766.76
4572,490251108800,SHNNbs,483.81,4728.99
