,SitID,Well_MAE,well_rmse,Longitude,Latitude,foldno
1680,170722,1.0736237161269742,1.2190413618541571,-110.429383,55.786335,0
1681,114755,0.9639055527634071,1.127429029978328,-110.56227700000001,56.255447,0
1682,108861,2.0667049708201475,2.0667049708201475,-113.945447,55.452036,0
1683,110447,0.6613916709521277,0.6613916709521277,-113.17875500000001,55.644493999999995,0
1684,117694,13.741221181031591,13.741221181031591,-111.158317,56.731595,0
1685,142899,4.2929014421565626,4.2929014421565626,-110.87023700000002,55.815431000000004,0
1686,108870,1.069751965610621,1.069751965610621,-114.062947,55.45582099999999,0
1687,105883,7.5231166961056175,7.535268496175913,-113.605924,55.102148,0
1688,110343,1.7059895369866354,2.237598155342982,-111.082807,55.644535999999995,0
1689,120436,3.3034249667755375,3.3034249667755375,-110.981649,57.055289,0
1690,120267,42.00748895122885,42.00748895122885,-112.75261599999999,57.01173000000001,0
1691,106554,32.83022157534826,45.88851177337316,-112.32387299999999,55.146498,0
1692,142035,5.147106579970398,5.147106579970398,-110.766117,55.179173,0
1693,107333,6.540589620904669,8.398752703966176,-112.381473,55.237390000000005,0
1694,109856,1.5167886550615322,1.5167886550615322,-110.73996000000001,55.571716,0
1695,113085,1.6781821371719634,2.1439919181847613,-112.547273,56.022564,0
1696,107425,18.509922249160848,28.92860128375625,-113.93914699999999,55.281128,0
1697,142892,1.245578390947723,1.540942026507183,-110.71361,55.829879000000005,0
1698,106687,13.152542571949022,13.152542571949022,-114.15248500000001,55.132293000000004,0
1699,108915,16.821304577610945,16.821304577610945,-114.68462199999999,55.455877,0
1700,108821,4.0172235945446175,4.0172235945446175,-113.41336100000001,55.451793,0
1701,114799,2.9707268865176673,3.0555700611122263,-111.391826,56.313629000000006,0
1702,109344,29.94128598385231,29.94128598385231,-113.15288100000001,55.524528000000004,0
1703,106538,4.32588174803756,4.335847673100995,-112.073793,55.164584,0
1704,108846,5.485442454258035,6.091375615492509,-113.71484699999999,55.422676,0
1705,106477,1.1014030519273774,1.3798021545518553,-111.15078700000001,55.175610999999996,0
1706,106537,32.63748499031345,52.01521494123028,-112.093102,55.164584999999995,0
1707,110337,26.36053768975367,35.88806504455546,-110.791724,55.699079000000005,0
1708,107948,18.750670960936873,22.94949378619451,-110.657028,55.364557999999995,0
1709,106450,3.619756042716034,3.619756042716034,-110.740431,55.160936,0
1710,107286,1.0778111962083585,1.0778111962083585,-111.964903,55.280942,0
1711,114339,22.27315160191506,29.897938747398587,-110.950543,56.219075,0
1712,105785,19.592921700312992,27.00666676907807,-112.48142,55.102109999999996,0
1713,106562,1.129715964280166,1.129715964280166,-112.477737,55.160956999999996,0
1714,144835,16.488721988777627,16.488721988777627,-112.907059,57.128051,0
1715,153498,16.26814479978762,22.563373355155342,-114.261703,55.292318,0
1716,108774,4.706271929193164,6.4400658511261915,-112.689173,55.37921899999999,0
1717,163611,5.784534447564407,9.0807450444863,-111.445246,54.826009,0
1718,123561,5.934538434803272,5.962932187941523,-112.277895,57.233488,0
1719,141968,41.49448082313228,41.49448082313228,-110.815758,55.073232999999995,0
1720,105689,3.9205414086014443,3.993145867895246,-111.470701,55.087813,0
1721,112303,2.104340041693831,2.104340041693831,-110.79835600000001,55.902666,0
1722,120299,11.853558091517357,11.853558091517357,-113.27578899999999,56.997094999999995,0
1723,122323,2.923855998609895,2.923855998609895,-112.826539,57.153546,0
1724,103759,12.517397896260924,23.131484181416145,-111.67415600000001,54.920494,0
1725,107377,21.912416623986303,30.64395321548744,-112.990459,55.219131000000004,0
1726,108700,7.960660464802743,7.960660464802743,-111.29824099999999,55.437484999999995,0
1727,142052,3.4731383823700526,3.4731383823700526,-114.364226,55.18319,0
1728,103888,4.523741562994701,4.523741562994701,-112.41126899999999,54.931141000000004,0
1729,109224,5.67238784452681,6.527349214456924,-111.024654,55.470020999999996,0
1730,109929,0.8418545848257679,0.8418545848257679,-111.826799,55.568117,0
1731,125085,11.349434520771183,11.349434520771183,-111.127245,57.419019999999996,0
1732,113861,1.3361673849460658,1.3361673849460658,-112.214352,56.135313000000004,0
1733,114453,7.271198312275175,12.209636072679073,-113.123426,56.211711,0
1734,123771,2.305284829553557,2.305284829553557,-110.98516299999999,57.295515,0
1735,143831,6.1068508799818915,6.1068508799818915,-112.741243,56.477097,0
1736,107347,3.562285066272807,3.562285066272807,-112.58661000000001,55.222766,0
1737,142555,1.7291225107624655,1.980812585170732,-111.412876,55.695513,0
1738,109262,0.8238942478567424,0.8238942478567424,-112.00795500000001,55.473615,0
1739,105922,19.87574119577623,19.87574119577623,-114.22126200000001,55.070554,0
1740,108671,7.783874331896669,8.240685669683206,-111.016223,55.397302,0
1741,107292,0.1526059436585001,0.1526059436585001,-112.11873999999999,55.25185,0
1742,105796,4.684728306498499,4.684728306498499,-112.907316,55.036753000000004,0
1743,178311,1.9701213562373994,2.1928335926008433,-112.42834099999999,55.61549399999999,0
1744,105720,3.5732514981114036,3.5732514981114036,-111.744183,55.09129,0
1745,106652,2.1848449586603778,2.1848449586603778,-113.45183600000001,55.13541800000001,0
1746,108074,2.261974153071378,2.261974153071378,-111.529028,55.295573,0
1747,118651,5.090170203128537,5.090170203128537,-112.77946899999999,56.891803,0
1748,110392,2.2089226972155416,2.2089226972155416,-111.509951,55.699091,0
1749,116166,2.9346931798346816,2.9346931798346816,-113.334167,56.498932999999994,0
1750,113796,0.6780862225081137,0.6780862225081137,-110.224134,56.138994,0
1751,110042,2.078895225913371,2.347478787340919,-113.981002,55.626566000000004,0
1752,118621,19.483100721702925,21.921061529280763,-112.034526,56.891822999999995,0
1753,108182,10.821667789025513,15.808446626398766,-113.682796,55.324569,0
1754,179253,3.782537378394617,4.494888083374529,-112.40366599999999,57.05528399999999,0
1755,108873,1.0944761052189023,1.0944761052189023,-114.44748100000001,55.412286,0
1756,114893,4.2676641465990315,4.2676641465990315,-113.571226,56.328084999999994,0
1757,113915,6.655420531420276,6.759912296971325,-114.33029599999999,56.107178000000005,0
1758,111062,4.6261176093730585,6.360162258840681,-112.402469,55.728227000000004,0
1759,164968,5.343625474889791,5.343625474889791,-113.045855,56.749766,0
1760,118658,2.5357130254905087,2.5357130254905087,-113.027671,56.924479000000005,0
1761,111664,1.577018836929426,1.577018836929426,-110.58952,55.858965000000005,0
1762,122781,2.17679175453128,2.17679175453128,-111.18141000000001,57.288073,0
