,UWI,DATUM,GL,EREF,UNIT,datum
818,00/10-01-076-05W4/0,620.878,620.878,624.23,M,624.23
819,00/10-01-079-01W5/0,1935.5,1935.5,1947.5,F,592.04
820,00/10-01-079-16W4/0,606.552,603.504,606.552,M,606.552
821,00/10-01-082-17W4/0,540.258,537.058,540.258,M,540.258
822,00/10-01-082-18W4/0,548.64,545.287,548.64,M,548.64
823,00/10-01-082-22W4/0,617.891,613.867,617.891,M,617.891
824,00/10-01-084-16W4/0,531.754,527.609,531.754,M,531.754
825,00/10-01-091-18W4/0,1673.88,1663.06,1673.88,F,508.85952000000003
826,00/10-02-067-04W4/0,697.11,693.26,697.11,M,697.11
827,00/10-02-070-11W4/0,604.1,604.1,606.85,M,606.85
828,00/10-02-070-24W4/0,637.184,637.184,640.324,M,640.324
829,00/10-02-074-05W4/0,631.5,631.5,635.0,M,635.0
830,00/10-02-077-12W4/0,662.7,662.7,666.0,M,666.0
831,00/10-02-082-05W4/0,459.638,455.981,459.638,M,459.638
832,00/10-02-096-18W4/0,676.9,673.9,676.9,M,676.9
833,00/10-02-099-13W4/0,830.0,827.0,830.0,M,830.0
834,00/10-03-067-08W4/0,613.4,609.7,613.4,M,613.4
835,00/10-03-068-13W4/0,582.473,582.473,585.216,M,585.216
836,00/10-03-072-05W5/0,691.5,687.72,691.5,M,691.5
837,00/10-03-072-15W4/0,609.7,609.7,613.0,M,613.0
838,00/10-03-072-21W4/0,597.713,597.713,600.761,M,600.761
839,00/10-03-073-07W4/0,720.71,720.71,723.71,M,723.71
840,00/10-03-080-14W4/0,701.65,696.773,701.65,M,701.65
841,00/10-03-081-09W4/0,706.039,702.259,706.039,M,706.039
842,00/10-03-081-16W4/0,566.89,563.09,566.89,M,566.89
843,00/10-03-082-13W4/0,669.8,666.6,669.8,M,669.8
844,00/10-03-084-22W4/0,607.771,605.333,607.771,M,607.771
845,00/10-03-090-19W4/0,514.8,511.0,514.8,M,514.8
846,00/10-03-094-21W4/0,618.8,615.5,618.8,M,618.8
847,00/10-04-070-12W4/0,601.98,601.98,604.418,M,604.418
848,00/10-04-073-08W4/0,692.94,692.94,696.02,M,696.02
849,00/10-04-073-20W4/0,680.5,680.5,683.2,M,683.2
850,00/10-04-075-07W4/0,662.33,662.33,665.074,M,665.074
851,00/10-04-077-07W4/0,565.97,565.97,569.42,M,569.42
852,00/10-04-078-01W5/0,613.41,613.41,617.311,M,617.311
853,00/10-04-079-25W4/0,587.35,587.35,590.855,M,590.855
854,00/10-05-073-01W5/0,635.203,635.203,638.251,M,638.251
855,00/10-05-073-18W4/0,594.543,594.543,598.201,M,598.201
856,00/10-05-077-18W4/0,567.842,567.842,572.11,M,572.11
857,00/10-05-079-03W4/0,552.73,548.88,552.73,M,552.73
858,00/10-05-079-04W4/0,1707.0,1695.0,1707.0,F,518.928
859,00/10-05-080-15W4/0,565.57,561.82,565.57,M,565.57
860,00/10-06-067-15W4/0,592.1,588.0,592.1,M,592.1
861,00/10-06-073-10W4/0,661.721,661.721,665.074,M,665.074
862,00/10-06-074-15W4/0,10.0,10.0,637.337,M,637.337
863,00/10-06-076-07W4/0,647.669,647.669,651.51,M,651.51
864,00/10-06-076-20W4/0,2109.8,2101.6,2109.8,F,641.3792000000001
865,00/10-06-079-24W4/0,594.9,594.9,598.6,M,598.6
866,00/10-06-080-01W5/0,608.64,605.0,608.64,M,608.64
867,00/10-06-080-25W4/0,555.315,555.315,559.308,M,559.308
868,00/10-06-082-14W4/0,581.8,578.0,581.8,M,581.8
869,00/10-06-085-06W4/0,485.9,482.2,485.9,M,485.9
870,00/10-06-096-21W4/0,822.9,819.4,822.9,M,822.9
871,00/10-07-067-04W4/0,686.8,682.01,686.28,M,686.28
872,00/10-07-076-23W4/0,858.317,854.964,858.317,M,858.317
873,00/10-07-077-21W4/0,752.856,752.856,758.342,M,758.342
874,00/10-07-081-24W4/0,600.761,600.761,604.418,M,604.418
875,00/10-07-093-15W4/0,469.5,466.0,469.5,M,469.5
876,00/10-08-067-03W4/0,678.04,673.54,678.04,M,678.04
877,00/10-08-067-17W4/0,610.0,606.1,610.0,M,610.0
878,00/10-08-068-02W4/0,743.94,743.94,746.86,M,746.86
879,00/10-08-070-23W4/0,615.391,615.391,618.744,M,618.744
880,00/10-08-072-07W4/0,672.83,672.83,675.83,M,675.83
881,00/10-08-073-01W5/0,608.2,604.8,608.2,M,608.2
882,00/10-08-074-04W4/0,613.867,613.867,616.915,M,616.915
883,00/10-08-076-05W4/0,578.86,578.86,582.66,M,582.66
884,00/10-08-076-06W4/0,580.278,580.278,584.119,M,584.119
885,00/10-08-076-08W4/0,630.79,630.79,634.29,M,634.29
886,00/10-08-082-15W4/0,566.2,563.0,566.2,M,566.2
887,00/10-08-084-09W4/0,719.37,716.37,719.37,M,719.37
888,00/10-08-085-19W4/0,604.845,604.845,607.344,M,607.344
889,00/10-08-086-22W4/0,576.925,576.925,580.187,M,580.187
891,00/10-09-071-16W4/0,590.14,590.14,593.79,M,593.79
892,00/10-09-071-26W4/0,622.365,622.365,625.45,M,625.45
893,00/10-09-074-07W4/0,692.81,692.81,696.163,M,696.163
894,00/10-09-078-09W4/0,602.59,599.953,602.59,M,602.59
895,00/10-09-078-26W4/0,595.0,595.0,598.9,M,598.9
896,00/10-09-080-04W4/0,483.108,479.45,483.108,M,483.108
897,00/10-09-082-03W4/0,457.2,454.152,457.2,M,457.2
898,00/10-10-069-15W4/0,548.59,548.59,552.55,M,552.55
899,00/10-10-069-18W4/0,549.859,549.859,553.822,M,553.822
900,00/10-10-071-15W4/0,620.573,620.573,623.011,M,623.011
901,00/10-10-071-23W4/0,661.721,662.026,665.683,M,665.683
902,00/10-10-080-04W4/0,475.488,471.83,475.488,M,475.488
903,00/10-10-080-24W4/0,558.63,558.63,562.83,M,562.83
904,00/10-10-097-19W4/0,788.548,786.232,788.548,M,788.548
905,00/10-11-070-02W5/0,593.3,593.3,598.2,M,598.2
906,00/10-11-073-08W4/0,702.3,702.8,706.3,M,706.3
907,00/10-11-073-17W4/0,567.385,567.385,570.433,M,570.433
908,00/10-11-074-09W4/0,659.5,659.5,663.3,M,663.3
909,00/10-11-076-08W4/0,637.794,637.794,640.232,M,640.232
910,00/10-11-077-16W4/0,703.0,703.0,706.8,M,706.8
911,00/10-11-078-10W4/0,622.097,619.354,622.097,M,622.097
912,00/10-11-078-14W4/0,686.7,682.2,686.7,M,686.7
913,00/10-11-079-07W4/0,553.62,550.24,553.62,M,553.62
914,00/10-11-080-09W4/0,715.4,712.0,715.4,M,715.4
915,00/10-11-086-23W4/0,562.966,562.966,566.014,M,566.014
916,00/10-12-069-10W4/0,798.119,798.119,801.624,M,801.624
917,00/10-12-072-18W4/0,593.507,593.507,596.494,M,596.494
918,00/10-12-074-26W4/0,677.479,677.479,680.923,M,680.923
919,00/10-12-077-19W4/0,556.26,556.26,561.137,M,561.137
920,00/10-12-079-08W4/0,573.0,568.82,573.0,M,573.0
921,00/10-12-089-18W4/0,479.25,476.25,479.25,M,479.25
922,00/10-13-070-16W4/0,570.5,570.5,573.7,M,573.7
923,00/10-13-071-08W4/0,663.74,663.74,666.7,M,666.7
924,00/10-13-077-15W4/0,675.4,675.4,678.9,M,678.9
925,00/10-13-080-19W4/0,565.526,565.526,568.879,M,568.879
926,00/10-13-081-05W4/0,468.782,465.734,468.782,M,468.782
927,00/10-13-089-24W4/0,508.65,508.65,512.003,M,512.003
928,00/10-14-067-03W4/0,700.96,697.3,700.96,M,700.96
929,00/10-14-071-05W4/0,661.74,661.74,665.55,M,665.55
930,00/10-14-073-10W4/0,660.4,660.4,663.8,M,663.8
931,00/10-14-074-09W4/0,654.68,654.68,658.64,M,658.64
932,00/10-14-077-10W4/0,632.0,632.0,635.0,M,635.0
933,00/10-14-078-18W4/0,554.553,551.139,554.553,M,554.553
934,00/10-14-080-08W4/0,655.625,652.577,655.625,M,655.625
935,00/10-14-081-17W4/0,543.763,540.106,543.763,M,543.763
936,00/10-14-082-19W4/0,573.024,573.024,576.682,M,576.682
937,00/10-14-091-20W4/0,508.559,508.102,508.559,M,508.559
938,00/10-14-092-21W4/0,544.0,540.3,544.0,M,544.0
939,00/10-15-068-16W4/0,547.15,547.15,550.0,M,550.0
940,00/10-15-071-07W4/0,647.2,647.2,650.2,M,650.2
941,00/10-15-071-20W4/0,584.3,584.3,587.6,M,587.6
942,00/10-15-071-26W4/0,617.22,617.22,620.573,M,620.573
943,00/10-15-072-02W5/0,589.3,589.3,593.0,M,593.0
944,00/10-15-074-06W4/0,627.32,627.32,631.57,M,631.57
945,00/10-15-074-17W4/0,580.9,580.9,583.2,M,583.2
946,00/10-15-075-20W4/0,609.6,609.6,613.867,M,613.867
947,00/10-15-080-23W4/0,586.4,586.4,590.0,M,590.0
948,00/10-15-081-19W4/0,576.377,576.377,578.815,M,578.815
949,00/10-15-090-20W4/0,520.3,520.3,523.5,M,523.5
950,00/10-16-069-16W4/0,558.394,558.394,562.051,M,562.051
951,00/10-16-073-21W4/0,668.731,668.731,672.998,M,672.998
952,00/10-16-073-22W4/0,626.852,626.852,630.022,M,630.022
953,00/10-16-074-17W4/0,575.767,575.767,578.206,M,578.206
954,00/10-16-075-06W4/0,621.4,621.4,625.6,M,625.6
955,00/10-16-075-21W4/0,666.598,666.598,670.712,M,670.712
956,00/10-16-076-05W4/0,580.949,580.949,584.302,M,584.302
957,00/10-16-076-25W4/0,763.829,763.829,768.096,M,768.096
958,00/10-16-079-09W4/0,680.253,677.601,680.253,M,680.253
959,00/10-16-082-14W4/0,584.4,581.0,584.4,M,584.4
960,00/10-16-084-03W4/0,458.114,454.457,458.114,M,458.114
961,00/10-16-092-19W4/0,1740.0,1727.0,1740.0,F,528.96
962,00/10-17-070-03W5/0,650.5,644.5,650.5,M,650.5
963,00/10-17-071-06W4/0,653.0,653.0,657.2,M,657.2
964,00/10-17-072-13W4/0,642.671,642.671,645.871,M,645.871
965,00/10-17-073-04W5/0,580.4,580.4,585.0,M,585.0
966,00/10-17-073-17W4/0,579.272,579.272,582.473,M,582.473
967,00/10-17-074-13W4/0,724.21,724.21,727.56,M,727.56
968,00/10-17-083-19W4/0,586.74,586.74,589.239,M,589.239
969,00/10-17-084-25W4/0,543.154,543.154,546.811,M,546.811
970,00/10-17-087-18W4/0,520.7,518.0,520.7,M,520.7
971,00/10-18-069-13W4/0,547.421,547.421,550.469,M,550.469
972,00/10-18-071-24W4/0,638.861,638.861,642.518,M,642.518
973,00/10-18-071-25W4/0,609.905,609.905,612.953,M,612.953
974,00/10-18-073-04W4/0,699.1,695.3,699.1,M,699.1
975,00/10-18-073-24W4/0,636.727,636.727,640.08,M,640.08
976,00/10-18-074-03W5/0,732.739,732.739,737.006,M,737.006
977,00/10-18-074-24W4/0,686.4,686.4,689.5,M,689.5
978,00/10-18-076-03W5/0,861.0,861.0,865.1,M,865.1
979,00/10-18-078-03W5/0,664.769,664.769,668.426,M,668.426
980,00/10-18-078-10W4/0,666.293,662.33,666.293,M,666.293
981,00/10-18-080-16W4/0,559.8,556.0,559.8,M,559.8
982,00/10-18-080-20W4/0,579.272,579.272,582.778,M,582.778
983,00/10-18-080-25W4/0,554.157,551.261,554.157,M,554.157
984,00/10-18-081-04W5/0,596.189,596.189,599.999,M,599.999
985,00/10-18-081-20W4/0,581.81,581.81,585.04,M,585.04
986,00/10-18-092-20W4/0,536.95,533.15,536.95,M,536.95
987,00/10-19-073-04W4/0,634.4,630.0,634.4,M,634.4
988,00/10-19-078-24W4/0,592.531,592.531,596.494,M,596.494
989,00/10-19-078-25W4/0,581.86,581.86,586.11,M,586.11
990,00/10-20-070-21W4/0,666.719,666.719,669.036,M,669.036
991,00/10-20-070-23W4/0,626.059,626.059,629.717,M,629.717
992,00/10-20-071-12W4/0,592.836,592.836,595.884,M,595.884
993,00/10-20-072-14W4/0,606.095,606.095,609.143,M,609.143
994,00/10-20-073-04W5/0,582.23,582.23,586.56,M,586.56
995,00/10-20-075-18W4/0,580.644,580.644,583.692,M,583.692
996,00/10-20-076-17W4/0,2334.0,2324.0,2334.0,F,709.536
997,00/10-20-076-24W4/0,942.137,938.479,942.137,M,942.137
998,00/10-20-078-24W4/0,588.874,588.874,592.836,M,592.836
999,00/10-20-080-14W4/0,644.042,640.69,644.042,M,644.042
1000,00/10-20-082-06W4/0,530.962,529.133,530.962,M,530.962
1001,00/10-20-083-20W4/0,632.765,632.765,637.032,M,637.032
1002,00/10-21-069-09W4/0,706.23,706.23,709.0,M,709.0
1003,00/10-21-071-14W4/0,658.002,654.832,658.002,M,658.002
1004,00/10-21-078-26W4/0,591.922,591.922,595.274,M,595.274
1005,00/10-21-081-24W4/0,596.1,596.1,600.35,M,600.35
1006,00/10-21-082-13W4/0,596.85,593.2,596.85,M,596.85
1007,00/10-21-088-25W4/0,659.7,659.7,663.0,M,663.0
1008,00/10-22-071-05W5/0,782.2,778.85,782.2,M,782.2
1009,00/10-22-073-18W4/0,574.243,574.243,577.596,M,577.596
1010,00/10-22-075-21W4/0,677.875,677.875,681.228,M,681.228
1011,00/10-22-076-03W4/0,634.594,632.155,634.594,M,634.594
1012,00/10-22-076-04W5/0,833.476,833.476,837.133,M,837.133
1013,00/10-22-076-24W4/0,924.885,921.38,924.885,M,924.885
1014,00/10-22-077-09W4/0,583.387,583.387,586.13,M,586.13
1015,00/10-22-077-11W4/0,687.019,687.019,691.134,M,691.134
1016,00/10-22-078-14W4/0,689.9,685.4,689.9,M,689.9
1017,00/10-23-070-26W4/0,633.191,633.191,635.813,M,635.813
1018,00/10-23-071-04W5/0,670.011,670.011,674.218,M,674.218
1019,00/10-23-071-07W4/0,662.4,662.4,666.2,M,666.2
1020,00/10-23-071-08W4/0,670.2,670.2,674.0,M,674.0
1021,00/10-23-072-07W4/0,691.2,691.2,694.7,M,694.7
1022,00/10-23-072-17W4/0,563.88,560.832,563.88,M,563.88
1023,00/10-23-075-02W5/0,833.628,833.628,837.743,M,837.743
1024,00/10-23-076-08W4/0,612.587,612.587,616.427,M,616.427
1025,00/10-23-077-23W4/0,654.101,654.101,658.063,M,658.063
1026,00/10-23-078-23W4/0,566.623,566.623,570.159,M,570.159
1027,00/10-23-080-13W4/0,699.821,696.773,699.821,M,699.821
1028,00/10-23-081-02W5/0,586.435,586.435,590.093,M,590.093
1029,00/10-23-081-20W4/0,582.778,582.778,586.13,M,586.13
1030,00/10-23-082-16W4/0,554.126,550.774,554.126,M,554.126
1031,00/10-23-083-03W5/0,624.352,624.352,627.522,M,627.522
1032,00/10-23-083-07W4/0,614.5,611.12,614.5,M,614.5
1033,00/10-23-090-24W4/0,509.0,505.6,509.0,M,509.0
1034,00/10-24-073-08W4/0,694.3,694.3,697.6,M,697.6
1035,00/10-24-081-25W4/0,586.435,586.435,589.788,M,589.788
1036,00/10-24-083-19W4/0,567.28,567.28,570.48,M,570.48
1037,00/10-25-071-05W4/0,681.4,681.4,685.4,M,685.4
1038,00/10-25-072-09W4/0,682.3,682.3,685.3,M,685.3
1039,00/10-25-074-07W4/0,646.877,646.877,650.138,M,650.138
1040,00/10-25-075-15W4/0,741.17,741.17,745.67,M,745.67
1041,00/10-25-076-02W5/0,805.891,801.929,805.891,M,805.891
1042,00/10-25-079-07W4/0,569.4,565.7,569.4,M,569.4
1043,00/10-25-081-03W4/0,476.707,473.659,476.707,M,476.707
1044,00/10-25-083-19W4/0,570.89,570.89,573.938,M,573.938
1045,00/10-25-084-19W4/0,582.168,582.168,585.521,M,585.521
1046,00/10-25-089-20W4/0,518.4,514.3,518.4,M,518.4
1047,00/10-25-092-18W4/0,523.54,520.54,523.54,M,523.54
1048,00/10-25-095-18W4/0,668.0,665.0,668.0,M,668.0
1049,00/10-26-068-04W4/0,731.85,731.85,735.7,M,735.7
1050,00/10-26-071-25W4/0,589.94,589.94,593.75,M,593.75
1051,00/10-26-072-02W5/0,594.25,594.25,598.3,M,598.3
1052,00/10-26-074-20W4/0,683.057,683.057,686.714,M,686.714
1053,00/10-26-075-05W4/0,619.6,619.6,624.6,M,624.6
1054,00/10-26-076-09W4/0,650.748,650.748,654.406,M,654.406
1055,00/10-26-079-04W4/0,477.97,474.32,477.97,M,477.97
1056,00/10-26-080-26W4/0,554.706,550.713,554.706,M,554.706
1057,00/10-26-081-10W4/0,2327.0,2316.0,2327.0,F,707.408
1058,00/10-26-081-16W4/0,558.9,555.3,558.9,M,558.9
1059,00/10-26-081-25W4/0,579.76,579.76,583.021,M,583.021
1060,00/10-26-091-18W4/0,614.42,611.06,614.42,M,614.42
1061,00/10-27-068-13W4/0,585.835,585.911,589.188,M,589.188
1062,00/10-27-069-03W4/0,710.3,707.0,710.3,M,710.3
1063,00/10-27-069-15W4/0,561.746,561.746,565.252,M,565.252
1064,00/10-27-070-12W4/0,589.818,589.818,592.866,M,592.866
1065,00/10-27-074-01W5/0,720.547,720.547,730.301,M,730.301
1066,00/10-27-075-01W5/0,826.465,826.465,830.58,M,830.58
1067,00/10-27-076-05W4/0,569.67,569.67,573.87,M,573.87
1068,00/10-27-076-11W4/0,665.165,665.165,668.426,M,668.426
1069,00/10-27-077-15W4/0,669.41,669.41,673.69,M,673.69
1070,00/10-27-078-07W4/0,555.72,548.21,555.72,M,555.72
1071,00/10-27-078-09W4/0,629.26,625.693,629.26,M,629.26
1072,00/10-27-079-01W5/0,1978.0,1965.0,1978.0,F,601.312
1073,00/10-27-080-06W4/0,512.064,508.955,512.064,M,512.064
1074,00/10-27-080-18W4/0,557.327,554.126,557.327,M,557.327
1075,00/10-27-081-07W4/0,659.9,656.2,659.9,M,659.9
1076,00/10-27-082-02W4/0,469.4,466.0,469.4,M,469.4
1077,00/10-27-082-24W4/0,599.572,599.572,603.23,M,603.23
1078,00/10-28-067-03W4/0,682.54,678.88,682.54,M,682.54
1079,00/10-28-068-03W4/0,748.86,748.86,752.86,M,752.86
1080,00/10-28-075-04W5/0,973.531,943.051,946.404,M,946.404
1081,00/10-28-076-04W5/0,771.754,771.754,775.716,M,775.716
1082,00/10-28-077-20W4/0,574.853,571.195,574.853,M,574.853
1083,00/10-28-081-12W4/0,750.3,732.4,750.3,M,750.3
1084,00/10-29-067-02W4/0,710.7,707.5,710.7,M,710.7
1085,00/10-29-067-08W4/0,643.6,639.4,643.6,M,643.6
1086,00/10-29-069-10W4/0,598.0,598.0,601.5,M,601.5
1087,00/10-29-072-08W4/0,686.5,686.5,689.5,M,689.5
1088,00/10-29-072-18W4/0,601.4,587.9,601.4,M,601.4
1089,00/10-29-073-05W4/0,669.03,669.03,672.93,M,672.93
1090,00/10-29-075-08W4/0,662.33,662.33,665.378,M,665.378
1091,00/10-29-077-07W4/0,552.054,552.054,555.315,M,555.315
1092,00/10-29-077-24W4/0,666.57,666.57,670.67,M,670.67
1093,00/10-29-079-10W4/0,666.5,664.8,666.5,M,666.5
1094,00/10-29-079-19W4/0,568.604,568.604,571.652,M,571.652
1095,00/10-29-080-09W4/0,702.564,698.906,702.564,M,702.564
1096,00/10-29-081-02W4/0,477.0,474.0,477.0,M,477.0
1097,00/10-29-082-13W4/0,596.75,592.4,596.75,M,596.75
1098,00/10-29-084-06W4/0,494.9,491.2,494.9,M,494.9
1099,00/10-30-067-18W4/0,578.0,578.0,578.0,M,578.0
1100,00/10-30-069-11W4/0,650.138,650.138,652.668,M,652.668
1101,00/10-30-071-12W4/0,643.76,643.76,646.5,M,646.5
1102,00/10-30-075-12W4/0,694.33,694.33,697.68,M,697.68
1103,00/10-30-076-04W4/0,586.0,586.0,589.3,M,589.3
1104,00/10-30-076-14W4/0,681.076,681.076,682.752,M,682.752
1105,00/10-31-071-07W4/0,660.2,660.2,664.0,M,664.0
1106,00/10-31-071-24W4/0,656.783,656.783,659.221,M,659.221
1107,00/10-31-072-24W4/0,648.767,648.767,651.815,M,651.815
1108,00/10-31-077-03W5/0,680.923,680.923,683.971,M,683.971
1109,00/10-31-079-05W4/0,460.8,457.3,460.8,M,460.8
1110,00/10-32-069-17W4/0,562.051,562.051,565.099,M,565.099
1111,00/10-32-070-10W4/0,657.1,657.1,660.4,M,660.4
1112,00/10-32-070-26W4/0,612.953,612.953,615.696,M,615.696
1113,00/10-32-072-13W4/0,659.74,656.692,659.74,M,659.74
1114,00/10-32-073-11W4/0,644.347,644.347,647.395,M,647.395
1115,00/10-32-075-20W4/0,619.049,619.049,623.103,M,623.103
1116,00/10-32-076-08W4/0,615.696,615.696,618.134,M,618.134
1117,00/10-32-076-12W4/0,686.653,686.653,689.762,M,689.762
1118,00/10-32-077-12W4/0,669.188,669.188,672.846,M,672.846
1119,00/10-32-078-12W4/0,679.7,675.6,679.7,M,679.7
1120,00/10-32-079-21W4/0,576.83,576.83,580.8,M,580.8
1121,00/10-32-080-20W4/0,578.815,578.815,581.254,M,581.254
1122,00/10-32-083-15W4/0,547.421,544.068,547.421,M,547.421
1123,00/10-32-084-04W4/0,563.0,458.0,563.0,M,563.0
1124,00/10-32-084-11W4/0,545.8,542.43,545.8,M,545.8
1125,00/10-33-067-05W4/0,671.01,667.11,671.01,M,671.01
1126,00/10-33-067-11W4/0,698.91,695.31,698.91,M,698.91
1127,00/10-33-070-06W4/0,638.1,638.1,641.8,M,641.8
1128,00/10-33-071-18W4/0,592.684,592.684,595.579,M,595.579
1129,00/10-33-071-23W4/0,679.399,679.399,683.057,M,683.057
1130,00/10-33-072-23W4/0,670.103,670.103,673.151,M,673.151
1131,00/10-33-072-25W4/0,664.159,664.159,667.817,M,667.817
1132,00/10-33-072-26W4/0,656.082,652.272,656.082,M,656.082
1133,00/10-33-075-22W4/0,669.036,669.036,672.267,M,672.267
1134,00/10-33-078-11W4/0,699.7,695.6,699.7,M,699.7
1135,00/10-33-078-21W4/0,566.16,566.16,570.12,M,570.12
1136,00/10-33-079-04W4/0,474.269,470.916,474.269,M,474.269
1137,00/10-33-082-06W4/0,514.7,511.06,514.7,M,514.7
1138,00/10-33-084-23W4/0,573.329,573.329,576.682,M,576.682
1139,00/10-34-067-13W4/0,577.901,575.158,577.901,M,577.901
1140,00/10-34-069-05W4/0,673.5,673.5,677.2,M,677.2
1141,00/10-34-069-15W4/0,559.6,559.6,563.41,M,563.41
1142,00/10-34-071-03W5/0,625.4,625.4,628.3,M,628.3
1143,00/10-34-071-21W4/0,593.0,593.0,597.3,M,597.3
1144,00/10-34-072-06W4/0,709.8,709.8,714.0,M,714.0
1145,00/10-34-074-01W5/0,721.766,721.766,725.119,M,725.119
1146,00/10-34-075-07W4/0,624.764,624.764,628.025,M,628.025
1147,00/10-34-075-09W4/0,673.46,673.46,676.81,M,676.81
1148,00/10-34-076-22W4/0,811.073,811.073,814.578,M,814.578
1149,00/10-34-077-24W4/0,613.105,613.105,617.281,M,617.281
1150,00/10-34-078-23W4/0,574.731,571.683,574.731,M,574.731
1151,00/10-34-089-20W4/0,522.6,518.3,522.6,M,522.6
1152,00/10-35-076-21W4/0,738.835,738.835,742.188,M,742.188
1153,00/10-35-076-23W4/0,904.646,901.355,904.646,M,904.646
1154,00/10-35-079-19W4/0,563.88,563.88,566.928,M,566.928
1155,00/10-35-080-20W4/0,581.254,581.254,578.053,M,578.053
1156,00/10-35-081-15W4/0,576.6,572.0,576.6,M,576.6
1157,00/10-35-083-06W4/0,546.14,542.64,546.14,M,546.14
1158,00/10-35-084-05W4/0,474.0,470.0,474.0,M,474.0
1159,00/10-35-088-22W4/0,516.7,516.7,520.0,M,520.0
1160,00/10-36-070-20W4/0,583.265,583.265,586.435,M,586.435
1161,00/10-36-073-11W4/0,654.406,654.406,657.606,M,657.606
1162,00/10-36-073-16W4/0,609.295,609.295,612.038,M,612.038
1163,00/10-36-085-19W4/0,576.072,576.072,579.12,M,579.12
1164,00/11-01-068-16W4/0,572.414,572.414,605.333,M,605.333
1165,00/11-01-073-21W4/0,661.7,658.2,661.7,M,661.7
1166,00/11-01-076-06W4/0,595.55,595.55,599.05,M,599.05
1167,00/11-01-077-24W4/0,797.662,797.662,800.71,M,800.71
1168,00/11-01-085-11W4/0,556.6,554.0,556.6,M,556.6
1169,00/11-02-068-04W4/0,705.39,705.39,709.24,M,709.24
1170,00/11-02-071-15W4/0,569.5,569.5,572.7,M,572.7
1171,00/11-02-074-06W4/0,646.01,646.01,649.91,M,649.91
1172,00/11-02-074-19W4/0,619.658,619.658,622.097,M,622.097
1173,00/11-02-075-02W5/0,773.04,773.04,778.83,M,778.83
1174,00/11-02-075-21W4/0,676.38,676.38,679.28,M,679.28
1175,00/11-02-077-08W4/0,575.61,575.6,579.11,M,579.11
1176,00/11-03-067-13W4/0,580.3,577.4,580.3,M,580.3
1177,00/11-03-068-18W4/0,556.992,556.992,561.137,M,561.137
1178,00/11-03-071-01W5/0,572.11,572.11,575.158,M,575.158
1179,00/11-03-072-01W5/0,635.203,635.203,638.861,M,638.861
1180,00/11-03-072-03W5/0,594.1,594.1,596.8,M,596.8
1181,00/11-03-073-02W5/0,597.0,597.0,600.2,M,600.2
1182,00/11-03-077-04W4/0,577.9,577.9,581.55,M,581.55
1183,00/11-03-077-21W4/0,749.503,745.541,749.503,M,749.503
1184,00/11-03-079-07W4/0,557.3,554.2,557.3,M,557.3
1185,00/11-03-091-20W4/0,1647.97,1635.5,1647.97,F,500.98288
1186,00/11-04-067-03W4/0,657.79,654.03,657.79,M,657.79
1187,00/11-04-071-18W4/0,575.462,575.462,579.12,M,579.12
1188,00/11-04-073-13W4/0,667.89,667.89,664.44,M,664.44
1189,00/11-04-074-15W4/0,638.2,638.2,641.71,M,641.71
1190,00/11-04-074-24W4/0,642.214,642.214,644.5,M,644.5
1191,00/11-04-075-06W4/0,654.52,654.52,658.42,M,658.42
1192,00/11-04-081-04W4/0,447.2,443.7,447.2,M,447.2
1193,00/11-04-088-21W4/0,532.2,532.2,535.2,M,535.2
1194,00/11-04-092-18W4/0,523.6,520.6,523.6,M,523.6
1195,00/11-05-067-07W4/0,625.23,621.33,625.23,M,625.23
1196,00/11-05-070-05W5/0,796.595,796.595,800.557,M,800.557
1197,00/11-05-070-09W4/0,659.4,659.4,662.75,M,662.75
1198,00/11-05-071-10W4/0,651.97,651.97,654.8,M,654.8
1199,00/11-05-073-05W4/0,708.1,703.6,708.1,M,708.1
1200,00/11-05-074-04W4/0,634.4,630.2,634.4,M,634.4
1201,00/11-05-074-25W4/0,656.722,656.722,660.014,M,660.014
1202,00/11-05-085-06W4/0,480.63,477.0,480.63,M,480.63
1203,00/11-06-070-15W4/0,562.71,562.71,565.41,M,565.41
1204,00/11-06-072-05W4/0,668.3,668.3,673.01,M,673.01
1205,00/11-06-072-12W4/0,620.85,620.85,624.2,M,624.2
1206,00/11-06-072-19W4/0,592.684,592.684,595.884,M,595.884
1207,00/11-06-073-01W5/0,615.2,612.1,615.2,M,615.2
1208,00/11-06-074-13W4/0,694.49,694.49,697.84,M,697.84
1209,00/11-06-076-19W4/0,594.7,590.9,594.7,M,594.7
1210,00/11-06-076-22W4/0,697.809,697.809,701.04,M,701.04
1211,00/11-06-077-07W4/0,571.96,571.96,575.65,M,575.65
1212,00/11-06-077-09W4/0,627.96,627.96,631.0,M,631.0
1213,00/11-07-068-17W4/0,176.376,176.376,177.595,M,177.595
1214,00/11-07-070-01W5/0,583.0,583.0,586.0,M,586.0
1215,00/11-07-074-15W4/0,639.623,639.623,640.69,M,640.69
1216,00/11-07-076-03W4/0,617.13,617.13,620.23,M,620.23
1217,00/11-07-077-06W4/0,561.96,561.96,565.8,M,565.8
1218,00/11-07-090-19W4/0,522.2,518.6,522.2,M,522.2
1219,00/11-07-091-20W4/0,1689.96,1678.48,1689.96,F,513.74784
1220,00/11-08-068-01W4/0,665.82,665.82,669.7,M,669.7
1221,00/11-08-071-16W4/0,576.0,576.0,579.6,M,579.6
