API,Formation,SS,MD,Observation number
30/8-3,Mime Fm. Top,-3166.08,3189,1
30/8-3,DUNLIN GP. Top,-3638.53,3663,1
30/8-3,Drake Fm. Top,-3638.53,3663,1
30/8-3,SHETLAND GP. Top,-2408.23,2431,1
30/8-3,Jorsalfare Fm. Top,-2431.22,2454,1
30/8-3,Kyrre Fm. Top,-2626.17,2649,1
30/8-3,Svarte Fm. Top,-3118.09,3141,1
30/8-3,Tryggvason Fm. Top,-3021.1,3044,1
30/8-3,ROGALAND GP. Top,-2088.35,2111,1
30/8-3,Balder Fm. Top,-2088.35,2111,1
30/8-3,Lista Fm. Top,-2216.29,2239,1
30/8-3,Hardraade Fm. Top,-2408.23,2431,1
30/8-3,Sele Fm. Top,-2157.31,2180,1
30/8-3,Vaale Fm. Top,-2366.24,2389,1
30/8-3,NORDLAND GP. Top,-93,115,1
30/8-3,Utsira Fm. Top,-654.91,677,1
30/8-3,Ness Fm. Top,-3449.84,3473,1
30/8-3,Tarbert Fm. Top,-3229.06,3252,1
30/8-3,HORDALAND GP. Top,-892.84,915,1
30/8-3,Skade Fm. Top,-892.84,915,1
30/8-4 S,BAAT GP. Top,-3830.73,3899,1
30/8-4 S,VIKING GP. Top,-3437.25,3489,1
30/8-4 S,Draupne Fm. Top,-3437.25,3489,1
30/8-4 S,Heather Fm. Top,-3466.95,3520,1
30/8-4 S,CROMER KNOLL GP. Top,-3359.67,3408,1
30/8-4 S,SHETLAND GP. Top,-2506.59,2533,1
30/8-4 S,Ekofisk Fm. Top,-2506.59,2533,1
30/8-4 S,Kyrre Fm. Top,-2784.14,2811,1
30/8-4 S,ROGALAND GP. Top,-2183.64,2210,1
30/8-4 S,Balder Fm. Top,-2183.64,2210,1
30/8-4 S,Lista Fm. Top,-2303.6,2330,1
30/8-4 S,Hardraade Fm. Top,-2514.59,2541,1
30/8-4 S,Sele Fm. Top,-2248.61,2275,1
30/8-4 S,Vaale Fm. Top,-2428.59,2455,1
30/8-4 S,NORDLAND GP. Top,-94,120,1
30/8-4 S,Utsira Fm. Top,-572.97,599,1
30/8-4 S,Ness Fm. Top,-4073.98,4153,1
30/8-4 S,Tarbert Fm. Top,-3830.73,3899,1
30/9-1,BAAT GP. Top,-2660,2685,1
30/9-1,VIKING GP. Top,-2400,2425,1
30/9-1,Draupne Fm. Top,-2400,2425,1
30/9-1,Heather Fm. Top,-2445,2470,1
30/9-1,CROMER KNOLL GP. Top,-2390,2415,1
30/9-1,DUNLIN GP. Top,-2758,2783,1
30/9-1,Drake Fm. Top,-2758,2783,1
30/9-1,SHETLAND GP. Top,-2256,2281,1
30/9-1,ROGALAND GP. Top,-1964,1989,1
30/9-1,Balder Fm. Top,-1964,1989,1
30/9-1,Lista Fm. Top,-2133,2158,1
30/9-1,Maureen Fm. Top,-2245,2270,1
30/9-1,Sele Fm. Top,-2047,2072,1
30/9-1,NORDLAND GP. Top,-106,131,1
30/9-1,Utsira Fm. Top,-620,645,1
30/9-1,Etive Fm. Top,-2710,2735,1
30/9-1,Ness Fm. Top,-2660,2685,1
30/9-1,HORDALAND GP. Top,-855,880,1
30/9-10,BAAT GP. Top,-2759,2784,1
30/9-10,Statfjord Fm. Top,-3597,3622,1
30/9-10,VIKING GP. Top,-2692,2717,1
30/9-10,Draupne Fm. Top,-2692,2717,1
30/9-10,Intra Draupne Fm. Sst. Top,-2731,2756,1
30/9-10,CROMER KNOLL GP. Top,-2664,2689,1
30/9-10,DUNLIN GP. Top,-3092,3117,1
30/9-10,Amundsen Fm. Top,-3477,3502,1
30/9-10,Burton Fm. Top,-3399,3424,1
30/9-10,Cook Fm. Top,-3379,3404,1
30/9-10,Drake Fm. Top,-3092,3117,1
30/9-10,SHETLAND GP. Top,-2347,2372,1
30/9-10,ROGALAND GP. Top,-2032,2057,1
30/9-10,Balder Fm. Top,-2032,2057,1
30/9-10,Lista Fm. Top,-2175,2200,1
30/9-10,Sele Fm. Top,-2106,2131,1
30/9-10,NORDLAND GP. Top,-99,124,1
30/9-10,Utsira Fm. Top,-609,634,1
30/9-10,Ness Fm. Top,-2846,2871,1
30/9-10,Oseberg Fm. Top,-3089,3114,1
30/9-10,Rannoch Fm. Top,-3071,3096,1
30/9-10,Tarbert Fm. Top,-2759,2784,1
30/9-10,HORDALAND GP. Top,-823,848,1
30/9-11,BAAT GP. Top,-2359,2384,1
30/9-11,VIKING GP. Top,-2266,2291,1
30/9-11,Heather Fm. Top,-2266,2291,1
30/9-11,CROMER KNOLL GP. Top,-2261,2286,1
30/9-11,DUNLIN GP. Top,-2491,2516,1
30/9-11,Drake Fm. Top,-2491,2516,1
30/9-11,SHETLAND GP. Top,-2168,2193,1
30/9-11,ROGALAND GP. Top,-1926,1951,1
30/9-11,Balder Fm. Top,-1926,1951,1
30/9-11,Lista Fm. Top,-2025,2050,1
30/9-11,Hardraade Fm. Top,-2168,2193,1
30/9-11,Sele Fm. Top,-1976,2001,1
30/9-11,Vaale Fm. Top,-2163,2188,1
30/9-11,NORDLAND GP. Top,-109,134,1
30/9-11,Utsira Fm. Top,-626,651,1
30/9-11,Ness Fm. Top,-2365,2390,1
30/9-11,Oseberg Fm. Top,-2489,2514,1
30/9-11,Rannoch Fm. Top,-2482,2507,1
30/9-11,Tarbert Fm. Top,-2359,2384,1
30/9-11,HORDALAND GP. Top,-804,829,1
30/9-11 A,BAAT GP. Top,-2526,2551,1
30/9-11 A,Statfjord Fm. Top,-2948,2973,1
30/9-11 A,VIKING GP. Top,-2488,2513,1
30/9-11 A,Heather Fm. Top,-2488,2513,1
30/9-11 A,CROMER KNOLL GP. Top,-2473,2498,1
30/9-11 A,DUNLIN GP. Top,-2655,2680,1
30/9-11 A,Amundsen Fm. Top,-2850,2875,1
30/9-11 A,Burton Fm. Top,-2811,2836,1
30/9-11 A,Drake Fm. Top,-2655,2680,1
30/9-11 A,SHETLAND GP. Top,-2340,2365,1
30/9-11 A,ROGALAND GP. Top,-2067,2092,1
30/9-11 A,Balder Fm. Top,-2067,2092,1
30/9-11 A,Lista Fm. Top,-2170,2195,1
30/9-11 A,Hardraade Fm. Top,-2340,2365,1
30/9-11 A,Sele Fm. Top,-2112,2137,1
30/9-11 A,Vaale Fm. Top,-2335,2360,1
30/9-11 A,Ness Fm. Top,-2528,2553,1
30/9-11 A,Oseberg Fm. Top,-2654,2679,1
30/9-11 A,Rannoch Fm. Top,-2642,2667,1
30/9-11 A,Tarbert Fm. Top,-2526,2551,1
30/9-11 A,HORDALAND GP. Top,-885,910,1
30/9-12,Grid Fm. Top,-1325,1350,1
30/9-12,BAAT GP. Top,-2635,2660,1
30/9-12,VIKING GP. Top,-2538,2563,1
30/9-12,Draupne Fm. Top,-2538,2563,1
30/9-12,Heather Fm. Top,-2584,2609,1
30/9-12,CROMER KNOLL GP. Top,-2498,2523,1
30/9-12,Mime Fm. Top,-2520,2545,1
30/9-12,Roedby Fm. Top,-2498,2523,1
30/9-12,Sola Fm. Top,-2518,2543,1
30/9-12,Aasgard Fm. Top,-2535,2560,1
30/9-12,DUNLIN GP. Top,-2766,2791,1
30/9-12,Cook Fm. Top,-2919,2944,1
30/9-12,Drake Fm. Top,-2766,2791,1
30/9-12,SHETLAND GP. Top,-2300,2325,1
30/9-12,ROGALAND GP. Top,-1994,2019,1
30/9-12,Balder Fm. Top,-1994,2019,1
30/9-12,Lista Fm. Top,-2222,2247,1
30/9-12,Hardraade Fm. Top,-2300,2325,1
30/9-12,Sele Fm. Top,-2058,2083,1
30/9-12,Vaale Fm. Top,-2292,2317,1
30/9-12,NORDLAND GP. Top,-104,129,1
30/9-12,Utsira Fm. Top,-651,676,1
30/9-12,Ness Fm. Top,-2651,2676,1
30/9-12,Tarbert Fm. Top,-2635,2660,1
30/9-12,HORDALAND GP. Top,-817,842,1
30/9-12,Skade Fm. Top,-955,980,1
30/9-12 A,Skade Mb. Top,-955,980,1
30/9-12 A,Grid Mb. Top,-1328,1353,1
30/9-12 A,Hardraade Mb. Top,-2397,2422,1
30/9-12 A,VIKING GP. Top,-2667,2692,1
30/9-12 A,Draupne Fm. Top,-2667,2692,1
30/9-12 A,Heather Fm. Top,-2756,2781,1
30/9-12 A,Intra Heather Fm. Sst. Top,-2740,2765,1
30/9-12 A,CROMER KNOLL GP. Top,-2613,2638,1
30/9-12 A,Mime Fm. Top,-2651,2676,1
30/9-12 A,Roedby Fm. Top,-2613,2638,1
30/9-12 A,Sola Fm. Top,-2650,2675,1
30/9-12 A,Aasgard Fm. Top,-2666,2691,1
30/9-12 A,DUNLIN GP. Top,-2982,3007,1
30/9-12 A,Drake Fm. Top,-2982,3007,1
30/9-12 A,SHETLAND GP. Top,-2397,2422,1
30/9-12 A,ROGALAND GP. Top,-2063,2088,1
30/9-12 A,Balder Fm. Top,-2063,2088,1
30/9-12 A,Lista Fm. Top,-2314,2339,1
30/9-12 A,Sele Fm. Top,-2152,2177,1
30/9-12 A,Vaale Fm. Top,-2392,2417,1
30/9-12 A,NORDLAND GP. Top,-104,129,1
30/9-12 A,Utsira Fm. Top,-621,646,1
30/9-12 A,BRENT GP. Top,-2844,2869,1
30/9-12 A,Ness Fm. Top,-2862,2887,1
30/9-12 A,Tarbert Fm. Top,-2844,2869,1
30/9-12 A,HORDALAND GP. Top,-817,842,1
30/9-12 AR,Grid Fm. Top,-1324,1353,1
30/9-12 AR,BAAT GP. Top,-2840,2869,1
30/9-12 AR,VIKING GP. Top,-2663,2692,1
30/9-12 AR,Draupne Fm. Top,-2663,2692,1
30/9-12 AR,Heather Fm. Top,-2705,2734,1
30/9-12 AR,Heather Fm. Top,-2752,2781,2
30/9-12 AR,Intra Heather Fm. Sst. Top,-2736,2765,1
30/9-12 AR,CROMER KNOLL GP. Top,-2609,2638,1
30/9-12 AR,Mime Fm. Top,-2647,2676,1
30/9-12 AR,Roedby Fm. Top,-2609,2638,1
30/9-12 AR,Sola Fm. Top,-2646,2675,1
30/9-12 AR,Aasgard Fm. Top,-2662,2691,1
30/9-12 AR,DUNLIN GP. Top,-2978,3007,1
30/9-12 AR,Drake Fm. Top,-2978,3007,1
30/9-12 AR,SHETLAND GP. Top,-2393,2422,1
30/9-12 AR,ROGALAND GP. Top,-2059,2088,1
30/9-12 AR,Balder Fm. Top,-2059,2088,1
30/9-12 AR,Lista Fm. Top,-2310,2339,1
30/9-12 AR,Hardraade Fm. Top,-2393,2422,1
30/9-12 AR,Sele Fm. Top,-2148,2177,1
30/9-12 AR,Vaale Fm. Top,-2388,2417,1
30/9-12 AR,NORDLAND GP. Top,-100,129,1
30/9-12 AR,Utsira Fm. Top,-617,646,1
30/9-12 AR,Ness Fm. Top,-2858,2887,1
30/9-12 AR,Tarbert Fm. Top,-2840,2869,1
30/9-12 AR,HORDALAND GP. Top,-813,842,1
30/9-12 AR,Skade Fm. Top,-951,980,1
30/9-13 S,Skade Mb. Top,-920.98,950,1
30/9-13 S,Grid Mb. Top,-1610.1,1684,1
30/9-13 S,Hardraade Mb. Top,-2403.07,2493,1
30/9-13 S,Statfjord Fm. Top,-3884.02,3976,1
30/9-13 S,VIKING GP. Top,-2853.86,2944,1
30/9-13 S,Heather Fm. Top,-2853.86,2944,1
30/9-13 S,Intra Heather Fm. Sst. Top,-2868.84,2959,1
30/9-13 S,CROMER KNOLL GP. Top,-2811.9,2902,1
30/9-13 S,Mime Fm. Top,-2840.87,2931,1
30/9-13 S,Roedby Fm. Top,-2811.9,2902,1
30/9-13 S,Sola Fm. Top,-2835.87,2926,1
30/9-13 S,Aasgard Fm. Top,-2852.86,2943,1
30/9-13 S,DUNLIN GP. Top,-3361.5,3452,1
30/9-13 S,Amundsen Fm. Top,-3734.18,3826,1
30/9-13 S,Cook Fm. Top,-3666.33,3758,1
30/9-13 S,Drake Fm. Top,-3361.5,3452,1
30/9-13 S,SHETLAND GP. Top,-2403.07,2493,1
30/9-13 S,Kyrre Fm. Top,-2704.93,2795,1
30/9-13 S,ROGALAND GP. Top,-2109.69,2199,1
30/9-13 S,Balder Fm. Top,-2109.69,2199,1
30/9-13 S,Lista Fm. Top,-2244.34,2334,1
30/9-13 S,Sele Fm. Top,-2174.5,2264,1
30/9-13 S,Vaale Fm. Top,-2390.09,2480,1
30/9-13 S,NORDLAND GP. Top,-102,131,1
30/9-13 S,Utsira Fm. Top,-626.99,656,1
30/9-13 S,BRENT GP. Top,-2933.77,3024,1
30/9-13 S,Ness Fm. Top,-3103.62,3194,1
30/9-13 S,Oseberg Fm. Top,-3353.51,3444,1
30/9-13 S,Tarbert Fm. Top,-2933.77,3024,1
30/9-13 S,HORDALAND GP. Top,-862.98,892,1
30/9-13 SR,Grid Fm. Top,-1131,1160,1
30/9-13 SR,Grid Fm. Top,-1486,1515,2
30/9-13 SR,Grid Fm. Top,-1655,1684,3
30/9-13 SR,BAAT GP. Top,-2995,3024,1
30/9-13 SR,Statfjord Fm. Top,-3947,3976,1
30/9-13 SR,VIKING GP. Top,-2915,2944,1
30/9-13 SR,Heather Fm. Top,-2915,2944,1
30/9-13 SR,Intra Heather Fm. Sst. Top,-2930,2959,1
30/9-13 SR,CROMER KNOLL GP. Top,-2873,2902,1
30/9-13 SR,Mime Fm. Top,-2902,2931,1
30/9-13 SR,Roedby Fm. Top,-2873,2902,1
30/9-13 SR,Sola Fm. Top,-2897,2926,1
30/9-13 SR,Aasgard Fm. Top,-2914,2943,1
30/9-13 SR,DUNLIN GP. Top,-3423,3452,1
30/9-13 SR,Amundsen Fm. Top,-3797,3826,1
30/9-13 SR,Cook Fm. Top,-3729,3758,1
30/9-13 SR,Drake Fm. Top,-3423,3452,1
30/9-13 SR,SHETLAND GP. Top,-2464,2493,1
30/9-13 SR,Kyrre Fm. Top,-2766,2795,1
30/9-13 SR,ROGALAND GP. Top,-2170,2199,1
30/9-13 SR,Balder Fm. Top,-2170,2199,1
30/9-13 SR,Lista Fm. Top,-2305,2334,1
30/9-13 SR,Hardraade Fm. Top,-2464,2493,1
30/9-13 SR,Sele Fm. Top,-2235,2264,1
30/9-13 SR,Vaale Fm. Top,-2451,2480,1
30/9-13 SR,NORDLAND GP. Top,-102,131,1
30/9-13 SR,Utsira Fm. Top,-627,656,1
30/9-13 SR,Ness Fm. Top,-3165,3194,1
30/9-13 SR,Oseberg Fm. Top,-3415,3444,1
30/9-13 SR,Tarbert Fm. Top,-2995,3024,1
30/9-13 SR,HORDALAND GP. Top,-863,892,1
30/9-13 SR,Skade Fm. Top,-915,944,1
30/9-14,Grid Fm. Top,-1419.95,1443,1
30/9-14,Grid Fm. Top,-1514.94,1538,2
30/9-14,BAAT GP. Top,-3036.4,3060,1
30/9-14,VIKING GP. Top,-2944.46,2968,1
30/9-14,Draupne Fm. Top,-2944.46,2968,1
30/9-14,Heather Fm. Top,-2950.46,2974,1
30/9-14,Intra Heather Fm. Sst. Top,-2970.44,2994,1
30/9-14,CROMER KNOLL GP. Top,-2895.5,2919,1
30/9-14,Mime Fm. Top,-2941.47,2965,1
30/9-14,Roedby Fm. Top,-2895.5,2919,1
30/9-14,Sola Fm. Top,-2931.47,2955,1
30/9-14,DUNLIN GP. Top,-3487.96,3512,1
30/9-14,Drake Fm. Top,-3487.96,3512,1
30/9-14,SHETLAND GP. Top,-2414.71,2438,1
30/9-14,Kyrre Fm. Top,-2658.63,2682,1
30/9-14,ROGALAND GP. Top,-2117.74,2141,1
30/9-14,Balder Fm. Top,-2117.74,2141,1
30/9-14,Lista Fm. Top,-2241.73,2265,1
30/9-14,Hardraade Fm. Top,-2414.71,2438,1
30/9-14,Sele Fm. Top,-2176.73,2200,1
30/9-14,NORDLAND GP. Top,-107,130,1
30/9-14,Utsira Fm. Top,-614,637,1
30/9-14,Ness Fm. Top,-3212.3,3236,1
30/9-14,Tarbert Fm. Top,-3036.4,3060,1
30/9-14,HORDALAND GP. Top,-816.99,840,1
30/9-14,Skade Fm. Top,-899.99,923,1
30/9-15,BAAT GP. Top,-2226,2249,1
30/9-15,Statfjord Fm. Top,-2593,2616,1
30/9-15,CROMER KNOLL GP. Top,-2219,2242,1
30/9-15,Aasgard Fm. Top,-2219,2242,1
30/9-15,DUNLIN GP. Top,-2253,2276,1
30/9-15,Amundsen Fm. Top,-2466,2489,1
30/9-15,Cook Fm. Top,-2438,2461,1
30/9-15,Drake Fm. Top,-2253,2276,1
30/9-15,SHETLAND GP. Top,-2133,2156,1
30/9-15,ROGALAND GP. Top,-1878,1901,1
30/9-15,Balder Fm. Top,-1878,1901,1
30/9-15,Lista Fm. Top,-1986,2009,1
30/9-15,Hardraade Fm. Top,-2133,2156,1
30/9-15,Sele Fm. Top,-1941,1964,1
30/9-15,Vaale Fm. Top,-2128,2151,1
30/9-15,NORDLAND GP. Top,-105,128,1
30/9-15,Utsira Fm. Top,-634,657,1
30/9-15,Ness Fm. Top,-2226,2249,1
30/9-15,HORDALAND GP. Top,-819,842,1
30/9-15,Skade Fm. Top,-991,1014,1
30/9-16,BAAT GP. Top,-2695.44,2718,1
30/9-16,Statfjord Fm. Top,-3434.29,3457,1
30/9-16,Nansen Mb. Top,-3434.29,3457,1
30/9-16,Eiriksson Mb. Top,-3453.29,3476,1
30/9-16,VIKING GP. Top,-2629.46,2652,1
30/9-16,Draupne Fm. Top,-2629.46,2652,1
30/9-16,Heather Fm. Top,-2647.45,2670,1
30/9-16,Intra Heather Fm. Sst. Top,-2662.45,2685,1
30/9-16,CROMER KNOLL GP. Top,-2600.47,2623,1
30/9-16,Mime Fm. Top,-2625.46,2648,1
30/9-16,Roedby Fm. Top,-2600.47,2623,1
30/9-16,Sola Fm. Top,-2617.46,2640,1
30/9-16,DUNLIN GP. Top,-2978.36,3001,1
30/9-16,Amundsen Fm. Top,-3244.33,3267,1
30/9-16,Burton Fm. Top,-3117.35,3140,1
30/9-16,Cook Fm. Top,-3050.36,3073,1
30/9-16,Drake Fm. Top,-2978.36,3001,1
30/9-16,SHETLAND GP. Top,-2363.5,2386,1
30/9-16,Kyrre Fm. Top,-2564.48,2587,1
30/9-16,ROGALAND GP. Top,-2097.56,2120,1
30/9-16,Balder Fm. Top,-2097.56,2120,1
30/9-16,Lista Fm. Top,-2202.55,2225,1
30/9-16,Hardraade Fm. Top,-2363.5,2386,1
30/9-16,Sele Fm. Top,-2147.56,2170,1
30/9-16,Vaale Fm. Top,-2297.51,2320,1
30/9-16,NORDLAND GP. Top,-101,123,1
30/9-16,Utsira Fm. Top,-616.98,639,1
30/9-16,Etive Fm. Top,-2954.37,2977,1
30/9-16,Ness Fm. Top,-2797.4,2820,1
30/9-16,Rannoch Fm. Top,-2966.37,2989,1
30/9-16,Tarbert Fm. Top,-2695.44,2718,1
30/9-16,HORDALAND GP. Top,-777.97,800,1
30/9-17,Skade Mb. Top,-917.98,944,1
30/9-17,NORDLAND GP. Top,-107,133,1
30/9-17,Utsira Fm. Top,-646.98,673,1
30/9-17,HORDALAND GP. Top,-785.98,812,1
30/9-17 R,Skade Mb. Top,-917.98,944,1
30/9-17 R,NORDLAND GP. Top,-107,133,1
30/9-17 R,Utsira Fm. Top,-646.98,673,1
30/9-17 R,HORDALAND GP. Top,-785.98,812,1
30/9-18,Grid Fm. Top,-1391,1417,1
30/9-18,BAAT GP. Top,-2620,2646,1
30/9-18,VIKING GP. Top,-2569,2595,1
30/9-18,Draupne Fm. Top,-2569,2595,1
30/9-18,Heather Fm. Top,-2571,2597,1
30/9-18,Intra Heather Fm. Sst. Top,-2597,2623,1
30/9-18,CROMER KNOLL GP. Top,-2524,2550,1
30/9-18,Mime Fm. Top,-2560,2586,1
30/9-18,Roedby Fm. Top,-2524,2550,1
30/9-18,Sola Fm. Top,-2555,2581,1
30/9-18,DUNLIN GP. Top,-2928,2954,1
30/9-18,Drake Fm. Top,-2928,2954,1
30/9-18,SHETLAND GP. Top,-2305,2331,1
30/9-18,ROGALAND GP. Top,-2026,2052,1
30/9-18,Balder Fm. Top,-2026,2052,1
30/9-18,Lista Fm. Top,-2129,2155,1
30/9-18,Hardraade Fm. Top,-2305,2331,1
30/9-18,Sele Fm. Top,-2080,2106,1
30/9-18,Vaale Fm. Top,-2294,2320,1
30/9-18,NORDLAND GP. Top,-106,132,1
30/9-18,Utsira Fm. Top,-646,672,1
30/9-18,Ness Fm. Top,-2724,2750,1
30/9-18,Tarbert Fm. Top,-2620,2646,1
30/9-18,HORDALAND GP. Top,-789,815,1
30/9-18,Skade Fm. Top,-920,946,1
30/9-19,Grid Fm. Top,-1228,1257,1
30/9-19,BAAT GP. Top,-3064,3093,1
30/9-19,VIKING GP. Top,-3058,3087,1
30/9-19,Draupne Fm. Top,-3058,3087,1
30/9-19,CROMER KNOLL GP. Top,-3007,3036,1
30/9-19,Roedby Fm. Top,-3007,3036,1
30/9-19,DUNLIN GP. Top,-3481,3510,1
30/9-19,Drake Fm. Top,-3481,3510,1
30/9-19,Jorsalfare Fm. Top,-2410,2439,1
30/9-19,Kyrre Fm. Top,-2623,2652,1
30/9-19,Tor Fm. Top,-2389,2418,1
30/9-19,Tryggvason Fm. Top,-2925,2954,1
30/9-19,ROGALAND GP. Top,-2090,2119,1
30/9-19,Balder Fm. Top,-2090,2119,1
30/9-19,Lista Fm. Top,-2220,2249,1
30/9-19,Hardraade Fm. Top,-2380,2409,1
30/9-19,Sele Fm. Top,-2143,2172,1
30/9-19,Vaale Fm. Top,-2310,2339,1
30/9-19,NORDLAND GP. Top,-105,134,1
30/9-19,Utsira Fm. Top,-616,645,1
30/9-19,Etive Fm. Top,-3456,3485,1
30/9-19,Ness Fm. Top,-3236,3265,1
30/9-19,Tarbert Fm. Top,-3064,3093,1
30/9-19,HORDALAND GP. Top,-904,933,1
30/9-19 A,Grid Fm. Top,-1227.92,1257,1
30/9-19 A,BAAT GP. Top,-3097.63,3210,1
30/9-19 A,VIKING GP. Top,-3072.97,3180,1
30/9-19 A,Draupne Fm. Top,-3072.97,3180,1
30/9-19 A,Heather Fm. Top,-3079.55,3188,1
30/9-19 A,CROMER KNOLL GP. Top,-3039.98,3140,1
30/9-19 A,Roedby Fm. Top,-3039.98,3140,1
30/9-19 A,DUNLIN GP. Top,-3558.37,3730,1
30/9-19 A,Drake Fm. Top,-3558.37,3730,1
30/9-19 A,SHETLAND GP. Top,-2380.55,2410,1
30/9-19 A,Jorsalfare Fm. Top,-2411.27,2441,1
30/9-19 A,Kyrre Fm. Top,-2624.07,2659,1
30/9-19 A,Tryggvason Fm. Top,-2974.15,3062,1
30/9-19 A,ROGALAND GP. Top,-2089.75,2119,1
30/9-19 A,Balder Fm. Top,-2089.75,2119,1
30/9-19 A,Lista Fm. Top,-2219.73,2249,1
30/9-19 A,Hardraade Fm. Top,-2380.55,2410,1
30/9-19 A,Sele Fm. Top,-2142.74,2172,1
30/9-19 A,Vaale Fm. Top,-2365.63,2395,1
30/9-19 A,NORDLAND GP. Top,-105,134,1
30/9-19 A,Utsira Fm. Top,-615.99,645,1
30/9-19 A,Etive Fm. Top,-3540.84,3712,1
30/9-19 A,Ness Fm. Top,-3315.42,3473,1
30/9-19 A,Tarbert Fm. Top,-3097.63,3210,1
30/9-19 A,HORDALAND GP. Top,-903.98,933,1
30/9-2,Skade Mb. Top,-1243.95,1269,1
30/9-2,Hardraade Mb. Top,-2275.41,2303,1
30/9-2,VIKING GP. Top,-2481.39,2509,1
30/9-2,Heather Fm. Top,-2481.39,2509,1
30/9-2,CROMER KNOLL GP. Top,-2479.39,2507,1
30/9-2,DUNLIN GP. Top,-2739.34,2767,1
30/9-2,Drake Fm. Top,-2739.34,2767,1
30/9-2,SHETLAND GP. Top,-2275.41,2303,1
30/9-2,Kyrre Fm. Top,-2392.4,2420,1
30/9-2,Tryggvason Fm. Top,-2477.39,2505,1
30/9-2,ROGALAND GP. Top,-1986.44,2014,1
30/9-2,Balder Fm. Top,-1986.44,2014,1
30/9-2,Lista Fm. Top,-2171.42,2199,1
30/9-2,Sele Fm. Top,-2056.43,2084,1
30/9-2,Vaale Fm. Top,-2262.41,2290,1
30/9-2,NORDLAND GP. Top,-104,129,1
30/9-2,Utsira Fm. Top,-629.99,655,1
30/9-2,BRENT GP. Top,-2550.38,2578,1
30/9-2,Etive Fm. Top,-2670.35,2698,1
30/9-2,Ness Fm. Top,-2550.38,2578,1
30/9-2,HORDALAND GP. Top,-841.99,867,1
30/9-2 R,Skade Mb. Top,-1244,1269,1
30/9-2 R,Hardraade Mb. Top,-2278,2303,1
30/9-2 R,VIKING GP. Top,-2484,2509,1
30/9-2 R,Heather Fm. Top,-2484,2509,1
30/9-2 R,CROMER KNOLL GP. Top,-2482,2507,1
30/9-2 R,DUNLIN GP. Top,-2742,2767,1
30/9-2 R,Drake Fm. Top,-2742,2767,1
30/9-2 R,SHETLAND GP. Top,-2278,2303,1
30/9-2 R,Kyrre Fm. Top,-2395,2420,1
30/9-2 R,Tryggvason Fm. Top,-2480,2505,1
30/9-2 R,ROGALAND GP. Top,-1989,2014,1
30/9-2 R,Balder Fm. Top,-1989,2014,1
30/9-2 R,Lista Fm. Top,-2174,2199,1
30/9-2 R,Sele Fm. Top,-2059,2084,1
30/9-2 R,Vaale Fm. Top,-2265,2290,1
30/9-2 R,NORDLAND GP. Top,-104,129,1
30/9-2 R,Utsira Fm. Top,-630,655,1
30/9-2 R,BRENT GP. Top,-2553,2578,1
30/9-2 R,Etive Fm. Top,-2673,2698,1
30/9-2 R,Ness Fm. Top,-2553,2578,1
30/9-2 R,HORDALAND GP. Top,-842,867,1
30/9-20 S,Grid Fm. Top,-1541.4,1579,1
30/9-20 S,BAAT GP. Top,-2754.52,2806,1
30/9-20 S,VIKING GP. Top,-2698.57,2750,1
30/9-20 S,Draupne Fm. Top,-2698.57,2750,1
30/9-20 S,Intra Heather Fm. Sst. Top,-2699.57,2751,1
30/9-20 S,CROMER KNOLL GP. Top,-2651.6,2703,1
30/9-20 S,Roedby Fm. Top,-2651.6,2703,1
30/9-20 S,Aasgard Fm. Top,-2682.58,2734,1
30/9-20 S,DUNLIN GP. Top,-3019.96,3072,1
30/9-20 S,Drake Fm. Top,-3019.96,3072,1
30/9-20 S,SHETLAND GP. Top,-2309.64,2361,1
30/9-20 S,Kyrre Fm. Top,-2536.63,2588,1
30/9-20 S,Svarte Fm. Top,-2577.63,2629,1
30/9-20 S,ROGALAND GP. Top,-2024.44,2075,1
30/9-20 S,Balder Fm. Top,-2024.44,2075,1
30/9-20 S,Lista Fm. Top,-2129.64,2181,1
30/9-20 S,Hardraade Fm. Top,-2309.64,2361,1
30/9-20 S,Sele Fm. Top,-2080.77,2132,1
30/9-20 S,Vaale Fm. Top,-2231.64,2283,1
30/9-20 S,NORDLAND GP. Top,-101,125,1
30/9-20 S,Utsira Fm. Top,-640.78,665,1
30/9-20 S,Ness Fm. Top,-2871.38,2923,1
30/9-20 S,Tarbert Fm. Top,-2754.52,2806,1
30/9-20 S,HORDALAND GP. Top,-849.1,874,1
30/9-20 S,Skade Fm. Top,-876.97,902,1
30/9-20 S,Skade Fm. Top,-934.71,960,2
30/9-21 A,Grid Fm. Top,-1652.98,1687,1
30/9-21 A,BAAT GP. Top,-3216.78,3866,1
30/9-21 A,VIKING GP. Top,-3024.98,3582,1
30/9-21 A,Draupne Fm. Top,-3024.98,3582,1
30/9-21 A,Heather Fm. Top,-3062.63,3636,1
30/9-21 A,Intra Heather Fm. Sst. Top,-3160.42,3780,1
30/9-21 A,CROMER KNOLL GP. Top,-2979.41,3517,1
30/9-21 A,Roedby Fm. Top,-2979.41,3517,1
30/9-21 A,DUNLIN GP. Top,-3357.55,4054,1
30/9-21 A,Drake Fm. Top,-3357.55,4054,1
30/9-21 A,SHETLAND GP. Top,-2390.75,2688,1
30/9-21 A,Ekofisk Fm. Top,-2390.75,2688,1
