,L,iterations,MAE
544,3,210,195.41095966968777
545,3,220,36.97166361759855
546,3,220,24.279158555236982
547,3,220,17.217580302998428
548,3,220,74.82423775320908
549,3,220,193.80527194870183
550,3,230,37.17527775095895
551,3,230,24.315484174488645
552,3,230,17.19295005102613
553,3,230,75.27888868022454
554,3,230,192.02442318333004
555,3,240,37.33544722119433
556,3,240,24.320468851261666
557,3,240,17.170995917585977
558,3,240,74.75231851670138
559,3,240,189.58887292069087
560,3,250,37.464679948610865
561,3,250,24.315861453228923
562,3,250,17.152465721526564
563,3,250,74.45864648696882
564,3,250,187.97539245366642
565,3,260,37.57223156456203
566,3,260,24.30887221289231
567,3,260,17.146225181696025
568,3,260,74.14421970432969
569,3,260,188.461991948107
570,3,270,37.664793416772156
571,3,270,24.301989198768446
572,3,270,17.140378907346086
573,3,270,74.49818405271927
574,3,270,189.70426198425577
575,3,280,37.747303710466205
576,3,280,24.296103710259217
577,3,280,17.13578537094288
578,3,280,74.24057356937823
579,3,280,189.1726940007093
580,3,290,37.82346017005442
581,3,290,24.29167942578775
582,3,290,17.13390244579098
583,3,290,74.49741836343861
584,3,290,187.63875304929812
585,3,300,37.89666490039925
586,3,300,24.28881616225003
587,3,300,17.136069305372807
588,3,300,75.26260436737465
589,3,300,186.68858098410826
590,3,310,37.968482278018115
591,3,310,24.28783929802077
592,3,310,17.15564492479591
593,3,310,76.184175371642
594,3,310,185.84734222432712
595,3,320,38.041693402014175
596,3,320,24.288953450163397
597,3,320,17.224212378547037
598,3,320,77.26492507717808
599,3,320,185.09208954670868
600,3,330,38.1169596146913
601,3,330,24.292405698261962
602,3,330,17.896613174453925
603,3,330,78.55941607558665
604,3,330,184.0618355388103
605,3,340,38.19539113715207
606,3,340,24.298617341575522
607,3,340,17.990952065782718
608,3,340,80.01802361560613
609,3,340,184.5398244721334
610,3,350,38.279308392615825
611,3,350,24.30798167004643
612,3,350,17.97343058913944
613,3,350,81.59776254661452
614,3,350,184.094125505251
615,3,360,38.368701054088135
616,3,360,24.32124918487076
617,3,360,17.966370216633827
618,3,360,83.25190322715075
619,3,360,183.06438528614123
620,3,370,38.464461456729765
621,3,370,24.33872307305827
622,3,370,17.967838688323532
623,3,370,84.94669898498357
624,3,370,182.27264366771317
625,3,380,38.567605734265186
626,3,380,24.360207928033933
627,3,380,17.973127168866547
628,3,380,86.63759856810769
629,3,380,181.5160010890599
630,3,390,38.678713244983754
631,3,390,24.385656901166108
632,3,390,17.98290477186905
633,3,390,88.28800303278453
634,3,390,180.74980500425903
635,3,400,38.798061331634116
636,3,400,24.439091660559754
637,3,400,17.99433990001486
638,3,400,89.89273019605014
639,3,400,179.95366925678292
640,3,410,38.92587215675333
641,3,410,24.48506397797923
642,3,410,18.007632639866944
643,3,410,91.45903859782335
644,3,410,178.86630270083919
645,3,420,39.06183748812046
646,3,420,24.53300997618898
647,3,420,18.021826797580495
648,3,420,92.71901941124332
649,3,420,177.4087380236798
650,3,430,39.206230595576066
651,3,430,24.586841935026825
652,3,430,18.03619825391841
653,3,430,93.90561523571512
654,3,430,176.32931934917164
655,3,440,39.35784175107438
656,3,440,24.646584925171197
657,3,440,18.05041609445862
658,3,440,94.81406138004424
659,3,440,175.15095212911095
660,4,10,38.27761958633567
661,4,10,32.59576109751215
662,4,10,25.233645827468287
663,4,10,28.628450990320083
664,4,10,80.22232471677452
665,4,20,30.75792208580408
666,4,20,24.482707669753307
667,4,20,19.680335162098878
668,4,20,30.676993880901467
669,4,20,110.12461532171899
670,4,30,31.573110717529985
671,4,30,21.02771457597547
672,4,30,19.180694452045564
673,4,30,32.54638152874536
674,4,30,134.47633455493838
675,4,40,33.05839008937629
676,4,40,19.798477130847065
677,4,40,19.807151113065903
678,4,40,33.61975910473461
679,4,40,151.12517612651595
680,4,50,32.76396461499473
681,4,50,19.45286494352173
682,4,50,21.529400821411727
683,4,50,38.636454189838986
684,4,50,163.39079980885705
685,4,60,31.75749729416684
686,4,60,19.479990257845525
687,4,60,24.34851403187941
688,4,60,42.2991394795363
689,4,60,160.3091060255906
690,4,70,31.447388923911625
691,4,70,19.660582321660957
692,4,70,28.854294730242177
693,4,70,43.92446407944329
694,4,70,158.1178095427711
695,4,80,31.348969063579865
696,4,80,19.73368145915384
697,4,80,35.71703996538958
698,4,80,45.35523570753128
699,4,80,158.2872777308093
700,4,90,31.20616845817381
701,4,90,20.015345994310977
702,4,90,43.457483967021226
703,4,90,47.67356020004323
704,4,90,165.13212065618015
705,4,100,30.877716829684708
706,4,100,20.290603884387536
707,4,100,45.04037856914214
708,4,100,49.06831643236309
709,4,100,170.88497298707318
710,4,110,31.129336050795537
711,4,110,20.70754599273264
712,4,110,45.5103437331503
713,4,110,48.60981328534895
714,4,110,175.04172034150426
715,4,120,31.16512394065051
716,4,120,20.970584300146886
717,4,120,45.91741881487076
718,4,120,49.00316445045112
719,4,120,177.4906089247745
720,4,130,31.08490356754031
721,4,130,21.252762650553066
722,4,130,46.23851904267632
723,4,130,49.244090081428354
724,4,130,180.34742987590369
725,4,140,31.471022555057683
726,4,140,21.47908426408341
727,4,140,46.37087669001178
728,4,140,49.56115946937667
729,4,140,180.77629454885852
730,4,150,31.55471150402008
731,4,150,21.569120836467985
732,4,150,46.55313127917634
733,4,150,50.783590847584655
734,4,150,180.46269493872452
735,4,160,32.184616416247856
736,4,160,21.57608831899559
737,4,160,46.72274248582905
738,4,160,51.778015000475875
739,4,160,180.40514957940087
740,4,170,32.69370213715223
741,4,170,21.523661121357705
742,4,170,46.86201539975328
743,4,170,51.51266759086718
744,4,170,180.52636586734337
745,4,180,33.15571113705714
746,4,180,21.617482312581025
747,4,180,46.97021000302582
748,4,180,51.75376653181402
749,4,180,180.0651283383424
750,4,190,33.64938505970286
751,4,190,21.693800849952204
752,4,190,47.06859503362967
753,4,190,52.91335592067644
754,4,190,178.8585846585793
755,4,200,34.60437008032453
756,4,200,21.677296682877085
757,4,200,47.15547283272395
758,4,200,54.27019807150472
759,4,200,178.3936217225978
760,4,210,35.46901246645609
761,4,210,21.7209096535753
762,4,210,47.23058572415614
763,4,210,54.578199492441954
764,4,210,178.69484928537258
765,4,220,36.174208705872275
766,4,220,21.758891072860905
767,4,220,47.30707225944162
768,4,220,55.95433215313906
769,4,220,180.26075082793608
770,4,230,36.82301946914394
771,4,230,21.751698473600335
772,4,230,47.37270119921101
773,4,230,57.789636010087136
774,4,230,181.2243973025239
775,4,240,37.5096997486357
776,4,240,21.721374841491624
777,4,240,47.42339224349832
778,4,240,59.69344777564454
779,4,240,182.05134444935572
780,4,250,38.28990795504846
781,4,250,21.67627511627088
782,4,250,47.45900919145459
783,4,250,62.150819717505186
784,4,250,182.70850012253393
785,4,260,38.99986803052582
786,4,260,21.61712788699633
787,4,260,47.47794405972012
788,4,260,66.0661289206759
789,4,260,183.30206379046405
790,4,270,39.577404427609814
791,4,270,21.5805881477147
792,4,270,47.47309636826885
793,4,270,74.54301458240049
794,4,270,183.82866139730194
795,4,280,40.07098515574984
796,4,280,21.469468651435704
797,4,280,47.44135776719402
798,4,280,80.55009702103955
799,4,280,184.2795719628685
800,4,290,40.53923786334084
801,4,290,21.28286769841535
802,4,290,47.40881849836045
803,4,290,84.79172728272827
804,4,290,184.67010090788642
805,4,300,41.01489797118604
806,4,300,21.525905235269867
807,4,300,47.402161846177925
808,4,300,86.65579951041275
809,4,300,185.219062860909
810,4,310,41.54961364122
811,4,310,21.411391518442123
812,4,310,47.39495493538569
813,4,310,89.6410767301124
814,4,310,186.0577437962942
815,4,320,42.20816491347409
816,4,320,21.35109103237748
817,4,320,47.38135385668718
818,4,320,92.0375006099305
819,4,320,186.99561953860086
820,4,330,42.717608312294246
821,4,330,21.37650735385157
822,4,330,47.35902057011982
823,4,330,94.09905970115494
824,4,330,187.73613306687605
825,4,340,43.059092341216534
826,4,340,21.428778174845323
827,4,340,47.32891626645814
828,4,340,96.11513551437871
829,4,340,188.36872331165006
830,4,350,43.28528590849536
831,4,350,21.477138464090824
832,4,350,47.290158736172856
833,4,350,97.46855548780121
834,4,350,189.00033384996053
835,4,360,43.42594560238059
836,4,360,21.56614847635069
837,4,360,47.24273935241001
838,4,360,98.8208982789842
839,4,360,189.57089581186756
840,4,370,43.478030685035556
841,4,370,21.720510156293084
842,4,370,47.19132306940113
843,4,370,100.05599449542036
844,4,370,190.09570348307653
845,4,380,43.36584118022891
846,4,380,21.97327175568691
847,4,380,47.13036905098725
848,4,380,101.1108072537126
849,4,380,190.5263483854748
850,4,390,43.534980448307564
851,4,390,22.296188737163426
852,4,390,47.08589310034074
853,4,390,102.01919228457905
854,4,390,190.72884695548186
855,4,400,43.694215682758966
856,4,400,22.577843438528088
857,4,400,47.069808567209975
858,4,400,102.72082179612269
859,4,400,190.83072657400706
860,4,410,43.80987976884741
861,4,410,22.81364330465785
862,4,410,47.00053020748471
863,4,410,103.43418236663294
864,4,410,190.83205635652024
865,4,420,43.90481816976245
866,4,420,23.012498631246586
867,4,420,46.919283326723786
868,4,420,103.90436491349257
869,4,420,190.77673779959497
870,4,430,43.988341551600406
871,4,430,23.16873089052298
872,4,430,46.85059831074356
873,4,430,104.29154921061655
874,4,430,190.67272780596082
875,4,440,44.06359592942538
876,4,440,23.287991718959365
877,4,440,46.80141841772583
878,4,440,104.53856062848814
879,4,440,190.5267500775542
880,5,10,24.03948896191329
881,5,10,21.698119501609398
882,5,10,19.752902924186575
883,5,10,23.161157350571596
884,5,10,39.851291463272624
885,5,20,26.45577264583031
886,5,20,22.06255216298031
887,5,20,19.723473793954795
888,5,20,25.37976839719371
889,5,20,58.812996782364
890,5,30,24.830606873738187
891,5,30,22.618764733521793
892,5,30,19.682594576122266
893,5,30,27.357409221854486
894,5,30,74.35149071710305
895,5,40,24.881801374741755
896,5,40,21.885511963619976
897,5,40,20.165913039119296
898,5,40,30.73634774698534
899,5,40,83.68305466551212
900,5,50,24.855355634296682
901,5,50,21.615332288824064
902,5,50,21.237424776128826
903,5,50,32.7289467508364
904,5,50,91.01442875999436
905,5,60,24.797680208983625
906,5,60,21.105053527011087
907,5,60,22.113297555678205
908,5,60,33.00298203045085
909,5,60,102.19248670964697
910,5,70,23.812883813818058
911,5,70,21.627023999039707
912,5,70,22.664354851232943
913,5,70,35.042773450541304
914,5,70,114.49037645243173
915,5,80,24.025277281829133
916,5,80,21.869742151232543
917,5,80,22.98151339597934
918,5,80,35.94037154394353
919,5,80,127.51682348838378
920,5,90,24.134631745089088
921,5,90,22.02932815053075
922,5,90,23.135432970989214
923,5,90,37.13569874313629
924,5,90,140.7903471566111
925,5,100,24.48602984610828
926,5,100,21.934867678823174
927,5,100,23.05685722111955
928,5,100,36.82559135935432
929,5,100,154.5315050348205
930,5,110,24.939898951110784
931,5,110,21.834078513053388
932,5,110,22.758637081396756
933,5,110,38.73248376007382
934,5,110,162.75332780329177
935,5,120,25.62532088871083
936,5,120,21.937343214226182
937,5,120,22.86128695907948
938,5,120,38.678873664819506
939,5,120,164.9756318118767
940,5,130,26.420970095226217
941,5,130,22.16247837766319
942,5,130,23.419886948082684
943,5,130,38.30735612663999
944,5,130,169.17808053798188
945,5,140,27.21434228523246
946,5,140,21.47312541949614
947,5,140,24.054589923740696
948,5,140,39.60830171404908
949,5,140,171.3103631319817
950,5,150,28.411927157110576
951,5,150,25.182669519841596
952,5,150,24.633259429859386
953,5,150,41.99007226420519
954,5,150,171.29376868622433
955,5,160,29.4029130254322
956,5,160,27.334119208366232
957,5,160,25.767674548752375
958,5,160,44.29278055811476
959,5,160,171.48006664255746
960,5,170,30.42758172300171
961,5,170,27.834858028658683
962,5,170,26.467571230295743
963,5,170,46.130416012935065
964,5,170,171.50076854947383
965,5,180,31.530707895865014
966,5,180,27.41660399296959
967,5,180,26.911663554541278
968,5,180,48.51155893248182
969,5,180,169.9595195552553
970,5,190,32.82349045667118
971,5,190,26.782205498436745
972,5,190,27.450827106983972
973,5,190,50.97179728452686
974,5,190,170.51557012228994
975,5,200,34.339172093634396
976,5,200,26.752620023940935
977,5,200,27.941744859101767
978,5,200,52.02270186167238
979,5,200,170.5041121360083
980,5,210,36.43026751374253
981,5,210,26.982262329966737
982,5,210,28.38938081474596
983,5,210,54.316552247223854
984,5,210,170.51539297640727
985,5,220,38.95208064388224
986,5,220,26.456230884844135
987,5,220,28.82372237898246
988,5,220,56.39864513536757
989,5,220,171.25862643930878
990,5,230,41.68976314377444
991,5,230,26.454112151541803
992,5,230,29.26067986851045
993,5,230,57.418563862238955
994,5,230,173.71147543190685
995,5,240,44.43680052686705
996,5,240,26.618691300722457
997,5,240,29.69550098339076
