,SitID,Formation,MD,Quality,UWI,DATUM,GL,EREF,UNIT,datum,UWI (AGS),TVDSS
344,102615,9500,518.5,3,00/08-29-067-07W4/0,690.14,686.24,690.14,M,690.14,0674072908000,171.64
345,102615,10000,524.5,2,00/08-29-067-07W4/0,690.14,686.24,690.14,M,690.14,0674072908000,165.64
346,102615,11000,526.0,3,00/08-29-067-07W4/0,690.14,686.24,690.14,M,690.14,0674072908000,164.14
347,102615,12000,526.0,3,00/08-29-067-07W4/0,690.14,686.24,690.14,M,690.14,0674072908000,164.14
348,102615,13000,526.0,3,00/08-29-067-07W4/0,690.14,686.24,690.14,M,690.14,0674072908000,164.14
349,102615,14000,592.0,1,00/08-29-067-07W4/0,690.14,686.24,690.14,M,690.14,0674072908000,98.13999999999999
350,102619,1000,315.0,1,00/10-03-067-08W4/0,613.4,609.7,613.4,M,613.4,0674080310000,298.4
354,102619,5000,431.0,1,00/10-03-067-08W4/0,613.4,609.7,613.4,M,613.4,0674080310000,182.39999999999998
356,102619,7000,451.0,3,00/10-03-067-08W4/0,613.4,609.7,613.4,M,613.4,0674080310000,162.39999999999998
357,102619,9000,454.0,3,00/10-03-067-08W4/0,613.4,609.7,613.4,M,613.4,0674080310000,159.39999999999998
358,102619,9500,454.0,3,00/10-03-067-08W4/0,613.4,609.7,613.4,M,613.4,0674080310000,159.39999999999998
359,102619,10000,465.0,3,00/10-03-067-08W4/0,613.4,609.7,613.4,M,613.4,0674080310000,148.39999999999998
360,102619,11000,469.0,1,00/10-03-067-08W4/0,613.4,609.7,613.4,M,613.4,0674080310000,144.39999999999998
361,102619,12000,469.0,1,00/10-03-067-08W4/0,613.4,609.7,613.4,M,613.4,0674080310000,144.39999999999998
362,102619,13000,469.0,1,00/10-03-067-08W4/0,613.4,609.7,613.4,M,613.4,0674080310000,144.39999999999998
363,102619,14000,534.0,2,00/10-03-067-08W4/0,613.4,609.7,613.4,M,613.4,0674080310000,79.39999999999998
364,102620,1000,345.0,1,00/06-13-067-08W4/0,650.73,646.93,650.73,M,650.73,0674081306000,305.73
368,102620,5000,464.0,1,00/06-13-067-08W4/0,650.73,646.93,650.73,M,650.73,0674081306000,186.73000000000002
370,102620,7000,481.0,2,00/06-13-067-08W4/0,650.73,646.93,650.73,M,650.73,0674081306000,169.73000000000002
371,102620,9000,486.0,3,00/06-13-067-08W4/0,650.73,646.93,650.73,M,650.73,0674081306000,164.73000000000002
372,102620,9500,486.0,3,00/06-13-067-08W4/0,650.73,646.93,650.73,M,650.73,0674081306000,164.73000000000002
373,102620,10000,491.0,3,00/06-13-067-08W4/0,650.73,646.93,650.73,M,650.73,0674081306000,159.73000000000002
374,102620,11000,494.0,1,00/06-13-067-08W4/0,650.73,646.93,650.73,M,650.73,0674081306000,156.73000000000002
375,102620,12000,494.0,1,00/06-13-067-08W4/0,650.73,646.93,650.73,M,650.73,0674081306000,156.73000000000002
376,102620,13000,494.0,1,00/06-13-067-08W4/0,650.73,646.93,650.73,M,650.73,0674081306000,156.73000000000002
377,102620,14000,555.0,2,00/06-13-067-08W4/0,650.73,646.93,650.73,M,650.73,0674081306000,95.73000000000002
378,102626,1000,344.0,1,00/07-34-067-08W4/0,648.68,644.13,648.68,M,648.68,0674083407000,304.67999999999995
382,102626,5000,461.0,1,00/07-34-067-08W4/0,648.68,644.13,648.68,M,648.68,0674083407000,187.67999999999995
384,102626,7000,481.5,1,00/07-34-067-08W4/0,648.68,644.13,648.68,M,648.68,0674083407000,167.17999999999995
385,102626,9000,489.0,3,00/07-34-067-08W4/0,648.68,644.13,648.68,M,648.68,0674083407000,159.67999999999995
386,102626,9500,489.0,3,00/07-34-067-08W4/0,648.68,644.13,648.68,M,648.68,0674083407000,159.67999999999995
387,102626,10000,493.5,3,00/07-34-067-08W4/0,648.68,644.13,648.68,M,648.68,0674083407000,155.17999999999995
388,102626,11000,497.0,1,00/07-34-067-08W4/0,648.68,644.13,648.68,M,648.68,0674083407000,151.67999999999995
389,102626,12000,497.0,1,00/07-34-067-08W4/0,648.68,644.13,648.68,M,648.68,0674083407000,151.67999999999995
390,102626,13000,497.0,1,00/07-34-067-08W4/0,648.68,644.13,648.68,M,648.68,0674083407000,151.67999999999995
391,102626,14000,560.5,1,00/07-34-067-08W4/0,648.68,644.13,648.68,M,648.68,0674083407000,88.17999999999995
392,102630,1000,375.0,1,00/03-06-067-11W4/0,647.88,643.48,647.88,M,647.88,0674110603000,272.88
396,102630,5000,496.5,1,00/03-06-067-11W4/0,647.88,643.48,647.88,M,647.88,0674110603000,151.38
398,102630,7000,516.5,1,00/03-06-067-11W4/0,647.88,643.48,647.88,M,647.88,0674110603000,131.38
399,102630,9000,523.0,3,00/03-06-067-11W4/0,647.88,643.48,647.88,M,647.88,0674110603000,124.88
400,102630,9500,523.0,3,00/03-06-067-11W4/0,647.88,643.48,647.88,M,647.88,0674110603000,124.88
401,102630,10000,527.5,2,00/03-06-067-11W4/0,647.88,643.48,647.88,M,647.88,0674110603000,120.38
402,102630,11000,531.0,3,00/03-06-067-11W4/0,647.88,643.48,647.88,M,647.88,0674110603000,116.88
403,102630,12000,531.0,3,00/03-06-067-11W4/0,647.88,643.48,647.88,M,647.88,0674110603000,116.88
404,102630,13000,531.0,3,00/03-06-067-11W4/0,647.88,643.48,647.88,M,647.88,0674110603000,116.88
405,102630,14000,562.0,4,00/03-06-067-11W4/0,647.88,643.48,647.88,M,647.88,0674110603000,85.88
406,102633,1000,291.5,1,00/08-05-067-12W4/0,558.5,555.5,558.5,M,558.5,0674120508000,267.0
410,102633,5000,408.0,1,00/08-05-067-12W4/0,558.5,555.5,558.5,M,558.5,0674120508000,150.5
412,102633,7000,427.5,1,00/08-05-067-12W4/0,558.5,555.5,558.5,M,558.5,0674120508000,131.0
413,102633,9000,436.0,3,00/08-05-067-12W4/0,558.5,555.5,558.5,M,558.5,0674120508000,122.5
414,102633,9500,436.0,3,00/08-05-067-12W4/0,558.5,555.5,558.5,M,558.5,0674120508000,122.5
415,102633,10000,442.0,2,00/08-05-067-12W4/0,558.5,555.5,558.5,M,558.5,0674120508000,116.5
416,102633,11000,446.5,3,00/08-05-067-12W4/0,558.5,555.5,558.5,M,558.5,0674120508000,112.0
417,102633,12000,446.5,3,00/08-05-067-12W4/0,558.5,555.5,558.5,M,558.5,0674120508000,112.0
418,102633,13000,446.5,3,00/08-05-067-12W4/0,558.5,555.5,558.5,M,558.5,0674120508000,112.0
419,102633,14000,473.0,1,00/08-05-067-12W4/0,558.5,555.5,558.5,M,558.5,0674120508000,85.5
420,102640,1000,331.0,1,00/06-13-067-12W4/0,607.6,604.6,607.6,M,607.6,0674121306000,276.6
424,102640,5000,452.5,1,00/06-13-067-12W4/0,607.6,604.6,607.6,M,607.6,0674121306000,155.10000000000002
426,102640,7000,473.0,2,00/06-13-067-12W4/0,607.6,604.6,607.6,M,607.6,0674121306000,134.60000000000002
427,102640,9000,478.5,3,00/06-13-067-12W4/0,607.6,604.6,607.6,M,607.6,0674121306000,129.10000000000002
428,102640,9500,478.5,3,00/06-13-067-12W4/0,607.6,604.6,607.6,M,607.6,0674121306000,129.10000000000002
429,102640,10000,484.0,3,00/06-13-067-12W4/0,607.6,604.6,607.6,M,607.6,0674121306000,123.60000000000002
430,102640,11000,488.0,3,00/06-13-067-12W4/0,607.6,604.6,607.6,M,607.6,0674121306000,119.60000000000002
431,102640,12000,488.0,3,00/06-13-067-12W4/0,607.6,604.6,607.6,M,607.6,0674121306000,119.60000000000002
432,102640,13000,488.0,3,00/06-13-067-12W4/0,607.6,604.6,607.6,M,607.6,0674121306000,119.60000000000002
433,102640,14000,521.5,1,00/06-13-067-12W4/0,607.6,604.6,607.6,M,607.6,0674121306000,86.10000000000002
434,102656,1000,314.0,1,00/11-03-067-13W4/0,580.3,577.4,580.3,M,580.3,0674130311000,266.29999999999995
438,102656,5000,434.0,2,00/11-03-067-13W4/0,580.3,577.4,580.3,M,580.3,0674130311000,146.29999999999995
440,102656,7000,456.0,2,00/11-03-067-13W4/0,580.3,577.4,580.3,M,580.3,0674130311000,124.29999999999995
441,102656,9000,462.5,3,00/11-03-067-13W4/0,580.3,577.4,580.3,M,580.3,0674130311000,117.79999999999995
442,102656,9500,462.5,3,00/11-03-067-13W4/0,580.3,577.4,580.3,M,580.3,0674130311000,117.79999999999995
443,102656,10000,469.0,2,00/11-03-067-13W4/0,580.3,577.4,580.3,M,580.3,0674130311000,111.29999999999995
444,102656,11000,473.5,3,00/11-03-067-13W4/0,580.3,577.4,580.3,M,580.3,0674130311000,106.79999999999995
445,102656,12000,473.5,3,00/11-03-067-13W4/0,580.3,577.4,580.3,M,580.3,0674130311000,106.79999999999995
446,102656,13000,473.5,3,00/11-03-067-13W4/0,580.3,577.4,580.3,M,580.3,0674130311000,106.79999999999995
447,102656,14000,498.0,4,00/11-03-067-13W4/0,580.3,577.4,580.3,M,580.3,0674130311000,82.29999999999995
462,102666,1000,289.56,1,00/10-34-067-13W4/0,577.901,575.158,577.901,M,577.901,0674133410000,288.34099999999995
466,102666,5000,414.53,2,00/10-34-067-13W4/0,577.901,575.158,577.901,M,577.901,0674133410000,163.37099999999998
468,102666,7000,435.25,1,00/10-34-067-13W4/0,577.901,575.158,577.901,M,577.901,0674133410000,142.65099999999995
469,102666,9000,440.13,3,00/10-34-067-13W4/0,577.901,575.158,577.901,M,577.901,0674133410000,137.77099999999996
470,102666,9500,440.13,3,00/10-34-067-13W4/0,577.901,575.158,577.901,M,577.901,0674133410000,137.77099999999996
471,102666,10000,444.09,2,00/10-34-067-13W4/0,577.901,575.158,577.901,M,577.901,0674133410000,133.81099999999998
472,102666,11000,450.49,2,00/10-34-067-13W4/0,577.901,575.158,577.901,M,577.901,0674133410000,127.41099999999994
473,102666,12000,450.49,2,00/10-34-067-13W4/0,577.901,575.158,577.901,M,577.901,0674133410000,127.41099999999994
474,102666,13000,450.49,2,00/10-34-067-13W4/0,577.901,575.158,577.901,M,577.901,0674133410000,127.41099999999994
475,102666,14000,458.42,3,00/10-34-067-13W4/0,577.901,575.158,577.901,M,577.901,0674133410000,119.48099999999994
476,102671,1000,309.98,1,00/11-36-067-13W4/0,590.398,587.654,590.398,M,590.398,0674133611000,280.418
480,102671,5000,427.94,2,00/11-36-067-13W4/0,590.398,587.654,590.398,M,590.398,0674133611000,162.45800000000003
482,102671,7000,449.28,2,00/11-36-067-13W4/0,590.398,587.654,590.398,M,590.398,0674133611000,141.11800000000005
483,102671,9000,454.76,2,00/11-36-067-13W4/0,590.398,587.654,590.398,M,590.398,0674133611000,135.63800000000003
484,102671,9500,454.76,2,00/11-36-067-13W4/0,590.398,587.654,590.398,M,590.398,0674133611000,135.63800000000003
485,102671,10000,458.42,2,00/11-36-067-13W4/0,590.398,587.654,590.398,M,590.398,0674133611000,131.978
486,102671,11000,466.34,2,00/11-36-067-13W4/0,590.398,587.654,590.398,M,590.398,0674133611000,124.05800000000005
487,102671,12000,466.34,2,00/11-36-067-13W4/0,590.398,587.654,590.398,M,590.398,0674133611000,124.05800000000005
488,102671,13000,466.34,2,00/11-36-067-13W4/0,590.398,587.654,590.398,M,590.398,0674133611000,124.05800000000005
489,102671,14000,480.06,1,00/11-36-067-13W4/0,590.398,587.654,590.398,M,590.398,0674133611000,110.33800000000002
490,102672,1000,340.0,1,00/06-03-067-14W4/0,601.36,598.4,601.36,M,601.36,0674140306000,261.36
494,102672,5000,464.5,1,00/06-03-067-14W4/0,601.36,598.4,601.36,M,601.36,0674140306000,136.86
496,102672,7000,485.0,2,00/06-03-067-14W4/0,601.36,598.4,601.36,M,601.36,0674140306000,116.36000000000001
497,102672,9000,491.0,3,00/06-03-067-14W4/0,601.36,598.4,601.36,M,601.36,0674140306000,110.36000000000001
498,102672,9500,491.0,3,00/06-03-067-14W4/0,601.36,598.4,601.36,M,601.36,0674140306000,110.36000000000001
499,102672,10000,497.0,2,00/06-03-067-14W4/0,601.36,598.4,601.36,M,601.36,0674140306000,104.36000000000001
500,102672,11000,504.0,2,00/06-03-067-14W4/0,601.36,598.4,601.36,M,601.36,0674140306000,97.36000000000001
501,102672,12000,504.0,2,00/06-03-067-14W4/0,601.36,598.4,601.36,M,601.36,0674140306000,97.36000000000001
502,102672,13000,504.0,2,00/06-03-067-14W4/0,601.36,598.4,601.36,M,601.36,0674140306000,97.36000000000001
503,102672,14000,517.0,2,00/06-03-067-14W4/0,601.36,598.4,601.36,M,601.36,0674140306000,84.36000000000001
504,102679,1000,311.0,1,00/12-08-067-14W4/0,568.7,565.5,568.7,M,568.7,0674140812000,257.70000000000005
508,102679,5000,431.0,1,00/12-08-067-14W4/0,568.7,565.5,568.7,M,568.7,0674140812000,137.70000000000005
510,102679,7000,453.0,1,00/12-08-067-14W4/0,568.7,565.5,568.7,M,568.7,0674140812000,115.70000000000005
511,102679,9000,460.0,3,00/12-08-067-14W4/0,568.7,565.5,568.7,M,568.7,0674140812000,108.70000000000005
512,102679,9500,460.0,3,00/12-08-067-14W4/0,568.7,565.5,568.7,M,568.7,0674140812000,108.70000000000005
513,102679,10000,464.0,2,00/12-08-067-14W4/0,568.7,565.5,568.7,M,568.7,0674140812000,104.70000000000005
514,102679,11000,469.0,1,00/12-08-067-14W4/0,568.7,565.5,568.7,M,568.7,0674140812000,99.70000000000005
515,102679,12000,469.0,1,00/12-08-067-14W4/0,568.7,565.5,568.7,M,568.7,0674140812000,99.70000000000005
516,102679,13000,469.0,1,00/12-08-067-14W4/0,568.7,565.5,568.7,M,568.7,0674140812000,99.70000000000005
517,102679,14000,498.0,1,00/12-08-067-14W4/0,568.7,565.5,568.7,M,568.7,0674140812000,70.70000000000005
518,102681,1000,317.5,1,00/11-10-067-14W4/0,578.5,575.5,578.5,M,578.5,0674141011000,261.0
522,102681,5000,438.0,1,00/11-10-067-14W4/0,578.5,575.5,578.5,M,578.5,0674141011000,140.5
524,102681,7000,464.0,1,00/11-10-067-14W4/0,578.5,575.5,578.5,M,578.5,0674141011000,114.5
525,102681,9000,466.5,3,00/11-10-067-14W4/0,578.5,575.5,578.5,M,578.5,0674141011000,112.0
526,102681,9500,466.5,3,00/11-10-067-14W4/0,578.5,575.5,578.5,M,578.5,0674141011000,112.0
527,102681,10000,470.5,2,00/11-10-067-14W4/0,578.5,575.5,578.5,M,578.5,0674141011000,108.0
528,102681,11000,476.0,2,00/11-10-067-14W4/0,578.5,575.5,578.5,M,578.5,0674141011000,102.5
529,102681,12000,476.0,2,00/11-10-067-14W4/0,578.5,575.5,578.5,M,578.5,0674141011000,102.5
530,102681,13000,476.0,2,00/11-10-067-14W4/0,578.5,575.5,578.5,M,578.5,0674141011000,102.5
531,102681,14000,497.5,3,00/11-10-067-14W4/0,578.5,575.5,578.5,M,578.5,0674141011000,81.0
532,102684,1000,308.5,1,00/13-18-067-14W4/0,563.0,563.0,565.7,M,565.7,0674141813000,257.20000000000005
536,102684,5000,428.0,2,00/13-18-067-14W4/0,563.0,563.0,565.7,M,565.7,0674141813000,137.70000000000005
538,102684,7000,450.0,1,00/13-18-067-14W4/0,563.0,563.0,565.7,M,565.7,0674141813000,115.70000000000005
539,102684,9000,456.0,2,00/13-18-067-14W4/0,563.0,563.0,565.7,M,565.7,0674141813000,109.70000000000005
540,102684,9500,456.0,2,00/13-18-067-14W4/0,563.0,563.0,565.7,M,565.7,0674141813000,109.70000000000005
541,102684,10000,461.0,1,00/13-18-067-14W4/0,563.0,563.0,565.7,M,565.7,0674141813000,104.70000000000005
542,102684,11000,466.0,3,00/13-18-067-14W4/0,563.0,563.0,565.7,M,565.7,0674141813000,99.70000000000005
543,102684,12000,466.0,3,00/13-18-067-14W4/0,563.0,563.0,565.7,M,565.7,0674141813000,99.70000000000005
544,102684,13000,466.0,3,00/13-18-067-14W4/0,563.0,563.0,565.7,M,565.7,0674141813000,99.70000000000005
545,102684,14000,489.5,2,00/13-18-067-14W4/0,563.0,563.0,565.7,M,565.7,0674141813000,76.20000000000005
546,102686,1000,340.5,1,00/08-02-067-15W4/0,597.3,594.3,597.3,M,597.3,0674150208000,256.79999999999995
550,102686,5000,461.5,1,00/08-02-067-15W4/0,597.3,594.3,597.3,M,597.3,0674150208000,135.79999999999995
552,102686,7000,483.0,1,00/08-02-067-15W4/0,597.3,594.3,597.3,M,597.3,0674150208000,114.29999999999995
553,102686,9000,488.0,3,00/08-02-067-15W4/0,597.3,594.3,597.3,M,597.3,0674150208000,109.29999999999995
554,102686,9500,488.0,3,00/08-02-067-15W4/0,597.3,594.3,597.3,M,597.3,0674150208000,109.29999999999995
555,102686,10000,494.0,2,00/08-02-067-15W4/0,597.3,594.3,597.3,M,597.3,0674150208000,103.29999999999995
556,102686,11000,500.0,3,00/08-02-067-15W4/0,597.3,594.3,597.3,M,597.3,0674150208000,97.29999999999995
557,102686,12000,500.0,3,00/08-02-067-15W4/0,597.3,594.3,597.3,M,597.3,0674150208000,97.29999999999995
558,102686,13000,500.0,3,00/08-02-067-15W4/0,597.3,594.3,597.3,M,597.3,0674150208000,97.29999999999995
559,102686,14000,508.0,1,00/08-02-067-15W4/0,597.3,594.3,597.3,M,597.3,0674150208000,89.29999999999995
560,102698,1000,338.0,1,00/11-22-067-15W4/0,583.5,580.3,583.5,M,583.5,0674152211000,245.5
564,102698,5000,458.0,1,00/11-22-067-15W4/0,583.5,580.3,583.5,M,583.5,0674152211000,125.5
566,102698,7000,481.0,1,00/11-22-067-15W4/0,583.5,580.3,583.5,M,583.5,0674152211000,102.5
567,102698,9000,488.0,2,00/11-22-067-15W4/0,583.5,580.3,583.5,M,583.5,0674152211000,95.5
568,102698,9500,488.0,2,00/11-22-067-15W4/0,583.5,580.3,583.5,M,583.5,0674152211000,95.5
569,102698,10000,492.0,1,00/11-22-067-15W4/0,583.5,580.3,583.5,M,583.5,0674152211000,91.5
570,102698,11000,499.0,2,00/11-22-067-15W4/0,583.5,580.3,583.5,M,583.5,0674152211000,84.5
571,102698,12000,499.0,2,00/11-22-067-15W4/0,583.5,580.3,583.5,M,583.5,0674152211000,84.5
572,102698,13000,499.0,2,00/11-22-067-15W4/0,583.5,580.3,583.5,M,583.5,0674152211000,84.5
573,102698,14000,538.0,1,00/11-22-067-15W4/0,583.5,580.3,583.5,M,583.5,0674152211000,45.5
574,102702,1000,363.63,1,00/06-31-067-15W4/0,607.1619999999999,606.095,607.1619999999999,M,607.1619999999999,0674153106000,243.53199999999993
578,102702,5000,481.58,1,00/06-31-067-15W4/0,607.1619999999999,606.095,607.1619999999999,M,607.1619999999999,0674153106000,125.58199999999994
580,102702,7000,501.09,1,00/06-31-067-15W4/0,607.1619999999999,606.095,607.1619999999999,M,607.1619999999999,0674153106000,106.07199999999995
581,102702,9000,508.1,3,00/06-31-067-15W4/0,607.1619999999999,606.095,607.1619999999999,M,607.1619999999999,0674153106000,99.0619999999999
582,102702,9500,508.1,3,00/06-31-067-15W4/0,607.1619999999999,606.095,607.1619999999999,M,607.1619999999999,0674153106000,99.0619999999999
583,102702,10000,512.06,1,00/06-31-067-15W4/0,607.1619999999999,606.095,607.1619999999999,M,607.1619999999999,0674153106000,95.10199999999998
584,102702,11000,518.16,1,00/06-31-067-15W4/0,607.1619999999999,606.095,607.1619999999999,M,607.1619999999999,0674153106000,89.00199999999995
585,102702,12000,518.16,1,00/06-31-067-15W4/0,607.1619999999999,606.095,607.1619999999999,M,607.1619999999999,0674153106000,89.00199999999995
586,102702,13000,518.16,1,00/06-31-067-15W4/0,607.1619999999999,606.095,607.1619999999999,M,607.1619999999999,0674153106000,89.00199999999995
587,102702,14000,536.45,1,00/06-31-067-15W4/0,607.1619999999999,606.095,607.1619999999999,M,607.1619999999999,0674153106000,70.71199999999988
588,102710,1000,388.32,1,00/07-07-067-16W4/0,612.953,609.905,612.953,M,612.953,0674160707000,224.63299999999998
592,102710,5000,506.27,1,00/07-07-067-16W4/0,612.953,609.905,612.953,M,612.953,0674160707000,106.68299999999999
594,102710,7000,527.3,1,00/07-07-067-16W4/0,612.953,609.905,612.953,M,612.953,0674160707000,85.65300000000002
595,102710,9000,534.01,2,00/07-07-067-16W4/0,612.953,609.905,612.953,M,612.953,0674160707000,78.94299999999998
596,102710,9500,534.01,2,00/07-07-067-16W4/0,612.953,609.905,612.953,M,612.953,0674160707000,78.94299999999998
597,102710,10000,539.5,1,00/07-07-067-16W4/0,612.953,609.905,612.953,M,612.953,0674160707000,73.45299999999997
598,102710,11000,546.2,2,00/07-07-067-16W4/0,612.953,609.905,612.953,M,612.953,0674160707000,66.75299999999993
599,102710,12000,546.2,2,00/07-07-067-16W4/0,612.953,609.905,612.953,M,612.953,0674160707000,66.75299999999993
600,102710,13000,546.2,2,00/07-07-067-16W4/0,612.953,609.905,612.953,M,612.953,0674160707000,66.75299999999993
601,102710,14000,548.64,2,00/07-07-067-16W4/0,612.953,609.905,612.953,M,612.953,0674160707000,64.31299999999999
602,102714,1000,377.95,1,00/11-12-067-16W4/0,616.001,612.953,616.001,M,616.001,0674161211000,238.051
606,102714,5000,496.82,1,00/11-12-067-16W4/0,616.001,612.953,616.001,M,616.001,0674161211000,119.18099999999998
608,102714,7000,518.16,1,00/11-12-067-16W4/0,616.001,612.953,616.001,M,616.001,0674161211000,97.84100000000001
609,102714,9000,524.87,3,00/11-12-067-16W4/0,616.001,612.953,616.001,M,616.001,0674161211000,91.13099999999997
610,102714,9500,524.87,3,00/11-12-067-16W4/0,616.001,612.953,616.001,M,616.001,0674161211000,91.13099999999997
611,102714,10000,528.83,1,00/11-12-067-16W4/0,616.001,612.953,616.001,M,616.001,0674161211000,87.17099999999994
612,102714,11000,534.62,2,00/11-12-067-16W4/0,616.001,612.953,616.001,M,616.001,0674161211000,81.38099999999997
613,102714,12000,534.62,2,00/11-12-067-16W4/0,616.001,612.953,616.001,M,616.001,0674161211000,81.38099999999997
614,102714,13000,534.62,2,00/11-12-067-16W4/0,616.001,612.953,616.001,M,616.001,0674161211000,81.38099999999997
615,102714,14000,561.44,1,00/11-12-067-16W4/0,616.001,612.953,616.001,M,616.001,0674161211000,54.56099999999992
616,102719,1000,378.0,1,00/03-20-067-16W4/0,630.39,627.39,630.39,M,630.39,0674162003000,252.39
620,102719,5000,497.0,1,00/03-20-067-16W4/0,630.39,627.39,630.39,M,630.39,0674162003000,133.39
622,102719,7000,516.0,1,00/03-20-067-16W4/0,630.39,627.39,630.39,M,630.39,0674162003000,114.38999999999999
623,102719,9000,522.0,3,00/03-20-067-16W4/0,630.39,627.39,630.39,M,630.39,0674162003000,108.38999999999999
624,102719,9500,522.0,3,00/03-20-067-16W4/0,630.39,627.39,630.39,M,630.39,0674162003000,108.38999999999999
625,102719,10000,525.5,1,00/03-20-067-16W4/0,630.39,627.39,630.39,M,630.39,0674162003000,104.88999999999999
629,102719,14000,535.5,1,00/03-20-067-16W4/0,630.39,627.39,630.39,M,630.39,0674162003000,94.88999999999999
630,102743,1000,307.0,1,00/03-34-067-16W4/0,553.0,549.7,553.0,M,553.0,0674163403000,246.0
634,102743,5000,425.0,1,00/03-34-067-16W4/0,553.0,549.7,553.0,M,553.0,0674163403000,128.0
636,102743,7000,443.0,1,00/03-34-067-16W4/0,553.0,549.7,553.0,M,553.0,0674163403000,110.0
637,102743,9000,450.0,2,00/03-34-067-16W4/0,553.0,549.7,553.0,M,553.0,0674163403000,103.0
638,102743,9500,450.0,2,00/03-34-067-16W4/0,553.0,549.7,553.0,M,553.0,0674163403000,103.0
639,102743,10000,452.0,1,00/03-34-067-16W4/0,553.0,549.7,553.0,M,553.0,0674163403000,101.0
643,102743,14000,459.0,1,00/03-34-067-16W4/0,553.0,549.7,553.0,M,553.0,0674163403000,94.0
644,102752,1000,387.0,1,00/10-08-067-17W4/0,610.0,606.1,610.0,M,610.0,0674170810000,223.0
648,102752,5000,502.5,1,00/10-08-067-17W4/0,610.0,606.1,610.0,M,610.0,0674170810000,107.5
650,102752,7000,520.5,1,00/10-08-067-17W4/0,610.0,606.1,610.0,M,610.0,0674170810000,89.5
