API,Formation,MD,Datum Elevation
490251031100,SHNNu,382.95,
490251031100,SHNNl,462.74,
490251031100,SHNNbs,538.39,
490251030800,SHNNu,393.44,
490251030800,SHNNl,484.96,
490251068600,SHNNbs,377,
490251068600,SHNNl,302,
490251068600,SHNNu,220,
490251068600,F1WC,2470,
490251068600,F2WC,2846,
490251068600,F3WC,3081,
490251068600,CRLL,2220,
490251068600,NBRRws,1761,
490251068600,NBRRsg,1994.08,
490251068600,F2WCbase,2900,
490251068600,F3WCbase,3092,
490251114600,SHNNu,259.48,
490251114600,SHNNl,344.42,
490252251400,SHNNu,300.72,
490252251400,SHNNl,392.74,
490252251400,SHNNbs,468.38,
490252276000,MNKT,5389.38,
490252276000,A Sand,5473.52,
490252276000,B Dolo,5500.79,
490252276000,B Sand,5521.94,
490252276000,OPCH,5413.35,
490252276000,C1 Dolo,5576.94,
490252276000,F2WC,2891.37,
490252276000,F1WCBench1Base,2562.09,
490252276000,SHNNu,262.75,
490252276000,F1WC,2492.44,
490252276000,SHNNl,347.7,
490252276000,F2WCbase,2969.56,
490252276000,B1,2714.79,
490252276000,F2WC,2967.98,
490252276000,F1WCBench2Base,2652.74,
490252276000,F1WCBench2Top,2601.81,
490252276000,F1WCBench3Top,2659.87,
490252276000,F1WCbase,2668.46,
490252251500,SHNNu,300.07,
490252251500,SHNNl,390.25,
490252251500,SHNNbs,460.3,
490252252000,SHNNu,330.76,
490252252000,SHNNl,424.04,
490252252000,SHNNbs,493.63,
490251122800,SHNNu,245.09,
490251122800,SHNNl,330.03,
490252252500,SHNNl,419.36,
490252252500,SHNNu,326.79,
490252252500,SHNNbs,489.67,
490251101000,SHNNu,229.47,
490251101000,SHNNl,315.69,
490252264600,SHNNu,331.82,
490252264600,SHNNl,423.57,
490252264600,SHNNbs,496.4,
490251100400,SHNNu,229.34,
490251100400,SHNNl,316.61,
490251116500,SHNNu,242.49,
490251116500,SHNNl,328.69,
490251121100,SHNNu,230.83,
490251121100,SHNNl,317.69,
490252277700,SHNNu,295.16,
490252277700,SHNNl,382.15,
490252277700,SHNNbs,453.64,
490251041300,F2WC,2908.37,
490251041300,F2WCbase,2962.95,
490251041300,StAM,1672.77,
490251041300,SHNNbs,403.6,
490251041300,SHNNl,336.49,
490251041300,SHNNu,232.78,
490251041300,NBRRws,1800.68,
490251041300,NBRRsg,2024.37,
490251041300,CRLL,2255.52,
490251041300,F1WC,2502.06,
490251041300,F1WCbase,2614.44,
490251041300,B1,2733.69,
490251041300,StAM,1665.62,
490251041300,StFT,1028.63,
490251041300,StBR,645.74,
490251041300,StGD,1563.09,
490251041100,B1,2854.02,
490251041100,F1WC,2624.66,
490251041100,F2WCbase,3108.99,
490251041100,CRLL,2388.53,
490251041100,F1WCBench1Base,2704.11,
490251041100,SHNNu,462.98,
490251041100,SHNNl,545.5,
490251041100,SHNNbs,623.77,
490251041100,F1WCBench2Base,2786.9,
490251041100,NBRRws,1935.11,
490251041100,CRLL,2386.21,
490251041100,NBRRsg,2169.5,
490251041100,F1WC,2627.1,
490251041100,F1WCbase,2808.76,
490251041100,F3WC,3271.65,
490251041100,F3WCbase,3275.14,
490251041100,F2WC,3033,
490251041100,F1WCBench2Top,2720.98,
490251041100,F1WCBench3Top,2795.33,
490251041100,F1WCbase,2810.33,
490251040900,SHNNbs,291.11,
490251040900,SHNNl,217.95,
490251040900,NBRRws,1696.84,
490251040900,NBRRsg,1928.08,
490251040900,CRLL,2160.69,
490251040900,F1WC,2418.8,
490251040900,F1WCbase,2514.69,
490251040900,B1,2627.61,
490251040900,F2WC,2805.06,
490251040900,F2WCbase,2854.35,
490251040900,SHNNu,129.83,
490251040900,StBR,532.39,
490251040900,StFT,916.28,
490251040900,StAM,1559.82,
490251040900,StGD,1458.95,
490250637300,SHNNu,702.15,
490250637300,SHNNl,794.87,
490251078900,SHNNu,417.85,
490251078900,SHNNl,493,
490251078900,SHNNbs,572.05,
490251077700,SHNNu,238.46,
490251077700,SHNNl,320.77,
490251062200,SSXbase,99.51,
490251062200,SSXS,53.58,
490251062200,SHNNu,463.33,
490251062200,SHNNbs,621.25,
490251062200,SHNNl,541.69,
490251071800,SHNNu,298.03,
490251071800,SHNNl,390.08,
490251071800,SHNNbs,464.35,
490251077100,SSXS,72.3,
490251077100,SSXbase,125.83,
490251077100,SHNNu,496.57,
490251077100,SHNNl,595.7,
490251077100,SHNNbs,666.08,
490251098200,SHNNu,252.62,
490251098200,SHNNl,338.62,
490251118700,SSXbase,104.33,
490251118700,SSXS,58.51,
490251118700,SHNNu,462.63,
490251118700,SHNNl,541.44,
490251118700,SHNNbs,618.42,
490252248700,SHNNu,523.15,
490252248700,SHNNl,620.83,
490252248700,SHNNbs,689.39,
490252248700,SSXbase,151.22,
490252248700,SSXS,99.56,
490252256900,SHNNu,238.64,
490252256900,SHNNl,328.62,
490252265400,SHNNu,330.54,
490252265400,SHNNl,421.64,
490252265400,SHNNbs,495.22,
490252273900,SHNNu,303.15,
490252273900,SHNNl,392.28,
490252273900,SHNNbs,466.75,
490252277800,SHNNu,319.39,
490252277800,SHNNl,411.4,
490252277800,SHNNbs,484.38,
490251122500,SHNNu,233.33,
490251122500,SHNNl,318.73,
490251122700,SHNNu,231.17,
490251122700,SHNNl,316.12,
490251026400,SHNNu,551.74,
490251026400,SHNNl,630.18,
490251026400,B1,2976.01,
490251026400,F1WCBench1Base,2814.96,
490251026400,F1WC,2747.21,
490251026400,CRLL,2539.86,
490251026400,SHNNbs,708.63,
490251026400,SSXbase,187.46,
490251026400,SSXS,139.6,
490251026400,F2WC,3159.78,
490251026400,F1WCBench2Base,2884.62,
490251026400,F1WC,2748.08,
490251026400,F1WCbase,2934.21,
490251026400,CRLL,2526.06,
490251026400,NBRRsg,2300.04,
490251026400,NBRRws,2070.04,
490251026400,F2WCbase,3235.76,
490251026400,F1WCBench2Top,2845.49,
490251026400,F1WCbase,2934.17,
490251093700,F2WCbase,3027.34,
490251093700,B1,2779.47,
490251093700,SHNNu,317.85,
490251093700,SHNNl,403.73,
490251093700,DKOT,3858.68,
490251093700,F1WC,2557.5,
490251093700,SHNNbs,471.23,
490251093700,F2WC,2951.88,
490251093700,LKOT,3935.42,
490251093700,MWRY,3469.29,
490251093700,MRSN,3945.56,
490251093700,NBRRsg,2102.76,
490251093700,F1WC,2558.79,
490251093700,DKOT,3856.69,
490251093700,NBRRws,1869.39,
490251093700,CRLL,2318.82,
490251093700,F1WCbase,2577.75,
490251093700,F1WCbase,2733.84,
490251093700,LKOT,3933.02,
490251093700,MDDY,3704.7,
490251093700,MRSN,3959.57,
490251093700,MWRY,3469.74,
490250635800,SHNNu,718.43,
490250635800,SHNNl,810.12,
490250635800,SSXbase,341.34,
490250635800,SSXS,290.98,
490251027800,SHNNu,303.69,
490251027800,SHNNl,393.39,
490251027800,SHNNbs,469.35,
490251031700,SSXbase,167.04,
490251031700,SHNNu,536.54,
490251031700,SHNNl,629.13,
490251031700,SHNNbs,701.14,
490251031700,SSXS,114.75,
490250645200,SHNNl,979.08,
490250645200,SHNNu,882.34,
490250645200,SSXS,465.63,
490250645200,SSXbase,511.21,
490251033200,SHNNu,238.63,
490251033200,SHNNl,324.34,
490251030000,SHNNbs,684.84,
490251030000,SHNNu,530.45,
490251030000,SHNNl,607.71,
490251030000,SSXbase,165.02,
490251030000,SSXS,118.3,
490252284700,B Sand,5419.75,
490252284700,B Dolo,5399.1,
490252284700,OPCH,5343.02,
490252284700,MNKT,5329.66,
490252284700,F2WC,2871.39,
490252284700,F1WCBench1Base,2542.11,
490252284700,F1WC,2470.3,
490252284700,B1,2697.35,
490252284700,F1WCBench2Base,2634.83,
490252284700,F1WCBench2Top,2583.88,
490252284700,F1WCBench3Top,2639.92,
490252284700,F1WCbase,2649.47,
490252284700,F2WCbase,2946.2,
490252284701,MNKT,5303.46,
490252284701,OPCH,5318.26,
490252284701,B Dolo,5406.55,
490252284701,B Sand,5420.59,
490252284701,A Sand,5378.89,
490252284701,C1 Dolo,5479.23,
490252284701,F2WC,2868.89,
490252284701,F2WCbase,2942.04,
490251084600,F2WCbase,2932.33,
490251084600,NBRRsg,2025.71,
490251084600,CRLL,2239.89,
490251084600,NBRRws,1786.73,
490251084600,F1WC,2487.77,
490251084600,F2WC,2860.04,
490251084600,F3WC,3114.53,
490251084600,F2WCbase,2933.22,
490251084600,F3WCbase,3121.94,
490251084600,F1WCbase,2590.02,
490251084600,F2WC,2861.56,
490251084600,B1,2692.18,
490251084600,StFT,1040.28,
490251084600,StGD,1548.66,
490251084600,F1WCBench2Top,2515.07,
490251084600,F1WCBench3Top,2574.02,
490251084600,F1WCBench1Base,2503.56,
490251084600,F1WCBench2Base,2561.08,
490251084600,StBR,654.9,
490251084600,StAM,1653.6,
490251133200,SHNNu,248.17,
490251133200,SHNNl,331.19,
490251133200,SHNNbs,407.98,
490251133300,SHNNl,330.62,
490251133300,SHNNu,248.83,
490251095500,SHNNbs,451.8,
490251095500,SHNNu,294.15,
490251095500,SHNNl,381.61,
490251133400,SHNNu,224.71,
490251133400,SHNNl,309.95,
490251131600,SHNNu,250.37,
490251131600,SHNNl,335.4,
490251133500,SHNNu,228.6,
490251133500,SHNNl,313.92,
490251133500,SHNNbs,387.93,
490251098800,SHNNu,244.91,
490251098800,SHNNl,331.86,
490251131700,SHNNu,243.93,
490251131700,SHNNl,326.89,
490251081400,SHNNu,292.23,
490251081400,SHNNl,376.61,
490251081400,SHNNbs,452.77,
490251036500,F2WCbase,2929.57,
490251036500,F2WC,2871.09,
490251036500,StAM,1650.47,
490251036500,StBR,637.67,
490251036500,SHNNbs,394.22,
490251036500,SHNNl,325.09,
490251036500,SHNNu,226.48,
490251036500,NBRRws,1780.82,
490251036500,NBRRsg,2019.71,
490251036500,CRLL,2230.62,
490251036500,F1WC,2474.82,
490251036500,F1WCbase,2580.52,
490251036500,B1,2696.08,
490251036500,StFT,1020.95,
490250634900,SSXbase,351.7,
490250634900,SSXS,301.44,
490250634900,SHNNu,719.41,
490250634900,SHNNl,809.88,
490250643300,SSXbase,495.92,
490250643300,SSXS,447.87,
490250643300,SHNNu,867.79,
490250643300,SHNNl,964.94,
490250643300,SHNNbs,1032,
490251070100,SSXS,86.85,
490251070100,SSXbase,138.03,
490251070100,SHNNu,503.85,
490251070100,SHNNl,597.82,
490251072800,SHNNu,253.15,
490251072800,SHNNl,336.76,
490251041600,SSXbase,430.8,
490251041600,SSXS,381.72,
490251041600,SHNNu,800.75,
490251041600,SHNNl,899.67,
490251041600,SHNNbs,964.25,
490251069000,SHNNu,293.76,
490251069000,SHNNl,380.15,
490251069000,SHNNbs,453.53,
490251086900,MNKT,5254.42,
490251086900,OPCH,5277.13,
490251086900,B Sand,5390.9,
490251086900,C1 Dolo,5453.76,
490251086900,B Dolo,5370.64,
490251086900,A Sand,5343.16,
490251086900,B1,2686.74,
490251086900,F2WC,2857.83,
490251086900,F1WCBench1Base,2543.27,
490251086900,F1WC,2459.68,
490251086900,F2WCbase,2933.32,
490251086900,F2WC,2938.12,
490251086900,F1WCBench2Base,2620.87,
490251086900,F1WCBench2Top,2568.79,
490251086900,F1WCBench3Top,2628.16,
490251086900,F1WCbase,2638.94,
490251086900,TensleepFluidLevel,-71,
490251131800,SHNNu,278.7,
490251131800,SHNNl,361.94,
490251131800,SHNNbs,439.33,
490251083300,SHNNu,265.31,
490251083300,SHNNl,350.54,
490251083300,SHNNbs,422.95,
490251131900,SHNNu,232.87,
490251131900,SHNNl,315.62,
490251089400,SHNNu,285.94,
490251089400,SHNNl,375.35,
490251089400,SHNNbs,449.08,
490251081500,SHNNu,276,
490251081500,SHNNl,361.25,
490251081500,SHNNbs,437.76,
490251082900,SHNNu,279.58,
490251082900,SHNNl,367.61,
490251082900,SHNNbs,441.4,
490251134200,SHNNu,265.59,
490251134200,SHNNl,352.87,
490251082700,SHNNu,260.25,
490251082700,SHNNl,349.7,
490251082700,SHNNbs,421.06,
490251086000,SHNNu,259.21,
490251086000,SHNNl,345.66,
490251086000,SHNNbs,421.39,
490251095400,SHNNu,285.76,
490251095400,SHNNl,374.87,
490251095400,SHNNbs,447.35,
490251081600,SHNNu,280.46,
490251081600,SHNNl,365.68,
490251081600,SHNNbs,441.62,
490251082800,SHNNbs,435.06,
490251082800,SHNNu,271,
490251082800,SHNNl,352.6,
490251089500,SHNNu,269.3,
490251089500,SHNNl,356.94,
490251089500,SHNNbs,432.29,
490251134300,SHNNu,257.19,
490251134300,SHNNl,346.34,
490251098100,SHNNu,237.91,
490251098100,SHNNl,321.94,
490251098100,SHNNbs,395.59,
490251134400,SHNNu,276.21,
490251134400,SHNNl,363.83,
490251082100,SHNNu,277.66,
490251082100,SHNNl,370.6,
490251082100,SHNNbs,443.25,
490251103500,SHNNu,261.34,
490251103500,SHNNl,347.41,
490251134500,SHNNu,258.52,
490251134500,SHNNl,345.89,
490251098000,SHNNu,285.94,
490251098000,SHNNbs,389.61,
490251082200,SHNNu,264.17,
490251082200,SHNNl,349.14,
490251082200,SHNNbs,425.84,
490251040200,F2WCbase,2966.25,
490251040200,F2WC,2910.07,
490251040200,SHNNbs,386.51,
490251040200,SHNNl,310.1,
490251040200,SHNNu,217.69,
490251040200,NBRRws,1801.94,
490251040200,NBRRsg,2035.6,
490251040200,F1WCbase,2621.32,
490251040200,F1WC,2524.77,
490251040200,B1,2729.63,
490251040200,CRLL,2268.79,
490251040200,StBR,629.92,
490251040200,StFT,1012.38,
490251040200,StAM,1672,
490251040200,StGD,1568.66,
490251057400,F2WCbase,3011.46,
490251057400,CRLL,2385.24,
490251057400,F1WCBench2Top,2700.1,
490251057400,F1WCBench2Base,2718.76,
490251057400,F1WCbase,2727.16,
490251057400,F1WCBench1Base,2677.41,
490251057400,F1WC,2574.23,
490251057400,F1WCbase,2680.32,
490251057400,NBRRws,2007.03,
490251057400,F1WC,2581.74,
490251057400,SHNNu,563.86,
490251057400,SHNNl,652.38,
490251057400,B1,2774.55,
490251057400,NBRRsg,2176.02,
490251057400,F2WC,2939.29,
490251057400,B1,2772.28,
490250634000,SSXbase,359.02,
490250634000,SSXS,310.83,
490250634000,SHNNu,736.08,
490250634000,SHNNl,824.01,
490250968000,SSXS,434.06,
490250968000,SSXbase,481.12,
490250968000,SHNNl,887.42,
490250968000,SHNNbs,958.82,
490251030500,SSXS,104.33,
490251030500,SSXbase,151.26,
490251030500,SHNNu,461.92,
490251030500,SHNNl,557.66,
490251030500,SHNNbs,628.05,
490251028700,SHNNl,362.63,
490251028700,SHNNu,273.55,
490251028700,SHNNbs,438.56,
490251025100,F1WC,3498.7,
490251025100,DKOT,4794.65,
490251025100,F1WCBench2Base,3630.59,
490251025100,F2WCbase,3975.62,
490251025100,B1,3722.03,
490251025100,F1WCBench1Base,3540.14,
490251025100,F2WC,3909.99,
490251025100,F1WCBench2Top,3550.99,
490251025100,F1WCBench3Top,3663.15,
490251025100,F1WCbase,3678.53,
490251025100,LKOT,4867.73,
490251025100,MDDY,4648.87,
490251025100,MRSN,4893.06,
490251025100,MWRY,4417.48,
490251025100,THRM,4664.45,
490251062900,SHNNu,245.73,
490251062900,SHNNl,333.1,
490251062900,SHNNbs,406.08,
490251077800,MNKT,5241.29,
490251077800,C1 Dolo,5439.83,
490251077800,B Sand,5379.05,
490251077800,B Dolo,5358.9,
490251077800,A Sand,5331.42,
490251077800,OPCH,5265.48,
490251077800,F2WCbase,2898,
490251077800,SHNNu,231.81,
490251077800,SHNNl,317.06,
490251077800,SHNNbs,394.52,
490251077800,F2WC,2827,
490251077800,MDDY,3558.31,
490251077800,DKOT,3700.5,
490251077800,NBRRws,1776.34,
490251077800,THRM,3575.15,
490251077800,CRMT,4323.51,
490251077800,CRLL,2199.78,
490251087700,NBRRws,2017.89,
490251087700,CRLL,2473.13,
490251087700,F1WCbase,2853.69,
490251087700,NBRRsg,2274.67,
490251087700,F1WC,2726.88,
490251087700,B1,2957.83,
490251087700,StFT,1255.9,
490251087700,StGD,1790.05,
490251087700,F2WC,3114.85,
490251087700,F1WC,2723.55,
490251087700,F1WCbase,2905.83,
490251087700,F1WCBench3Top,2892.19,
490251087700,F1WCBench2Top,2783.01,
490251087700,F1WCBench2Base,2875.62,
490251087700,StBR,857.09,
490251087700,StAM,1892.57,
490251119800,SHNNu,692.77,
490251119800,SHNNl,769.03,
490251115700,SHNNu,274.66,
490251115700,SHNNl,359.82,
490251115700,SHNNbs,437.2,
490251082300,SHNNu,258.26,
490251082300,SHNNl,346.04,
490251082300,SHNNbs,420.28,
490251114300,SHNNu,282.89,
490251114300,SHNNl,362.94,
490251114300,SHNNbs,438.43,
490251041400,F2WCbase,2913.3,
490251041400,F2WC,2854.69,
490251041400,SHNNbs,383.76,
490251041400,SHNNl,310.55,
490251041400,SHNNu,224.36,
490251041400,NBRRws,1766.28,
490251041400,NBRRsg,1999.45,
490251041400,CRLL,2223.18,
490251041400,F1WC,2465.97,
490251041400,F1WCbase,2574.91,
490251041400,B1,2687.28,
490251041400,StAM,1642.32,
490251041400,StGD,1539.68,
490251041400,StFT,1010.94,
490251041400,StBR,626.61,
490251071000,B1,2670.57,
490251071000,F1WC,2443.08,
490251071000,DKOT,3727.06,
490251071000,CRLL,2202.39,
490251071000,F2WC,2844.37,
490251071000,F1WCBench1Base,2499.91,
490251071000,F1WCBench2Base,2606.98,
490251071000,F1WCBench2Top,2547.02,
490251071000,F1WCBench3Top,2615.54,
490251071000,F1WCbase,2625.11,
490251071000,F2WCbase,2921.25,
490251071000,LKOT,3793.46,
490251071000,MDDY,3588.24,
490251071000,MRSN,3820.21,
490251071000,MWRY,3358.18,
490251071000,THRM,3605.1,
490251092500,A Sand,5484.85,
490251092500,B Dolo,5514.95,
490251092500,B Sand,5537.03,
490251092500,C1 Dolo,5595.63,
490251092500,MNKT,5402.89,
490251092500,OPCH,5425.5,
490251092500,B1,2745.9,
490251092500,F2WC,2915.09,
490251092500,F1WC,2518.57,
490251092500,F2WCbase,2990.89,
490251092500,CRLL,2272.78,
490251092500,SHNNu,263.08,
490251092500,SHNNl,349.63,
490251092500,SHNNbs,423.88,
490251092500,F2WC,2995.88,
490251092500,DKOT,3825.36,
490251092500,MRSN,3913.26,
490251092500,F1WC,2520.05,
490251092500,CRLL,2274.33,
490251092500,NBRRws,1807.47,
490251092500,MWRY,3440.4,
490251092500,LKOT,3899.44,
490251092500,CRMT,4442.96,
490251092500,F1WCbase,2534.9,
490251092500,NBRRsg,2049.73,
490251092500,F1WCbase,2698.01,
490251092500,MDDY,3668.32,
490251092500,THRM,3684.39,
490251092500,TensleepFluidLevel,-436,
490250641900,SSXS,363.91,
490250641900,SHNNu,787.35,
490250641900,SHNNl,882.1,
490250641900,SSXbase,414.19,
490251071900,SHNNbs,423.88,
490251071900,SHNNl,351.34,
490251071900,SHNNu,264.37,
490252268500,SSXbase,454.84,
490252268500,SSXS,406.48,
490252268500,SHNNu,825.62,
490252268500,SHNNl,899.31,
490252268500,SHNNbs,975.31,
490251095900,SHNNu,819.03,
490251095900,SHNNl,899.1,
490251095900,SHNNbs,976.67,
490251095900,SSXbase,453.69,
490251095900,SSXS,409.89,
490251095900,F1WC,3035.8,
490251095900,F1WCbase,3221.05,
490251095900,MWRY,3973.52,
490251095900,F3WC,3683.43,
490251095900,F3WCbase,3688.33,
490251095900,LKOT,4425.4,
490251095900,MRSN,4446.65,
490251095900,DKOT,4355.53,
490251095900,NBRRws,2336.31,
490251095900,NBRRsg,2578.5,
490251095900,CRLL,2789.59,
490251095900,F2WC,3455.08,
490251095900,F2WCbase,3528.41,
490251081300,SHNNbs,438.55,
490251081300,SHNNl,360.84,
490251081300,SHNNu,278.45,
490251059000,SHNNu,794.82,
490251059000,SHNNl,887.34,
490251059000,SHNNbs,961.54,
490251059000,SSXbase,431.52,
490251059000,SSXS,383.33,
490251077200,SSXS,59.31,
490251077200,SSXbase,117.07,
490251077200,SHNNu,488.83,
490251077200,SHNNl,581.25,
490251077200,SHNNbs,652.66,
490251061000,MNKT,5260.56,
490251061000,OPCH,5278.44,
490251061000,B Sand,5381.79,
490251061000,B Dolo,5361.12,
490251061000,A Sand,5339.13,
490251061000,C1 Dolo,5438.52,
490251061000,THRM,3606.45,
490251061000,LKOT,3800.21,
490251061000,ALCV,4418.41,
490251061000,F3WC,3081.29,
490251061000,MWRY,3354.22,
490251061000,RDPK,4441.33,
490251061000,SNDCu,3977.6,
490251061000,C2 Sand,5453.81,
490251061000,C1 Sand,5442.51,
490251061000,C2 Dolo,5446.54,
490251061000,C3 Dolo,5459.94,
490251061000,C3 Sand,5469.92,
490251061000,C4 Dolo,5479.1,
490251061000,C4 Sand,5487.99,
490251061000,MDDY,3591.55,
490251061000,DKOT,3728.66,
490251061000,MRSN,3821.07,
490251061000,TensleepFluidLevel,-42,
490251085400,F2WC,2684.73,
490251085400,F2WCbase,2721.23,
490251085400,SHNNbs,233.58,
490251085400,SHNNl,159.97,
490251085400,SHNNu,68.7,
490251085400,NBRRws,1607.58,
490251085400,NBRRsg,1832.32,
490251085400,CRLL,2040.92,
490251085400,F1WC,2289.18,
490251085400,F1WCbase,2389.49,
490251085400,B1,2501.77,
490251085400,F3WC,2920.08,
490251085400,F3WCbase,2929.53,
490251133000,SHNNu,255.27,
490251133000,SHNNl,341.84,
490251030600,SHNNu,434.45,
490251030600,SHNNl,526.07,
490251030600,SHNNbs,599.37,
490251030600,SSXbase,66.87,
490251108700,SHNNu,308.59,
490251108700,SHNNl,389.49,
490251108700,SHNNbs,463.57,
490251123900,SHNNbs,425.86,
490251123900,SHNNu,263.78,
490251123900,SHNNl,347.3,
490251132700,SHNNu,264.67,
490251132700,SHNNl,352.31,
490251132700,SHNNbs,427.56,
490251121600,SHNNu,259.16,
490251121600,SHNNl,345.13,
490251120900,SHNNu,258.44,
490251120900,SHNNl,343.78,
490251120900,SHNNbs,420.5,
490251135100,SHNNu,261.38,
490251135100,SHNNl,347.95,
490251135100,SHNNbs,422.7,
490251128900,SHNNu,253.19,
490251128900,SHNNl,342.24,
490251036000,B1,2938.88,
490251036000,F1WCBench2Top,2761.09,
490251036000,StBR,939.64,
490251036000,StGD,1800.9,
490251036000,NBRRws,2029.37,
490251036000,CRLL,2488.73,
490251036000,F2WCbase,3184.8,
490251036000,F1WCBench1Base,2754.34,
490251036000,F2WC,3116.51,
490251036000,F1WCbase,2892.7,
490251036000,F1WC,2742.16,
490251036000,StFT,1324.61,
490251036000,StAM,1906.57,
490251036000,SHNNbs,694.24,
490251036000,SHNNl,629.78,
490251036000,SHNNu,540.41,
490251036000,F1WCBench3Top,2865.79,
490251036000,F1WCBench2Base,2849.14,
490250663200,F2WC,2711.19,
490250663200,SHNNbs,232.34,
490250663200,SHNNl,160.92,
490250663200,NBRRws,1646.25,
490250663200,NBRRsg,1863.51,
490250663200,CRLL,2060.5,
490250663200,F1WC,2315.01,
490250663200,F1WCbase,2416.12,
490250663200,B1,2530.69,
490251088500,F2WCbase,2977.17,
490251088500,F3WC,3101.71,
490251088500,F3WCbase,3116.04,
490251088500,F2WC,2854.4,
490251088500,F2WCbase,2918.4,
490251088500,F1WC,2476.8,
490251088500,F1WCbase,2572.8,
490251088500,CRLL,2217.6,
490251088500,NBRRsg,1995.2,
490251088500,SHNNu,235.52,
490251088500,SHNNl,324.68,
490251088500,SHNNbs,400.93,
490251088500,NBRRws,1770.97,
490251088500,F2WC,2901.09,
490251088500,B1,2683.2,
490251088500,StBR,606.58,
490251088500,StFT,999.86,
490251088500,StAM,1647.98,
490251088500,StGD,1543.45,
490251029100,SHNNbs,458.95,
490251029100,SHNNl,381.64,
490251029100,SHNNu,300.03,
490250632800,SHNNu,758.13,
490250632800,SHNNl,845.31,
490250632800,SSXbase,403.9,
490250632800,SSXS,356.96,
490250632800,SHNNbs,917.85,
490250640500,SSXS,384.88,
490250640500,SSXbase,432.78,
490250640500,SHNNl,898.63,
490250640500,SHNNu,805.41,
490251096900,SHNNu,313.18,
490251096900,SHNNl,403.83,
490251096900,SHNNbs,472.78,
490251028800,SHNNu,249.24,
490251028800,SHNNl,332.9,
490251028800,SHNNbs,409.44,
490251023200,SHNNu,408.71,
490251023200,SHNNl,502.32,
490251023200,SHNNbs,570.14,
490251023200,SSXbase,37.78,
490251023200,F1WCbase,2805.74,
490251023200,NBRRws,1930.52,
490251023200,F2WC,3022.38,
490251023200,F3WC,3266.07,
490251023200,F1WC,2629.97,
490251023200,F1WCBench1Base,2680.94,
490251023200,B1,2857.56,
490251023200,CRLL,2392.58,
490251023200,NBRRsg,2166.3,
490251023200,F2WCbase,3096.75,
490251023200,F3WCbase,3273.98,
490251089000,MNKT,5400.68,
490251089000,OPCH,5422.71,
490251089000,A Sand,5488.25,
490251089000,B Sand,5536.36,
490251089000,C1 Dolo,5594.99,
490251089000,B Dolo,5514.8,
490251089000,SHNNu,264.35,
490251089000,SHNNl,352.31,
490251089000,F2WC,2902.98,
490251089000,F2WCbase,2981.55,
490251089000,F1WC,2503.82,
490251089000,CRLL,2263.62,
490251089000,B1,2731.54,
490251089000,ALCV,4515.01,
490251089000,F1WCBench1Base,2569.62,
490251089000,SHNNbs,426.11,
490251089000,DKOT,3812.54,
490251089000,F2WC,2981.87,
490251089000,F1WCbase,2680.79,
490251089000,F3WC,3153.55,
490251089000,MDDY,3664.7,
490251089000,MWRY,3427.96,
490251089000,RDPK,4539.17,
490251089000,SNDCu,4084.06,
490251089000,THRM,3678.23,
490251089000,TensleepFluidLevel,-45,
490251123500,SHNNu,275.26,
490251123500,SHNNl,359.97,
490251123500,SHNNbs,437.28,
490251113700,SSXS,293.52,
490251113700,SSXbase,340.89,
490251113700,SHNNu,713.33,
490251113700,SHNNl,805.89,
490251114400,SHNNu,351.82,
490251114400,SHNNl,435.32,
490251114400,SHNNbs,514.96,
490251116300,SHNNu,280.06,
490251116300,SHNNl,365.57,
490251116300,SHNNbs,441.51,
490251129000,SHNNu,265.94,
490251099900,SHNNu,266.89,
490251099900,SHNNl,353.17,
490251099900,SHNNbs,428.44,
490251100600,SHNNu,263.53,
490251100600,SHNNl,347.23,
490251100600,SHNNbs,422.89,
490251123400,SHNNu,261.78,
490251123400,SHNNl,347.28,
490251123400,SHNNbs,422.09,
490251117800,SHNNu,256.89,
490251117800,SHNNl,343.67,
490251117800,SHNNbs,418.61,
490251099700,SHNNu,256.69,
490251099700,SHNNl,342.24,
490251099700,SHNNbs,418.18,
490251102500,SHNNu,253.2,
490251102500,SHNNl,339.14,
490251102500,SHNNbs,417.24,
490251108800,SHNNbs,483.81,
490251108800,SHNNl,401.88,
490251108800,SHNNu,324.51,
490251100100,SHNNu,253.29,
490251100100,SHNNl,340.74,
490251100100,SHNNbs,415.05,
490251031800,F2WCbase,3096.26,
490251031800,B1,2854.82,
490251031800,F1WC,2631.03,
490251031800,CRLL,2383.53,
490251031800,F2WC,3020.74,
490251031800,F1WCbase,2803.43,
490251037900,F2WCbase,2947.1,
490251037900,StBR,666.78,
490251037900,StGD,1580.78,
490251037900,StFT,1051.46,
490251037900,StAM,1683.36,
490251037900,F2WC,2900.8,
490251037900,SHNNbs,424.1,
490251037900,SHNNl,350.89,
490251037900,SHNNu,255.31,
490251037900,NBRRws,1816.08,
490251037900,NBRRsg,2032.66,
490251037900,CRLL,2252.38,
490251037900,F1WC,2496.63,
490251037900,F1WCbase,2611.3,
490251037900,B1,2725.97,
490251078100,F2WCbase,2915.36,
490251078100,F2WC,2850.84,
490251078100,F2WC,2851.03,
490251078100,F2WCbase,2913.34,
490251078100,F1WC,2468.86,
490251078100,F1WCbase,2570.42,
490251078100,CRLL,2219.62,
490251078100,F3WC,3098.89,
490251078100,F3WCbase,3105.81,
490251078100,NBRRsg,1997.48,
490251078100,NBRRws,1766.69,
