API,Formation,MD,Datum Elevation
490251066500,SSXbase,68.57,
490251066500,SHNNbs,597.79,
490251068200,SHNNu,406.96,
490251068200,SHNNl,499.11,
490250649800,SHNNl,749.15,
490250649800,SSXbase,295.87,
490250649800,SHNNu,657.65,
490250649800,SHNNbs,821.82,
490250649800,SSXS,260.71,
490251034400,SSXbase,128.48,
490251034400,SSXS,80.62,
490251034400,SHNNbs,653.9,
490251034400,SHNNl,579.93,
490251034400,SHNNu,496.69,
490250639400,SSXbase,118.53,
490250639400,SHNNu,464.31,
490250639400,SHNNl,550.9,
490250639400,SHNNbs,622.08,
490251044100,F1WC,2650.32,
490251044100,B1,2901.42,
490251044100,F1WCbase,2852.8,
490251135900,F1WC,2470,
490251135900,SHNNu,212,
490251135900,F2WC,2879,
490251026300,F1WC,2521.68,
490251026300,B1,2748.12,
490251026300,F1WCbase,2696.8,
490251073200,B1,2819.95,
490251073200,F2WC,2989.89,
490251073200,F1WC,2608.49,
490251073200,CRLL,2371.57,
490251073200,F1WCbase,2670.57,
490251084800,B1,2595.9,
490251084800,F2WC,2784.25,
490251021200,B1,2756.98,
490251021200,F2WC,2924.8,
490251021200,F1WC,2538.24,
490251021200,F1WC,2539.26,
490251021200,F1WCbase,2557.85,
490251021200,F2WC,2927.69,
490251021200,F1WCbase,2710.71,
490251057500,F2WC,2753.74,
490251057500,F1WC,2350.06,
490251057500,F1WCbase,2372.26,
490251057500,CRLL,2101.1,
490251058800,B1,2746.35,
490251058800,F1WCbase,2635.28,
490251058800,F2WC,2911.63,
490251058800,F1WC,2525.53,
490251058800,CRLL,2280.91,
490251043700,F2WC,2865.77,
490251043700,F2WC,2866.5,
490251043700,F1WCbase,2586.48,
490251043700,F1WC,2480.33,
490251043700,CRLL,2230.33,
490251043700,NBRRsg,2009.74,
490251043700,B1,2689.09,
490251056000,NBRRsg,2026.5,
490251056000,CRLL,2240.93,
490251056000,F1WC,2482.72,
490251056000,F1WCbase,2596.73,
490251056000,B1,2701.92,
490251103900,SHNNu,671.57,
490251103900,SHNNl,764.21,
490251103900,SSXS,253.3,
490251103900,SSXbase,298.94,
490251103900,SHNNbs,831.53,
490252249700,SHNNu,560.13,
490252249700,SHNNl,641.04,
490252249700,SHNNbs,716.47,
490252249700,SSXbase,191.22,
490252249700,SSXS,144.6,
490251106800,SSXbase,371.83,
490251106800,SSXS,330.61,
490251106800,SHNNu,717.04,
490251106800,SHNNl,812.15,
490251106800,SHNNbs,878.76,
490251087300,F2WCbase,3298.7,
490251087300,F1WCBench1Base,2892.44,
490251087300,F1WCBench2Base,2983.58,
490251087300,F1WC,2806.03,
490251087300,CRLL,2563.7,
490251087300,F2WC,3225.76,
490251087300,F1WCBench2Top,2915.22,
490251087300,F1WCBench3Top,2987.92,
490251087300,F1WCbase,3003.39,
490251110200,F2WCbase,3015.07,
490251110200,SHNNu,308.13,
490251110200,SHNNbs,475.76,
490251110200,SHNNl,400.88,
490251110200,F2WC,2951.1,
490251110200,NBRRws,1863.48,
490251110200,NBRRsg,2100.21,
490251110200,F1WC,2568.4,
490251110200,B1,2785.3,
490251110200,SHNNl,404.78,
490251110200,F1WC,2562.19,
490251110200,F1WCbase,2732.54,
490251110200,F1WCBench1Base,2578.7,
490251110200,F1WCBench2Top,2618.68,
490251110200,F1WCBench2Base,2694.3,
490251110200,F1WCBench3Top,2706.46,
490251110200,NBRRws,1861.86,
490251110200,CRLL,2314.64,
490251110200,StAM,1732.54,
490251110200,CRLL,2321.08,
490251110200,F1WCbase,2671.56,
490251039400,SHNNu,391.75,
490251039400,SHNNl,478.23,
490250637600,SHNNu,548.45,
490250637600,SHNNl,636.05,
490250637600,SHNNbs,708.86,
490250637600,SSXbase,178.7,
490250637600,SSXS,130.92,
490250648000,SSXS,276.51,
490250648000,SSXbase,323.82,
490250648000,SHNNu,678.3,
490250648000,SHNNl,769.82,
490250648000,SHNNbs,841.32,
490251039500,SHNNu,352.57,
490251039500,SHNNl,443.56,
490251039500,SHNNbs,519.36,
490251124700,SHNNu,314.22,
490251124700,SHNNl,409.61,
490251124700,SHNNbs,481.97,
490251104000,SSXS,210.68,
490251104000,SSXbase,257.57,
490251104000,SHNNl,694.55,
490251104000,SHNNu,598.4,
490251104000,SHNNbs,767.93,
490251108600,SHNNu,601.38,
490251108600,SHNNl,694.81,
490251108600,SSXbase,226.55,
490251108600,SSXS,179.27,
490251106900,SSXS,247.99,
490251106900,SSXbase,296.54,
490251106900,SHNNu,670.14,
490251106900,SHNNl,767.61,
490251106900,SHNNbs,834.55,
490251044300,SHNNu,179.83,
490251044300,F1WC,2448.05,
490251044300,B1,2667.02,
490251044300,F2WC,2841.62,
490251044300,F2WCbase,2896.19,
490251044300,StAM,1616.59,
490251044300,StBR,583.2,
490251044300,SHNNbs,341.03,
490251044300,NBRRws,1746.14,
490251044300,SHNNl,267.12,
490251044300,NBRRsg,1973.74,
490251044300,CRLL,2203.25,
490251044300,F1WCbase,2552.37,
490251044300,StFT,965.42,
490251039600,B1,2752.84,
490251039600,F1WCBench2Base,2673.87,
490251039600,SHNNu,261.65,
490251039600,SHNNl,355.69,
490251039600,SHNNbs,432.93,
490251039600,F2WCbase,2984.84,
490251039600,F2WC,2919.45,
490251039600,CRLL,2284.79,
490251039600,NBRRws,1816.75,
490251039600,NBRRsg,2050.77,
490251039600,F1WC,2530.81,
490251039600,F1WCbase,2703.57,
490251094600,F1WC,2585.63,
490251094600,SHNNu,341.77,
490251094600,SHNNl,434,
490251094600,F2WCbase,3063.26,
490251094600,B1,2808.03,
490251094600,F1WCBench1Base,2663.42,
490251094600,F1WCBench2Base,2747.98,
490251094600,F2WC,2986.44,
490251094600,F1WCBench2Top,2696.02,
490251094600,F1WCBench3Top,2753.07,
490251094600,F1WCbase,2764.79,
490251040500,StGD,1489,
490251040500,StBR,569.92,
490251040500,StAM,1591.02,
490251040500,StFT,952.5,
490251040500,SHNNu,166.27,
490251040500,F2WC,2811.83,
490251040500,F2WCbase,2852.23,
490251040500,NBRRws,1722.46,
490251040500,SHNNbs,324.14,
490251040500,SHNNl,250.66,
490251040500,NBRRsg,1954.76,
490251040500,CRLL,2150.9,
490251040500,F1WC,2395.53,
490251040500,F1WCbase,2506.12,
490251040500,B1,2638.66,
490250636500,SHNNu,552.97,
490250636500,SHNNl,643.55,
490250636500,SHNNbs,715.88,
490250636500,SSXbase,185.65,
490250636500,SSXS,138.2,
490250646800,SSXS,228.93,
490250646800,SSXbase,278.71,
490250646800,SHNNu,650.73,
490250646800,SHNNl,744.47,
490250646800,SHNNbs,810.02,
490251065300,SHNNu,360.77,
490251065300,SHNNl,445.02,
490251067200,SHNNu,338.53,
490251067200,SHNNl,415.27,
490251067200,SHNNbs,485.63,
490251107500,SSXbase,146.85,
490251107500,SSXS,98.13,
490251107500,SHNNu,520.32,
490251107500,SHNNbs,625.86,
490252248300,SSXS,267.86,
490252248300,SSXbase,313.45,
490252248300,SHNNu,679.08,
490252248300,SHNNl,773.98,
490252248300,SHNNbs,841.49,
490251109300,SHNNu,311.09,
490251109300,SHNNl,393.77,
490251026200,F2WC,2873.59,
490251026200,StAM,1641.68,
490251026200,StFT,1001.02,
490251026200,StBR,622.45,
490251026200,SHNNbs,377.95,
490251026200,SHNNl,306.59,
490251026200,SHNNu,208.8,
490251026200,NBRRws,1772.14,
490251026200,NBRRsg,2004.73,
490251026200,CRLL,2232.98,
490251026200,F1WC,2481.26,
490251026200,F1WCbase,2584.37,
490251026200,B1,2699.78,
490251087600,F2WCbase,3460.14,
490251087600,SHNNu,769.67,
490251087600,SHNNl,848.66,
490251087600,B1,3200.39,
490251087600,F1WCBench1Base,3061.04,
490251087600,F1WC,2983.89,
490251087600,F1WCBench2Base,3144.02,
490251087600,CRLL,2740.92,
490251087600,SHNNbs,927.64,
490251087600,SSXbase,400.19,
490251087600,SSXS,352.67,
490251087600,F1WC,2985.65,
490251087600,F2WC,3385.19,
490251087600,F1WCbase,3160.45,
490251087600,CRLL,2740.2,
490251087600,NBRRsg,2517.3,
490251087600,NBRRws,2275.11,
490251087600,F1WCBench2Top,3076.32,
490251087600,F1WCBench3Top,3149.46,
490251087600,F1WCbase,3158.53,
490251059800,F1WC,2614.35,
490251059800,SHNNu,366.53,
490251059800,SHNNl,452.41,
490251059800,F1WCBench2Base,2771.46,
490251059800,F2WCbase,3090.57,
490251059800,B1,2836.64,
490251059800,F1WCBench1Base,2695.25,
490251059800,F2WC,3017.03,
490251059800,F1WCBench2Top,2722.39,
490251059800,F1WCBench3Top,2780.85,
490251059800,F1WCbase,2789.21,
490251080800,SHNNu,360.83,
490251080800,SHNNl,446.76,
490250636000,SHNNu,560.27,
490250636000,SHNNl,647.81,
490250636000,SSXbase,186.93,
490250636000,SSXS,136.31,
490250644600,SHNNl,704.06,
490250644600,SHNNu,609.79,
490250644600,SHNNbs,769.77,
490251030400,SSXS,92.72,
490251030400,SSXbase,141.74,
490251030400,SHNNu,435.88,
490251030400,SHNNl,535.98,
490251030400,SHNNbs,600.32,
490250952500,F2WC,2871.68,
490250952500,F2WCbase,2919.15,
490250952500,SHNNbs,356.23,
490250952500,SHNNl,282.62,
490250952500,SHNNu,197.18,
490250952500,NBRRws,1772.5,
490250952500,NBRRsg,2005.49,
490250952500,CRLL,2232.02,
490250952500,B1,2694.53,
490250952500,F1WC,2492.42,
490250952500,F1WCbase,2581.38,
490250952500,StBR,611.24,
490250952500,StFT,997.71,
490250952500,StAM,1637.87,
490250952500,StGD,1535.34,
490251099300,SHNNu,962.97,
490251099300,SHNNl,1053.64,
490251099300,F1WCBench1Base,3237.67,
490251099300,DKOT,4512.08,
490251099300,F2WCbase,3704.38,
490251099300,F1WC,3220.36,
490251099300,CRLL,2973.05,
490251099300,B1,3445.55,
490251099300,F1WCBench2Base,3304.76,
490251099300,F2WC,3633.02,
490251099300,F1WCBench2Top,3258.31,
490251099300,F1WCBench3Top,3362.27,
490251099300,F1WCbase,3400.33,
490251099300,MDDY,4368.89,
490251099300,MWRY,4139.2,
490251099300,THRM,4383.5,
490251028500,SHNNu,281.62,
490251028500,SHNNl,365.91,
490251028500,SHNNbs,444.15,
490252267800,SSXS,284.82,
490252267800,SSXbase,330.58,
490252267800,SHNNl,784.22,
490252267800,SHNNu,703.64,
490252267800,SHNNbs,861.82,
490251112500,SHNNu,559.41,
490251112500,SHNNl,648.72,
490251112500,SHNNbs,722.6,
490251112500,SSXS,193.57,
490251109400,SHNNl,452.54,
490251109400,SHNNu,378.93,
490251039700,StAM,1564.04,
490251039700,StFT,910.29,
490251039700,F2WC,2785.42,
490251039700,StGD,1461.42,
490251039700,StBR,527.25,
490251039700,SHNNu,126.5,
490251039700,SHNNl,211.43,
490251039700,NBRRws,1697.53,
490251039700,NBRRsg,1908.68,
490251039700,SHNNbs,284.32,
490251039700,F1WC,2368.11,
490251039700,F1WCbase,2481.3,
490251039700,B1,2607.5,
490251039700,F2WCbase,2824.51,
490251039700,CRLL,2122.02,
490251079500,F2WCbase,2902.75,
490251079500,F2WC,2847,
490251079500,NBRRsg,1975.44,
490251079500,F1WC,2456.6,
490251079500,CRLL,2204.64,
490251079500,F1WCbase,2563.57,
490251079500,B1,2675.29,
490251079500,NBRRws,1767.24,
490251079500,F3WC,3090.27,
490251079500,F3WCbase,3101.13,
490251079500,StBR,601.19,
490251079500,StFT,988.85,
490251079500,StAM,1628.92,
490251079500,StGD,1533.22,
490251079500,SHNNbs,358.45,
490251079500,SHNNl,285.88,
490251079500,SHNNu,199.02,
490251034500,F2WCbase,3060.86,
490251034500,B1,2818.88,
490251034500,F1WCbase,2769.92,
490251034500,F1WCBench2Top,2746.48,
490251034500,CRLL,2389.39,
490251034500,F1WCBench1Base,2719.84,
490251034500,NBRRsg,2192.26,
490251034500,SHNNbs,784.47,
490251034500,NBRRws,1952.04,
490251034500,SHNNl,709.88,
490251034500,F2WC,2996.82,
490251034500,F2WCbase,3062.9,
490251034500,F1WC,2617.62,
490251034500,F1WCbase,2636.29,
490251034500,F2WC,2997.2,
490251034500,StFT,1410.08,
490251034500,SHNNu,625.63,
490251034500,StBR,1028.22,
490251034500,StAM,1817.97,
490251034500,StGD,1715.57,
490251094400,F2WCbase,2971.58,
490251094400,F1WCBench1Base,2517.54,
490251094400,F3WCbase,3164.65,
490251094400,MRSN,3906.89,
490251094400,F2WC,2902.44,
490251094400,SSXbase,129.88,
490251094400,SSXS,82.66,
490251094400,SHNNu,500.44,
490251094400,SHNNl,597.26,
490251094400,SHNNbs,670.77,
490251094400,F1WC,2511.6,
490251094400,F1WCbase,2516.97,
490251094400,CRLL,2265.51,
490251094400,NBRRsg,2036.35,
490251094400,NBRRws,1797.27,
490251094400,F1WCbase,2687.18,
490251094400,B1,2736.46,
490251094400,F1WCBench2Base,2658.73,
490251094400,F1WC,2510.11,
490251094400,F1WCBench2Top,2608.37,
490251094400,F1WCBench3Top,2678.55,
490251094400,F3WC,3152.51,
490251094400,MWRY,3414.81,
490251094400,THRM,3664.4,
490251094400,MDDY,3658.51,
490251094400,DKOT,3804.48,
490251094400,LKOT,3882.17,
490251092900,F1WC,2634.32,
490251092900,F1WCBench2Base,2792.29,
490251092900,F2WCbase,3110.33,
490251092900,SHNNbs,550.38,
490251092900,B1,2856.31,
490251092900,F1WCBench1Base,2711.02,
490251092900,F2WC,3034.46,
490251092900,F1WCBench2Top,2743.32,
490251092900,F1WCBench3Top,2800.63,
490251092900,F1WCbase,2809.35,
490250635000,SHNNl,599.83,
490250635000,SHNNu,511.7,
490250635000,SSXS,145.98,
490250644000,SSXS,204.67,
490250644000,SSXbase,252.7,
490250644000,SHNNu,625.87,
490250644000,SHNNl,719.69,
490251058400,CRLL,2369.32,
490251058400,CRLL,2322.78,
490251058400,NBRRsg,2169.29,
490251058400,NBRRws,1930.8,
490251058400,SHNNu,607.65,
490251058400,SHNNl,694.33,
490251058400,SHNNbs,768.85,
490251058400,SSXbase,236.73,
490251058400,SSXS,197.3,
490251058400,F1WC,2581.39,
490251058400,StFT,1373.08,
490251058400,StAM,1773.23,
490251058400,StGD,1670.11,
490251058400,StBR,1013.67,
490251061800,SHNNbs,603.13,
490251061800,SHNNl,533,
490251061800,SHNNu,436.56,
490251065800,SHNNu,405.43,
490251065800,SHNNl,492.1,
490251065800,SHNNbs,568.17,
490251063500,SHNNl,697.66,
490251063500,SHNNu,619.14,
490251063500,SHNNbs,773.2,
490251063500,SSXbase,250.4,
490251063500,SSXS,204.68,
490251066600,SHNNu,322.89,
490251066600,SHNNl,414.22,
490251066600,SHNNbs,485.97,
490251095000,B1,2752.49,
490251095000,SHNNu,291.38,
490251095000,SHNNl,379.74,
490251095000,SHNNbs,454.17,
490251095000,F1WC,2541.45,
490251095000,F2WC,2924.52,
490251095000,F2WCbase,3000.06,
490251095000,F1WCBench1Base,2585.33,
490251095000,F2WC,2921.61,
490251095000,NBRRws,1828.83,
490251095000,NBRRsg,2076.89,
490251095000,CRLL,2299.01,
490251095000,F1WC,2540.58,
490251095000,F1WCbase,2558.42,
490251095000,MWRY,3446.89,
490251095000,DKOT,3835.71,
490251095000,F1WCbase,2704.02,
490251095000,LKOT,3906.06,
490251095000,MDDY,3687.03,
490251095000,MRSN,3933.94,
490251095000,MWRY,3449.41,
490252282200,SHNNu,416.4,
490252282200,SHNNl,493.44,
490252282200,SHNNbs,571.39,
490252282200,NBRRws,1920.32,
490252282200,NBRRsg,2149.49,
490252282200,CRLL,2382.65,
490252273300,SSXbase,252.86,
490252273300,SHNNl,706.17,
490252273300,SSXS,207.12,
490252273300,SHNNu,622.31,
490252273300,SHNNbs,774.79,
490251033900,F1WC,2490.32,
490251033900,F2WCbase,2946.08,
490251033900,F2WC,2876.17,
490251033900,F1WC,2490.35,
490251033900,F1WCbase,2504.51,
490251033900,CRLL,2250.87,
490251033900,NBRRsg,2091.51,
490251033900,NBRRws,1909.42,
490251033900,SHNNbs,618.2,
490251033900,B1,2710.91,
490251033900,F1WCbase,2657.3,
490251033900,F1WCBench1Base,2504.26,
490251033900,F1WCBench2Top,2520.83,
490251033900,F1WCBench2Base,2629.03,
490251029000,SHNNu,387.33,
490251029000,SHNNl,467.81,
490251029000,SHNNbs,548.28,
490251062000,SHNNu,671.67,
490251062000,SHNNl,749.8,
490251062000,SHNNbs,827.02,
490251062000,SSXbase,298.12,
490251062000,SSXS,249.63,
490250644100,SSXS,192.34,
490250644100,SSXbase,243.36,
490250644100,SHNNu,610.09,
490250644100,SHNNl,703.23,
490250644100,SHNNbs,773.95,
490251061700,StFT,1259.24,
490251061700,StAM,1699.48,
490251061700,StBR,864.01,
490251027200,SSXbase,180.51,
490251027200,SHNNu,550.56,
490251027200,SHNNbs,711.09,
490251027200,SHNNl,638.12,
490251030700,SHNNu,309.46,
490251030700,SHNNl,396.22,
490251030700,SHNNbs,471.25,
490251031500,SHNNu,445.32,
490251031500,SHNNl,538.01,
490251031500,SHNNbs,613.58,
490251031500,SSXbase,78.72,
490251123800,SHNNbs,783.33,
490251123800,SHNNl,707.98,
490251123800,SHNNu,616.55,
490251123800,SSXS,250.85,
490251123800,SSXbase,297.07,
490251107000,SHNNl,659.3,
490251107000,SSXS,145.36,
490251107000,SSXbase,195.51,
490251107000,SHNNu,564.27,
490251107000,F1WC,2760.67,
490251107000,F2WCbase,3239.99,
490251107000,CRLL,2516.71,
490251107000,SHNNbs,727.88,
490251107000,F2WC,3177.82,
490251107000,LKOT,4138.32,
490251107000,DKOT,4062.43,
490251107000,F2WC,3176.21,
490251107000,B1,3006.66,
490251107000,F1WCbase,2957.76,
490252267500,SHNNu,513.67,
490252267500,SHNNl,598.27,
490252267500,SHNNbs,673.7,
490252267500,SSXbase,158.96,
490252267500,SSXS,108,
490251084100,SHNNu,499.73,
490251084100,SHNNl,591.79,
490251084100,SHNNbs,659.94,
490251084100,SSXbase,126.69,
490251084100,SSXS,95.6,
490251039200,F2WCbase,2827.48,
490251039200,F2WC,2780.63,
490251039200,NBRRsg,1901.26,
490251039200,NBRRws,1680.54,
490251039200,SHNNbs,342.8,
490251039200,B1,2606.29,
490251039200,F1WCbase,2486.37,
490251039200,F3WC,3021.47,
490251039200,SHNNl,270.76,
490251039200,CRLL,2126.76,
490251039200,F1WC,2372.54,
490251039200,F3WCbase,3025.65,
490251039200,StGD,1452.39,
490251039200,StBR,585.46,
490251039200,StAM,1554.59,
490251039200,StFT,920.63,
490251039200,SHNNu,182.4,
490251041500,F2WCbase,2933,
490251041500,F2WC,2873.11,
490251041500,SHNNbs,384.18,
490251041500,SHNNl,312.83,
490251041500,SHNNu,224.22,
490251041500,NBRRws,1771.64,
490251041500,NBRRsg,2008.73,
490251041500,CRLL,2239.1,
490251041500,F1WC,2489.9,
490251041500,F1WCbase,2589.98,
490251041500,B1,2698.88,
490251041500,StBR,629.26,
490251041500,StFT,1011.05,
490251041500,StAM,1646.76,
490251041500,StGD,1544.64,
490251103200,F2WC,2901.39,
490251103200,F1WC,2579.43,
490251103200,SHNNbs,622.23,
490251103200,NBRRws,1968.73,
490251103200,NBRRsg,2200.21,
490251103200,CRLL,2344.52,
490251103200,F1WC,2580.92,
490251103200,F2WC,2898.73,
490251103200,SHNNu,452.75,
490251103200,SHNNl,547.16,
490251103200,SSXS,38.62,
490251103200,SSXbase,87.98,
490251103200,StBR,848.07,
490251103200,StGD,1734.73,
490251103200,StAM,1838.83,
490251103200,StFT,1233.64,
490251103200,F2WCbase,2961.13,
490251103200,B1,2737.53,
490251103200,F1WCBench1Base,2600.13,
490251103200,F1WCBench2Top,2613.78,
490251103200,F1WCbase,2698.32,
490251083100,F1WC,2619.88,
490251083100,F2WCbase,3082.25,
490251083100,B1,2838.71,
490251083100,F1WCBench1Base,2695.81,
490251083100,F1WCBench2Base,2790.54,
490251083100,F2WC,3016.69,
490251083100,F1WCBench2Top,2721.67,
490251083100,F1WCBench3Top,2795.73,
490251083100,F1WCbase,2792.36,
490250641800,SSXS,181.85,
490250641800,SHNNu,594.46,
490250641800,SHNNl,687.4,
490250641800,SSXbase,229.87,
490251095600,NBRRws,1947.77,
490251095600,CRLL,2385.55,
490251095600,MDDY,3727.95,
490251095600,DKOT,3873.35,
490251095600,F2WC,3016.8,
490251095600,F2WCbase,3079.98,
490251095600,F1WC,2619.42,
490251095600,MWRY,3502.15,
490251095600,THRM,3745.9,
490251095600,LKOT,3963.1,
490251095600,B1,2840.48,
490251095600,F1WCbase,2715.97,
490251095600,MRSN,3979.26,
490251095600,F3WC,3238.63,
490251059700,SSXbase,135.7,
490251059700,SSXS,86.16,
490251059700,SHNNl,602.28,
490251059700,SHNNbs,678.91,
490251059700,SHNNu,516.64,
490251066200,SHNNbs,492.36,
490251066200,SHNNu,333.04,
490251066200,SHNNl,416.75,
490251076800,SHNNu,449.09,
490251076800,SHNNl,539.43,
490251076800,SHNNbs,616.7,
490251076800,SSXbase,78.22,
490251084200,SHNNbs,658.51,
490251084200,SHNNl,582.43,
490251084200,SHNNu,497.85,
490251084200,SSXbase,119.07,
490251084200,SSXS,82.65,
490251084300,SSXbase,133.34,
490251084300,SHNNu,506.44,
490251084300,SHNNl,593.04,
490251084300,SHNNbs,666.28,
490251084300,SSXS,85.06,
490251084400,SHNNu,514.03,
490251084400,SHNNl,597.83,
490251084400,SHNNbs,676.49,
490251084400,SSXbase,140.01,
490251084400,SSXS,89.75,
490251098900,SHNNu,518.02,
490251098900,SHNNl,602.75,
490251098900,SHNNbs,675.36,
490251098900,SSXbase,151.77,
490251098900,SSXS,96.69,
490251041900,F1WCBench1Base,2625.81,
490251041900,F1WCBench2Base,2734.17,
490251041900,F1WC,2580.2,
490251041900,SHNNu,417.69,
490251041900,SHNNl,479.6,
490251041900,SHNNbs,553,
490251041900,F2WC,2970.41,
490251041900,CRLL,2378.65,
490251041900,B1,2799.07,
490251041900,F1WCBench2Top,2680.73,
490251041900,F1WCBench3Top,2746.04,
490251041900,F1WCbase,2755.69,
490251041900,F2WCbase,3036.02,
490251110900,F2WCbase,2938.19,
490251110900,F2WC,2879.57,
490251110900,CRLL,2251.66,
490251110900,NBRRsg,2018.49,
490251110900,NBRRws,1781.84,
490251110900,F2WCbase,2932.81,
490251110900,F1WC,2498.02,
490251110900,F1WCbase,2600.84,
490251110900,F2WC,2878.63,
490251110900,SHNNbs,421,
490251110900,SHNNl,351.64,
490251110900,SHNNu,262.72,
490251110900,B1,2705.72,
490251110900,StBR,639.66,
490251110900,StFT,1021.36,
490251110900,StAM,1650.55,
490251110900,StGD,1549.65,
490251073700,B1,2823.69,
490251073700,DKOT,3862.04,
490251073700,F1WC,2606.92,
490251073700,F2WC,3003.09,
490251073700,SHNNu,450.36,
490251073700,SHNNl,531.32,
490251073700,SHNNbs,601.35,
490251073700,SSXbase,80.54,
490251073700,CRLL,2375.36,
490251073700,F1WCBench1Base,2682.58,
490251073700,F1WCBench2Base,2759.67,
490251073700,F1WCBench2Top,2703.99,
490251073700,F1WCBench3Top,2771.09,
490251073700,F1WCbase,2780.15,
490251073700,F2WCbase,3072.57,
490251073700,MDDY,3713.28,
490251073700,MWRY,3497.72,
490251073700,THRM,3737.42,
490250640600,SSXS,169.63,
490250640600,SSXbase,215.65,
490250640600,SHNNl,635.25,
490250640600,SHNNbs,712.04,
490250650400,SSXS,395.16,
490250650400,SSXbase,443.02,
490250650400,SHNNu,799.16,
490250650400,SHNNl,851.55,
490251028600,SHNNu,327.57,
490251028600,SHNNl,411.67,
490251028600,SHNNbs,488.18,
490251074400,SHNNu,442.5,
490251074400,SHNNl,536.23,
490251074400,SHNNbs,611.4,
490251074400,SSXbase,83.23,
490251104100,SSXbase,339,
490251104100,SHNNu,699.17,
490251104100,SHNNbs,860.1,
490251104100,SSXS,285.36,
490251104100,SHNNl,794.2,
490251111200,F1WC,2673.56,
490251111200,CRLL,2431.29,
490251111200,F2WCbase,3128.38,
490251111200,F2WC,3057.47,
490251111200,NBRRws,1964.91,
490251111200,NBRRsg,2203.26,
490251111200,CRLL,2428.36,
490251111200,F1WCbase,2704.1,
490251111200,F1WC,2675.45,
490251111200,SHNNbs,601.03,
490251111200,SHNNl,531.05,
490251111200,SHNNu,427.42,
490251111200,B1,2885.72,
490251111200,F1WCbase,2836.48,
490252248100,SHNNbs,945.1,
490252248100,SSXbase,452.8,
490252248100,SHNNu,792.71,
490252248100,SHNNl,875.53,
490252248100,SSXS,401.12,
490251116700,SHNNu,434.66,
490251116700,SHNNl,525.92,
490251116700,SHNNbs,597.1,
490251116700,SSXbase,72.37,
490251038800,F2WCbase,2855.49,
490251038800,SHNNu,161.95,
490251038800,F2WC,2804.98,
490251038800,F1WC,2403.37,
490251038800,F1WCbase,2516.09,
490251038800,CRLL,2161.87,
490251038800,NBRRsg,1933.69,
490251038800,NBRRws,1707.18,
490251038800,SHNNbs,323.98,
490251038800,SHNNl,250.06,
490251038800,F2WCbase,2848.04,
490251038800,B1,2632.51,
490251038800,StAM,1580,
490251038800,StFT,947.77,
490251038800,StGD,1476.5,
490251038800,StBR,559.77,
490251038800,StBR,557.7,
490251042100,F2WCbase,3040.99,
490251042100,F2WC,2976.48,
490251065500,F1WCBench1Base,2671.75,
490251065500,F1WC,2605.29,
490251065500,F2WCbase,3089.6,
490251065500,SHNNu,447.9,
490251065500,SHNNl,531.05,
490251065500,SHNNbs,607.39,
490251065500,CRLL,2369.78,
490251065500,B1,2831.85,
490251065500,F2WC,3013.38,
490251065500,NBRRsg,2150.62,
490251065500,CRLL,2368.97,
490251065500,F1WC,2604.18,
490251065500,F1WCbase,2769.27,
490251065500,NBRRws,1928.72,
490251065500,F1WCBench2Top,2703.77,
490251065500,F1WCBench3Top,2777.43,
490251065500,F1WCbase,2785.52,
490251085600,F2WCbase,3151.43,
490251085600,F1WC,2687.18,
490251085600,CRLL,2448.15,
490251085600,B1,2905.53,
490251085600,F2WC,3074.69,
490250639100,SSXbase,171.16,
490250639100,SHNNl,639.9,
490250639100,SHNNu,548.72,
490250639100,SSXS,123.95,
490250639100,SHNNbs,710.5,
490251066300,SHNNu,352.46,
490251066300,SHNNl,437.88,
490251066300,SHNNbs,513.07,
490251068300,SHNNu,431.77,
490251068300,SHNNl,522.02,
490251068300,SHNNbs,595.78,
490251068300,SSXbase,67.85,
490250649100,SHNNl,819.01,
490250649100,SSXS,336.04,
490250649100,SHNNu,720.89,
490250649100,SSXbase,391.24,
490251058200,SHNNu,550.34,
490251058200,SHNNl,636.98,
490251058200,SHNNbs,709.01,
490251058200,SSXbase,184.99,
490251058200,SSXS,132.79,
490251120600,F1WCBench1Base,2748.85,
490251120600,SHNNu,519.1,
490251120600,SHNNl,613.52,
490251120600,SHNNbs,680.36,
490251120600,CRLL,2446.62,
490251120600,F1WC,2684.89,
490251120600,F2WC,3087.74,
490251120600,F2WCbase,3159.53,
490251120600,B1,2906.95,
490251120600,F1WCBench2Top,2781.94,
490251120600,F1WCBench3Top,2854.53,
490251120600,F1WCbase,2859.73,
490251088000,F2WC,2876.74,
490251088000,B1,2698.65,
490250664200,F2WC,2655.37,
490250664200,B1,2476.1,
490250664200,F1WC,2250.55,
490250664200,F1WCbase,2355.07,
490250664200,CRLL,1998.66,
490251021100,F2WC,2724.14,
490251021100,B1,2544.54,
490251021100,F1WC,2334.77,
490251021100,F1WCbase,2343.39,
490251062600,StAM,1630.87,
490251062600,NBRRws,1761.56,
490251062600,NBRRsg,1995.31,
490251062600,CRLL,2221.74,
490251044600,F1WCbase,2670.11,
490251044600,NBRRsg,2138.37,
490251044600,B1,2713.96,
490251044600,F2WCbase,2952.13,
490251044600,CRLL,2333.58,
490251044600,StGD,1707.56,
490251044600,StFT,1237.74,
490251044600,StAM,1812.32,
490251044600,StBR,853.24,
490251044600,F2WC,2886.66,
490251044600,SHNNbs,617.29,
