UWI,DATUM,GL,EREF,UNIT,datum
AA/07-02-091-17W4/0,504.29,501,504.29,M,504.29
AA/07-04-086-15W4/0,1711,1711,1711,F,521.5128
AA/07-08-080-10W4/0,2260,2245,2260,F,688.848
AA/07-08-101-12W4/0,817.6,814.2,817.6,M,817.6
AA/07-09-099-14W4/0,795.6,792,795.6,M,795.6
AA/07-10-094-14W4/0,415,415,415,M,415
AA/07-11-088-19W4/0,522.76,522.76,527.06,M,527.06
AA/07-11-090-15W4/0,471.72,468.52,471.72,M,471.72
AA/07-16-088-20W4/0,525.1,525.1,529.58,M,529.58
AA/07-16-096-12W4/0,342.9,341.681,342.9,M,342.9
AA/07-18-087-10W4/0,426.933,426.933,426.933,M,426.933
AA/07-18-089-12W4/0,1673,1673,1673,F,509.9304
AA/07-20-088-07W4/0,378.77,377.24,378.77,M,378.77
AA/07-20-094-14W4/0,429.4,479.4,429.4,M,429.4
AA/07-23-086-07W4/0,483.76,481.7,483.76,M,483.76
AA/07-23-089-08W4/0,422.313,421.398,422.313,M,422.313
AA/07-24-085-12W4/0,531.876,528.523,531.876,M,531.876
AA/07-24-094-13W4/0,1180.5,1180.5,1180.5,F,359.8164
AA/07-24-096-13W4/0,414.528,413.309,414.528,M,414.528
AA/07-24-098-12W4/0,1163.7,1163.7,1163.7,F,354.69576
AA/07-25-096-09W4/0,288.69,288.69,288.69,M,288.69
AA/07-26-077-08W4/0,551.7,551.7,555.2,M,555.2
AA/07-26-080-08W4/0,670.55,666.9,670.55,M,670.55
AA/07-26-080-10W4/0,2289,2280,2289,F,697.6872
AA/07-26-080-11W4/0,688.726,685.678,688.726,M,688.726
AA/07-28-088-19W4/0,517.1,517.1,521.7,M,521.7
AA/07-29-093-13W4/0,372.69,372.69,372.69,M,372.69
AA/07-29-099-12W4/0,646.6,640.2,646.6,M,646.6
AA/07-31-084-23W4/0,574.7,574.7,579.1,M,579.1
AA/07-33-079-25W4/0,557.85,557.85,562.3,M,562.3
AA/07-33-089-09W4/0,350.215,350.185,350.215,M,350.215
AA/07-35-093-12W4/0,337.8,337.8,337.8,M,337.8
AA/08-01-095-09W4/0,325.7,325.7,325.7,M,325.7
AA/08-08-086-08W4/0,1625,1621,1625,F,495.3
AA/08-11-084-12W4/0,569.366,567.69,569.366,M,569.366
AA/08-14-088-12W4/0,456.743,455.005,456.743,M,456.743
AA/08-15-099-12W4/0,569.062,566.014,569.062,M,569.062
AA/08-17-095-09W4/0,302.6,302.6,302.6,M,302.6
AA/08-18-096-16W4/0,651.5,647.9,651.5,M,651.5
AA/08-19-098-11W4/0,333.78,333.78,333.78,M,333.78
AA/08-21-085-08W4/0,2149,2144.6,2149,F,655.0152
AA/08-26-085-09W4/0,703.4,700.2,703.4,M,703.4
AA/08-28-086-15W4/0,1631,1631,1631,F,497.1288
AA/08-29-081-11W4/0,2405,2395,2405,F,733.044
AA/08-30-096-16W4/0,665,661.6,665,M,665
AA/08-31-095-10W4/0,290.4,290.4,290.4,M,290.4
AA/08-33-098-12W4/0,502.92,499.872,502.92,M,502.92
AA/09-02-094-12W4/0,332.2,332.2,332.2,M,332.2
00/09-05-098-13W4/0,726.65,723.4,726.65,M,726.65
AA/09-06-100-13W4/0,787.8,784,787.8,M,787.8
AA/09-08-090-15W4/0,470.97,467.77,470.97,M,470.97
AA/09-09-089-15W4/0,508.58,505.38,508.58,M,508.58
AA/09-10-094-07W4/0,525.658,524.134,525.658,M,525.658
AA/09-11-079-15W4/0,637.08,633.71,637.08,M,637.08
AA/09-11-082-13W4/0,663.5,659,663.5,M,663.5
AA/09-16-092-14W4/0,1531.8,1528.8,1531.8,F,466.89264
AA/09-17-085-11W4/0,535.6,534,535.6,M,535.6
AA/09-19-087-12W4/0,1531,1531,1531,F,466.6488
AA/09-20-092-13W4/0,437.9,437.9,437.9,M,437.9
AA/09-23-099-13W4/0,843.4,840.16,843.4,M,843.4
AA/09-24-096-11W4/0,285,285,285,M,285
AA/09-26-083-12W4/0,611.124,609.6,611.124,M,611.124
AA/09-28-076-06W4/0,555.14,555.14,558.14,M,558.14
AA/09-28-087-07W4/0,409.49,407.99,409.49,M,409.49
AA/09-28-090-10W4/0,350.83,350.83,10,M,350.83
AA/09-29-083-12W4/0,567.903,566.227,567.903,M,567.903
AA/09-29-084-07W4/0,600.85,597.9,600.85,M,600.85
AA/09-30-094-11W4/0,313.578,313.578,313.578,M,313.578
AA/09-31-083-11W4/0,619.15,615.5,619.15,M,619.15
AA/09-35-100-14W4/0,726.643,723.29,726.643,M,726.643
AA/10-01-093-10W4/0,319.38,319.38,319.38,M,319.38
AA/10-01-098-08W4/0,290.6,290.6,290.6,M,290.6
AA/10-02-090-24W4/0,512,512,515.5,M,515.5
AA/10-02-093-08W4/0,454.8,454.8,454.8,M,454.8
AA/10-02-095-06W4/0,598.5,595.5,598.5,M,598.5
AA/10-03-094-13W4/0,1222,1222,1222,F,372.4656
AA/10-05-081-07W4/0,608.48,604.88,608.48,M,608.48
AA/10-05-088-19W4/0,531.3,531.3,534.8,M,534.8
AA/10-06-098-07W4/0,292.7,292.7,292.7,M,292.7
AA/10-07-089-11W4/0,461.01,459.273,461.01,M,461.01
AA/10-08-079-08W4/0,614.94,611.36,614.94,M,614.94
AA/10-08-079-13W4/0,688.75,685.55,688.75,M,688.75
AA/10-08-079-14W4/0,703.6,700.7,703.6,M,703.6
AA/10-08-081-10W4/0,708.355,705.307,708.355,M,708.355
AA/10-08-081-13W4/0,670.7,667.8,670.7,M,670.7
AA/10-08-081-14W4/0,590.9,587.4,590.9,M,590.9
AA/10-08-086-09W4/0,484,478.9,484,M,484
AA/10-08-087-09W4/0,437.2,432.1,437.2,M,437.2
AA/10-08-087-15W4/0,495.33,492.33,495.33,M,495.33
AA/10-08-088-15W4/0,535.9,535.9,535.9,M,535.9
AA/10-08-088-16W4/0,542.8,539,542.8,M,542.8
AA/10-08-089-14W4/0,496,493.7,496,M,496
AA/10-08-090-14W4/0,480.8,477.8,480.8,M,480.8
AA/10-08-090-16W4/0,483.93,480,483.93,M,483.93
AA/10-08-091-17W4/0,509.22,505.57,509.22,M,509.22
AA/10-08-092-15W4/0,468.569,466.283,468.569,M,468.569
AA/10-08-093-17W4/0,509.95,506.3,509.95,M,509.95
AA/10-08-094-14W4/0,434.05,428.8,434.05,M,434.05
AA/10-09-083-19W4/0,577.5,577.5,580.32,M,580.32
AA/10-09-084-11W4/0,607.35,603.7,607.35,M,607.35
AA/10-10-079-14W4/0,693.42,690.52,693.42,M,693.42
AA/10-11-074-07W4/0,688.25,685.15,688.25,M,688.25
AA/10-11-077-08W4/0,566.83,566.83,570.4,M,570.4
AA/10-11-078-08W4/0,566.9,563.4,566.9,M,566.9
AA/10-11-079-12W4/0,643.5,640,643.5,M,643.5
AA/10-11-080-11W4/0,689.153,686.105,689.153,M,689.153
AA/10-11-080-15W4/0,615,612,615,M,615
AA/10-11-082-08W4/0,726.6,723,726.6,M,726.6
AA/10-11-083-11W4/0,2402,2392,2402,F,732.1296
AA/10-11-087-16W4/0,503.32,499.67,503.32,M,503.32
AA/10-11-088-16W4/0,540.9,537.9,540.9,M,540.9
AA/10-11-089-14W4/0,504.1,501.1,504.1,M,504.1
AA/10-11-089-15W4/0,500.5,497.5,500.5,M,500.5
AA/10-11-089-16W4/0,512.8,509.6,512.8,M,512.8
AA/10-11-090-07W4/0,461.1,460.1,461.1,M,461.1
AA/10-11-091-16W4/0,493.87,490.58,493.87,M,493.87
AA/10-11-092-16W4/0,487.07,483.413,487.07,M,487.07
AA/10-11-092-17W4/0,505.87,502.2,505.87,M,505.87
AA/10-11-094-16W4/0,1655.8,1644.4,1655.8,F,504.68784
AA/10-11-095-06W4/0,599.8,596.9,599.8,M,599.8
AA/10-12-093-07W4/0,521.635,520.111,521.635,M,521.635
AA/10-12-093-08W4/0,475.8,475.8,475.8,M,475.8
AA/10-13-091-12W4/0,451.4,451.4,451.4,M,451.4
AA/10-14-076-07W4/0,590.89,590.89,594.34,M,594.34
AA/10-14-082-10W4/0,710.48,706.79,710.48,M,710.48
AA/10-14-084-19W4/0,599.7,599.7,602.32,M,602.32
AA/10-14-093-08W4/0,466.5,466.5,466.5,M,466.5
AA/10-14-096-13W4/0,419.527,418.003,419.527,M,419.527
AA/10-15-095-08W4/0,342.66,342.66,342.66,M,342.66
AA/10-15-097-06W4/0,367.9,367.9,367.9,M,367.9
AA/10-16-087-11W4/0,1450,1450,1450,F,441.96
AA/10-17-084-19W4/0,613,613,615.82,M,615.82
AA/10-17-094-06W4/0,566.9,564.2,566.9,M,566.9
AA/10-18-093-06W4/0,550.46,547.76,550.46,M,550.46
AA/10-18-097-07W4/0,319,319,319,M,319
AA/10-18-098-10W4/0,275.76,275.76,275.76,M,275.76
AA/10-20-094-06W4/0,581.4,578.2,581.4,M,581.4
AA/10-23-081-08W4/0,738.85,735.25,738.85,M,738.85
AA/10-23-082-08W4/0,743.77,740.12,743.77,M,743.77
AA/10-23-082-18W4/0,556.35,552.95,556.35,M,556.35
AA/10-23-092-13W4/0,440.57,440.57,440.57,M,440.57
AA/10-24-090-11W4/0,412.242,412.242,412.242,M,412.242
AA/10-24-093-08W4/0,486.6,486.6,486.6,M,486.6
AA/10-26-076-06W4/0,557,557,560.67,M,560.67
AA/10-26-078-08W4/0,563.58,560,563.58,M,563.58
AA/10-26-079-08W4/0,618.45,614.8,618.45,M,618.45
AA/10-26-079-15W4/0,644,640.8,644,M,644
AA/10-26-080-07W4/0,584.75,581.1,584.75,M,584.75
AA/10-26-080-09W4/0,722.4,718.7,722.4,M,722.4
AA/10-26-080-14W4/0,672.27,669.37,672.27,M,672.27
AA/10-26-081-14W4/0,596.2,592.5,596.2,M,596.2
AA/10-26-082-22W4/0,626.3,626.3,630.7,M,630.7
AA/10-26-083-10W4/0,719.663,716.615,719.663,M,719.663
AA/10-26-083-11W4/0,2264,2254,2264,F,690.0672
AA/10-26-086-09W4/0,483.98,478.88,483.98,M,483.98
AA/10-26-087-16W4/0,521.25,517.6,521.25,M,521.25
AA/10-26-088-16W4/0,540.75,537.55,540.75,M,540.75
AA/10-26-089-14W4/0,503.2,500.2,503.2,M,503.2
AA/10-26-089-15W4/0,479.61,476.41,479.61,M,479.61
AA/10-26-089-16W4/0,484.09,480.8,484.09,M,484.09
AA/10-26-090-16W4/0,476.57,473,476.57,M,476.57
AA/10-26-091-15W4/0,477.15,474.15,477.15,M,477.15
AA/10-26-091-16W4/0,1604.2,1592.8,1604.2,F,488.96016
AA/10-26-092-16W4/0,1570,1562,1570,F,478.536
AA/10-26-092-17W4/0,1708.93,1607.53,1708.93,F,520.881864
AA/10-26-095-13W4/0,1282.7,1282.7,1282.7,F,390.96696
AA/10-27-089-09W4/0,357.53,356.586,357.53,M,357.53
AA/10-27-096-13W4/0,431.536,430.012,431.536,M,431.536
AA/10-27-097-06W4/0,358.5,358.5,358.5,M,358.5
AA/10-29-080-07W4/0,629.1,625.45,629.1,M,629.1
AA/10-29-080-08W4/0,706.18,702.53,706.18,M,706.18
AA/10-29-081-13W4/0,659.1,656.2,659.1,M,659.1
AA/10-29-081-14W4/0,588.6,585,588.6,M,588.6
AA/10-29-086-09W4/0,447.14,442.04,447.14,M,447.14
AA/10-29-088-14W4/0,1700.8,1700.8,1700.8,F,518.40384
AA/10-29-090-16W4/0,488.62,485.33,488.62,M,488.62
AA/10-29-091-15W4/0,480.974,479.755,480.974,M,480.974
AA/10-29-091-16W4/0,493.66,490.6,493.66,M,493.66
AA/10-29-092-16W4/0,493.319,490.21,493.319,M,493.319
AA/10-29-092-17W4/0,514.807,512.6,514.807,M,514.807
AA/10-29-093-17W4/0,1684.9,1673.9,1684.9,F,513.55752
AA/10-29-094-07W4/0,496.1,496.1,496.1,M,496.1
AA/10-29-097-06W4/0,345.1,345.1,345.1,M,345.1
AA/10-29-100-14W4/0,716.96,713.6,716.96,M,716.96
AA/10-30-094-07W4/0,463.6,463.6,463.6,M,463.6
AA/10-30-097-07W4/0,299.6,299.6,299.6,M,299.6
AA/10-31-088-19W4/0,514.198,514.198,518.465,M,518.465
AA/10-32-096-08W4/0,292.57,292.57,292.57,M,292.57
AA/10-32-096-12W4/0,389.23,388.01,389.23,M,389.23
AA/10-32-097-07W4/0,300.6,300.6,300.6,M,300.6
AA/10-35-081-19W4/0,574.548,574.548,577.596,M,577.596
AA/10-35-089-09W4/0,363.992,362.773,363.992,M,363.992
AA/10-35-095-08W4/0,334.32,334.32,334.32,M,334.32
AA/10-36-079-09W4/0,676.49,672.8,676.49,M,676.49
AA/10-36-091-09W4/0,372.161,370.637,372.161,M,372.161
AA/10-36-097-12W4/0,331.14,331.14,331.14,M,331.14
AA/11-01-080-23W4/0,583.2,583.2,586.7,M,586.7
AA/11-01-094-10W4/0,326.4,326.4,326.4,M,326.4
AA/11-02-081-22W4/0,607,607,610.7,M,610.7
AA/11-05-086-12W4/0,1663,1663,1663,F,506.8824
AA/11-05-096-08W4/0,333.433,331.909,333.433,M,333.433
AA/11-06-085-11W4/0,537.2,532,537.2,M,537.2
AA/11-06-090-13W4/0,504.139,504.139,504.139,M,504.139
AA/11-06-098-06W4/0,339.4,339.4,339.4,M,339.4
AA/11-07-084-08W4/0,730.92,272.32,730.92,M,730.92
AA/11-08-078-08W4/0,591.54,587.96,591.54,M,591.54
AA/11-08-081-19W4/0,580.5,580.5,584,M,584
AA/11-08-101-14W4/0,737.96,734.7,737.96,M,737.96
AA/11-09-092-10W4/0,327,327,327,M,327
AA/11-09-094-13W4/0,381.25,377.9,381.25,M,381.25
AA/11-09-096-11W4/0,285.293,284.074,285.293,M,285.293
AA/11-09-099-15W4/0,727.3,723.9,727.3,M,727.3
AA/11-11-085-09W4/0,738.226,735.482,738.226,M,738.226
AA/11-11-096-08W4/0,332.842,331.318,332.842,M,332.842
AA/11-12-089-09W4/0,362.102,361.036,362.102,M,362.102
AA/11-13-100-13W4/0,794.8,791,794.8,M,794.8
AA/11-14-081-20W4/0,580.1,580.1,583.6,M,583.6
AA/11-14-090-09W4/0,370.332,369.113,370.332,M,370.332
AA/11-14-096-14W4/0,533.78,530.78,533.78,M,533.78
AA/11-15-084-07W4/0,594.35,591,594.35,M,594.35
AA/11-15-085-12W4/0,534,531,534,M,534
AA/11-16-099-13W4/0,833.323,829.97,833.323,M,833.323
AA/11-17-082-18W4/0,575.7,572,575.7,M,575.7
AA/11-17-082-19W4/0,585.216,585.216,588.569,M,588.569
AA/11-17-084-07W4/0,682.4,679.4,682.4,M,682.4
AA/11-19-081-05W4/0,491.5,487,491.5,M,491.5
AA/11-19-092-11W4/0,362.407,362.407,362.407,M,362.407
AA/11-20-082-20W4/0,603.504,603.504,606.857,M,606.857
AA/11-20-095-07W4/0,998,994,998,F,304.1904
AA/11-22-099-14W4/0,817.1,815.9,817.1,M,817.1
AA/11-24-090-09W4/0,404.531,403.311,404.531,M,404.531
AA/11-24-096-12W4/0,313.9,313.9,313.9,M,313.9
AA/11-24-099-14W4/0,819.1,815.9,819.1,M,819.1
AA/11-26-087-09W4/0,412.9,407.8,412.9,M,412.9
AA/11-26-099-15W4/0,727.9,724.5,727.9,M,727.9
AA/11-27-096-14W4/0,601,598,601,M,601
AA/11-27-101-13W4/0,770.1,766.7,770.1,M,770.1
AA/11-28-088-08W4/0,363.725,362.2,363.725,M,363.725
AA/11-29-082-08W4/0,739.17,735.57,739.17,M,739.17
AA/11-29-082-10W4/0,713.842,710.794,713.842,M,713.842
AA/11-29-084-09W4/0,690.677,687.629,690.677,M,690.677
AA/11-29-090-15W4/0,473.35,470,473.35,M,473.35
AA/11-29-100-12W4/0,779.8,776.4,779.8,M,779.8
AA/11-30-071-05W4/0,684.1,684.1,687.4,M,687.4
00/11-30-080-06W4/0,519.32,515.67,519.32,M,519.32
AA/11-30-101-13W4/0,726.86,723.6,726.86,M,726.86
AA/11-31-088-13W4/0,492.1,492.1,492.1,M,492.1
AA/11-32-094-06W4/0,591.35,588.65,591.35,M,591.35
AA/11-33-090-11W4/0,423.367,423.367,423.367,M,423.367
AA/11-33-094-06W4/0,600.27,597.57,600.27,M,600.27
AA/11-35-097-11W4/0,294.2,294.2,294.2,M,294.2
AA/11-36-085-07W4/0,489.66,487.6,489.66,M,489.66
AA/11-36-086-07W4/0,461.06,459,461.06,M,461.06
AA/12-06-097-10W4/0,284.9,284.9,284.9,M,284.9
AA/12-07-092-08W4/0,395.326,394.106,395.326,M,395.326
AA/12-08-083-10W4/0,732.892,729.844,732.892,M,732.892
AA/12-08-083-12W4/0,613.41,611.734,613.41,M,613.41
AA/12-08-084-08W4/0,729.691,726.948,729.691,M,729.691
AA/12-08-091-14W4/0,478.5,475.5,478.5,M,478.5
AA/12-08-097-12W4/0,410,410,410,M,410
AA/12-11-081-13W4/0,710.946,706.831,710.946,M,710.946
AA/12-11-083-12W4/0,632.308,630.631,632.308,M,632.308
AA/12-11-085-10W4/0,573.634,570.89,573.634,M,573.634
AA/12-12-099-15W4/0,744.35,740.9,744.35,M,744.35
AA/12-14-089-10W4/0,367.97,367.97,367.97,M,367.97
AA/12-16-098-10W4/0,257.06,257.06,257.06,M,257.06
AA/12-16-098-11W4/0,314.29,314.29,314.29,M,314.29
AA/12-18-093-12W4/0,423.5,423.5,423.5,M,423.5
AA/12-28-086-10W4/0,1474,1474,1474,F,449.2752
AA/12-29-079-22W4/0,568.6,568.6,573.2,M,573.2
AA/12-29-083-10W4/0,743.407,740.359,743.407,M,743.407
AA/12-30-087-10W4/0,1371,1371,1371,F,417.8808
AA/12-32-096-07W4/0,332.171,332.171,332.171,M,332.171
AA/12-36-090-13W4/0,499.567,499.567,499.567,M,499.567
AA/12-36-093-07W4/0,536.753,535.351,536.753,M,536.753
AA/13-01-088-07W4/0,410.31,408.81,410.31,M,410.31
AA/13-02-092-08W4/0,458.724,457.505,458.724,M,458.724
AA/13-06-081-21W4/0,604.15,604.15,608.75,M,608.75
AA/13-07-095-14W4/0,1733.2,1723.2,1733.2,F,528.27936
AA/13-10-099-10W4/0,283.251,283.251,283.251,M,283.251
AA/13-11-095-15W4/0,539.496,535.534,539.496,M,539.496
AA/13-14-084-12W4/0,565.6,562.4,565.6,M,565.6
AA/13-14-099-08W4/0,290.718,290.718,290.718,M,290.718
AA/13-16-099-08W4/0,299.984,299.984,299.984,M,299.984
AA/13-18-099-08W4/0,303.581,303.581,303.581,M,303.581
AA/13-22-088-12W4/0,464.942,463.357,464.942,M,464.942
AA/13-26-084-11W4/0,567.995,566.318,567.995,M,567.995
AA/13-29-097-12W4/0,448.3,448.3,448.3,M,448.3
AA/14-02-098-07W4/0,319,319,319,M,319
AA/14-05-082-21W4/0,615.3,615.3,619.8,M,619.8
AA/14-07-097-09W4/0,330.5,330.5,330.5,M,330.5
AA/14-14-101-14W4/0,729.996,726.643,729.996,M,729.996
AA/14-17-082-21W4/0,619.5,619.5,623.9,M,623.9
AA/14-17-088-09W4/0,379.8,375.8,379.8,M,379.8
AA/14-17-093-10W4/0,314.7,314.7,314.7,M,314.7
AA/14-18-085-06W4/0,472.2,472.2,472.2,M,472.2
AA/14-20-094-08W4/0,357.19,357.19,357.19,M,357.19
AA/14-23-094-09W4/0,334.3,334.3,334.3,M,334.3
AA/14-23-094-14W4/0,411.4,409.7,411.4,M,411.4
AA/14-27-094-08W4/0,389.44,389.44,389.44,M,389.44
AA/14-29-097-11W4/0,304.86,304.86,304.86,M,304.86
AA/14-35-100-13W4/0,787.908,784.555,787.908,M,787.908
AA/14-36-082-07W4/0,631.5,627.75,631.5,M,631.5
AA/15-01-098-12W4/0,362.5,362.5,362.5,M,362.5
00/15-06-085-06W4/0,507.7,504.5,507.7,M,507.7
AA/15-08-098-10W4/0,253.92,253.92,253.92,M,253.92
AA/15-12-097-08W4/0,308.79,308.79,308.79,M,308.79
AA/15-14-101-13W4/0,809,804,809,M,809
AA/15-15-097-13W4/0,484.632,484.632,484.632,M,484.632
AA/15-19-098-12W4/0,721.67,718.4,721.67,M,721.67
AA/15-23-081-11W4/0,703.98,700.26,703.98,M,703.98
AA/15-24-097-08W4/0,296.936,296.936,296.936,M,296.936
AA/15-26-091-14W4/0,475.4,472.4,475.4,M,475.4
AA/15-29-084-12W4/0,559.796,558.119,559.796,M,559.796
AA/16-02-091-09W4/0,360.243,360.243,361.615,M,361.615
AA/16-02-099-08W4/0,287.64,287.64,287.64,M,287.64
AA/16-03-098-07W4/0,315,315,315,M,315
AA/16-04-099-09W4/0,296.342,296.342,296.342,M,296.342
AA/16-05-085-07W4/0,1657,1647,1657,F,505.0536
AA/16-06-099-07W4/0,295.443,295.443,295.443,M,295.443
AA/16-07-097-11W4/0,298.55,298.55,298.55,M,298.55
AA/16-10-088-10W4/0,386.791,386.791,386.791,M,386.791
AA/16-12-093-13W4/0,430.5,430.5,430.5,M,430.5
AA/16-15-096-06W4/0,479.45,477.317,479.45,M,479.45
AA/16-16-099-11W4/0,329.794,329.794,329.794,M,329.794
AA/16-17-101-13W4/0,759.104,755.752,759.104,M,759.104
AA/16-18-099-10W4/0,291.694,291.694,291.694,M,291.694
AA/16-19-089-07W4/0,429.463,428.244,429.463,M,429.463
AA/16-20-096-08W4/0,297.57,297.57,297.57,M,297.57
AA/16-21-092-08W4/0,434.95,433.73,434.95,M,434.95
AA/16-21-098-13W4/0,793.6,790.35,793.6,M,793.6
AA/16-22-092-09W4/0,357.165,357.165,357.165,M,357.165
AA/16-23-092-08W4/0,457.505,456.286,457.505,M,457.505
AA/16-23-093-12W4/0,340.4,340.4,340.4,M,340.4
AA/16-28-093-07W4/0,511.272,509.748,511.272,M,511.272
AA/16-30-094-15W4/0,523.342,520.294,523.342,M,523.342
AA/16-33-088-14W4/0,499.872,499.872,499.872,M,499.872
AA/16-34-086-12W4/0,1515,1515,1515,F,461.772
AA/16-34-099-13W4/0,805.099,802.081,805.099,M,805.099
AB/01-23-093-13W4/0,420.86,420.86,420.86,M,420.86
AB/04-23-092-11W4/0,332.5,332.5,332.5,M,332.5
AB/05-02-086-07W4/0,480,478.6,480,M,480
AB/06-17-094-09W4/0,322.89,322.89,322.89,M,322.89
AB/07-11-094-11W4/0,292,292,292,F,89.0016
AB/10-08-089-08W4/0,386.578,385.359,386.578,M,386.578
AB/10-13-095-09W4/0,322,322,322,M,322
AB/11-15-094-08W4/0,396.83,396.83,396.83,M,396.83
AB/11-32-084-06W4/0,489.4,486.3,489.4,M,489.4
AB/12-06-094-11W4/0,327.6,327.6,327.6,M,327.6
AB/12-15-093-11W4/0,323.7,323.7,323.7,M,323.7
AB/13-07-096-09W4/0,300.5,300.5,300.5,M,300.5
AB/15-34-092-10W4/0,270.1,270.1,270.1,M,270.1
AB/16-28-095-10W4/0,302.971,302.057,302.971,M,302.971
AC/03-04-093-11W4/0,336.6,336.6,336.6,M,336.6
AC/15-07-093-12W4/0,432.8,432.8,432.8,M,432.8
AC/15-31-097-10W4/0,254.2,254.2,254.2,M,254.2
AD/05-15-088-08W4/0,387.34,385.51,387.34,M,387.34
