API Number,Operator,Well Name,Well Number,Northing,Easting,Well Status,Class,Total Depth,Datum Elevation,Datum Type,State,County,Country,Field,Basin,Lease Name,Ground Elevation,Plugback Depth,Spud Date,Completion Date,Common Well Name,Legal Survey Type,Location
490251089400,U.S. DOE,NPR-3,55-41-SX-3-FO,958715.1,801764.9,PA,I,490,5170,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5161,,7/7/1982,,55-41-SX-3-FO,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251089500,U.S. DOE,NPR-3,55-55-SX-3-FI,958347.2,801794.8,PA,,500,5177,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5167,456,7/16/1982,,55-55-SX-3-FI,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251089600,U.S. DOE,NPR-3,65-21-SX-3-FI,958759.9,802075.3,PA,,515,5164,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5155,469,7/11/1982,,65-21-SX-3-FI,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251089700,U.S. DOE,NPR-3,16-TX-34,962686.7,799070.6,PA,,3500,5149,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5139,,4/1/1982,,16-TX-34,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 34 
490251090100,U.S. DOE,NPR-3,63-2-SX-10,954346.9,802253.4,PR,O,3200,5199,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5189,,9/25/1982,,63-2-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251090200,U.S. DOE,NPR-3,62-TpX-11,955352,807354.2,PA,,6236,5218,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5208,,11/18/1982,,62-TPX-11,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 
490251090300,U.S. DOE,NPR-3,13-A-10,954497.7,799155.4,DR,I,3450,5305,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5295,3474,6/28/1970,6/10/1970,13-A-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251090400,U.S. DOE,NPR-3,34-StX-3,959275.4,800485.4,PA,O,2123,5189,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5189,,4/13/1982,,34-STX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251090600,U.S. DOE,NPR-3,75-AX-28,968535.1,797548.9,PA,O,4003,5068,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5058,,4/19/1983,,75-AX-28,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 28 
490251090900,U.S. DOE,NPR-3,73-1-SX-10,954546.1,802891.2,PR,O,1412,5182,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5172,406,8/20/1982,,73-1-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251091000,U.S. DOE,NPR-3,25-1-StX-10,952696.7,799824.4,PR,O,2280,5243,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5233,2280,9/17/1982,9/22/1982,25-1-STX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251091100,U.S. DOE,NPR-3,48-ShX-2,956429,806573.1,PA,,2927,5192,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5182,827,9/3/1982,9/10/1982,48-SHX-2,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 2 
490251091200,U.S. DOE,NPR-3,73-6-SX-10,954412.9,802871.6,PR,O,2267,5187,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5177,450,7/7/1982,,73-6-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251091300,U.S. DOE,NPR-3,25-StX-10,952840.7,799914.8,PA,O,2280,5243,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5233,,4/19/1982,,25-STX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251091400,U.S. DOE,NPR-3,85-FX-33,963636,798452.9,PA,O,2500,5120,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5110,2420,3/23/1982,3/28/1982,85-FX-33,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 33 
490251091600,U.S. DOE,NPR-3,11-AX-11,955858.1,804122.8,DR,O,5813,5160,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5150,2005,10/8/1982,,11-AX-11,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 
490251091700,U.S. DOE,NPR-3,25-LX-11,952903.5,805200.5,PA,O,5890,5196,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5186,,1/12/1983,,25-LX-11,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 
490251091900,U.S. DOE,NPR-3,28-AX-34,961927.4,799590.4,PR,O,4397,5184,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5174,,2/13/1983,,28-AX-34,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 34 
490251092000,U.S. DOE,NPR-3,41-AX-3,961020.7,800882.1,PR,O,5708,5157,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5147.5,,5/15/1983,,41-AX-3,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 3  
490251092200,U.S. DOE,NPR-3,48-TX-34,961381.2,800930.1,PR,O,3442,5182,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5172,,5/3/1983,5/6/1983,48-TX-34,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 34
490251092300,U.S. DOE,NPR-3,45-1-ShX-3,958556.3,800780.9,PR,O,2325,5199,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5189,,6/6/1982,,45-1-SHX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251092500,U.S. DOE,NPR-3,56-LX-3,958214,801860.9,PR,O,5640,5181,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5171,,1/20/1978,,56-LX-3,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 3  
490251092700,U.S. DOE,NPR-3,51-StX-26,940043.2,807311.3,SI,O,3775,5455,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5444,,8/10/1983,,51-STX-26,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 26 
490251092800,U.S. DOE,NPR-3,64-StX-3,959372.1,802181.3,PR,O,2281,5165,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5155,,8/4/1983,,64-STX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251093000,U.S. DOE,NPR-3,65-25-1-SX-3-FI,958382.6,802098.7,PA,,531,5171,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5162,426,7/2/1982,,65-25-1-SX-3-FI,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251093100,U.S. DOE,NPR-3,76-1-SX-3,958068.9,802916.7,PA,O,492,5157,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5147,,7/30/1983,,76-1-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251093300,U.S. DOE,NPR-3,37-22-1-SX-11-WI,952183,805548.6,PA,,730,5201,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5191,,8/12/1982,,37-22-1-SX-11-WI,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 11 
490251093700,U.S. DOE,NPR-3,53-LX-3,959461,801652.8,PA,O,4117,5176,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5204,,9/7/1983,,53-LX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251093900,U.S. DOE,NPR-3,72-DX-10,955296.2,803072.1,PR,O,4139,5182,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5172,,7/17/1983,,72-DX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251094000,U.S. DOE,NPR-3,74-1-SX-10,953908.2,802693.6,PR,O,480,5193,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5183,,9/30/1983,,74-1-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251094100,U.S. DOE,NPR-3,83-SSt-10,954836.7,803809,PA,,223,5166,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5166,223,10/13/1983,10/17/1983,83-SST-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251094200,U.S. DOE,NPR-3,37-StX-10,951720.3,800430.2,PR,O,2218,5231,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5221,,10/3/1983,,37-STX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251094300,U.S. DOE,NPR-3,76-MX-3,957858.9,802824.5,PR,O,4119,5157,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5147,,8/25/1983,,76-MX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251094400,U.S. DOE,NPR-3,34-AX-34,964533.4,800286.6,PR,O,4107,5100,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5090,,10/11/1983,,34-AX-34,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 34 
490251095000,U.S. DOE,NPR-3,34-TX-3,959336.2,800371.8,PR,O,4140,5187,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5174,,11/10/1983,,34-TX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251095100,U.S. DOE,NPR-3,66-JX-33,963119.6,796964.9,PA,,4025,5153,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5141,,11/22/1983,12/2/1983,66-JX-33,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 33
490251095400,U.S. DOE,NPR-3,55-51-SX-3-FP,958705.9,801820.1,PA,O,490,5171,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5161,412,12/11/1983,,55-51-SX-3-FP,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251095500,U.S. DOE,NPR-3,54-36-SX-3-FO,958786.7,801730,PA,O,478,5176,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5166,,12/8/1983,,54-36-SX-3-FO,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251095600,U.S. DOE,NPR-3,36-ShX-10,952770.9,800653.3,PA,O,4100,5234,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5224,,12/29/1983,,36-SHX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251095700,U.S. DOE,NPR-3,36-1-StX-10,952705.4,800697.6,PA,O,2308,5228,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5216,2308,12/17/1983,12/20/1983,36-1-STX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251095900,U.S. DOE,NPR-3,56-StX-15,947574.7,801909.8,PA,O,4547,5338,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5326,,1/23/1984,,56-STX-15,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 15
490251096000,U.S. DOE,NPR-3,15-StX-14,948333.3,804554.9,PR,O,2350,5242,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5231,,3/12/1984,3/17/1984,15-STX-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14
490251096300,U.S. DOE,NPR-3,28-AX-27,966781.7,799548.9,PA,O,4154,5088,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5078,,2/16/1984,,28-AX-27,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 27
490251096500,U.S. DOE,NPR-3,88-AX-28,967123.5,798492.7,PR,O,4100,5096,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5085,,2/29/1984,,88-AX-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28
490251096600,U.S. DOE,NPR-3,24-JX-34,964098.1,799474.3,PA,,4050,5101,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5089,,3/18/1984,,24-JX-34,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 34 
490251096700,U.S. DOE,NPR-3,22-StX-3,960639.7,799541.5,PR,O,2172,5224,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5212,,6/9/1984,,22-STX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251096800,U.S. DOE,NPR-3,42-StX-3(/),960630.8,800969.8,DR,O,1880,5142,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5132,,6/19/1984,,42-STX-3(/),CONGRESS,TWP: 38  N - Range: 78 W - Sec. 3  
490251096900,U.S. DOE,NPR-3,57-StX-10,952060.5,801887.6,PR,O,2150,5211,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5201,,2/19/1979,,57-STX-10,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 10 
490251097000,U.S. DOE,NPR-3,76-21-SX-10,952904.9,802866,PR,O,551,5167,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5167,,7/21/1984,,76-21-SX-10,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 10 
490251097100,U.S. DOE,NPR-3,14-LX-28-WD,969666.7,793597.7,PA,I,3996,5032,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5014,,4/3/1984,,14-LX-28-WD,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28
490251097200,U.S. DOE,NPR-3,12-AX-33,965517.2,794091.1,PA,O,4121,5170,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5157,,7/19/1984,,12-AX-33,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 33
490251097300,U.S. DOE,NPR-3,88-DX-3,956620.6,803670.8,PR,O,4080,5137,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5127,,8/16/1984,,88-DX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251097500,U.S. DOE,NPR-3,27-64-SX-11-WP,952066.5,805321.7,PR,O,750,5213,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5198,,9/14/1984,9/15/1984,27-64-SX-11-WP,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11
490251097600,U.S. DOE,NPR-3,26-44-SX-11-WP,952593.4,805176.1,SI,O,710,5186,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5186,,9/7/1984,,26-44-SX-11-WP,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11
490251097700,U.S. DOE,NPR-3,26-26-SX-11-WP,952318.3,804863.8,PR,O,672,5186,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5186,,9/10/1984,,26-26-SX-11-WP,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11
490251097800,U.S. DOE,NPR-3,74-11-SX-10,954218.1,802708.5,PA,O,525,5180,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5180,,8/7/1984,,74-11-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251097900,U.S. DOE,NPR-3,64-65-SX-10,953689.5,802714.4,PR,O,2105,5193,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5183,467,8/1/1984,,64-65-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251098000,U.S. DOE,NPR-3,55-66-SX-10,952968.1,801967.7,PR,O,554,5200,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5200,,8/19/1984,,55-66-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251098100,U.S. DOE,NPR-3,55-61-SX-10,953461.7,802042.4,PA,O,550,5203,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5191,,9/4/1984,,55-61-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251098200,U.S. DOE,NPR-3,53-16-SX-10,954194.2,801512.6,PR,O,549,5199,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5199,,8/25/1984,,53-16-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251098300,U.S. DOE,NPR-3,44-55-SX-10,953648.8,801270.7,PR,O,613,5260,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5247,,8/29/1984,,44-55-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251098400,U.S. DOE,NPR-3,45-65-SX-10,953088.5,801426.7,PA,O,550,5220,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5208,,8/31/1984,,45-65-SX-10,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 10 
490251098500,U.S. DOE,NPR-3,81-AX-33,965145.6,797934.8,PA,O,3012,5114,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5100,,5/6/1977,5/13/1977,81-AX-33,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 33 
490251098600,U.S. DOE,NPR-3,15-1-StX-14,947714.6,804735.2,SI,O,2374,5249,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5237,,8/10/1984,8/14/1984,15-1-STX-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14
490251098800,U.S. DOE,NPR-3,54-51-SX-10,954207.8,801934.3,PA,O,530,5197,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5197,,8/13/1984,,54-51-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251098900,U.S. DOE,NPR-3,37-53-SX-11-WI,951972.8,805854.9,PA,,774,5153,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5153,,9/17/1984,,37-53-SX-11-WI,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11
490251099000,U.S. DOE,NPR-3,28-StX-14,946074,805307.9,PR,O,2226,5269,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5257,2224,10/19/1984,10/25/1984,28-STX-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14
490251099200,U.S. DOE,NPR-3,44-AX-34,964186.1,800861.5,PR,O,3404,5134,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5122,,9/16/1984,,44-AX-34,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 34 
490251099301,U.S. DOE,NPR-3,33-X-23(/),944391.4,806039.8,PA,,2787,5308,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5296,,,,33-X-23(/),CONGRESS,TWP: 38  N - Range: 78 W - Sec. 23 
490251099400,U.S. DOE,NPR-3,51-63-SX-10-UP3,955893.9,801988.6,PR,O,510,5162,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5162,,12/9/1984,,51-63-SX-10-UP3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251099500,U.S. DOE,NPR-3,51-62-SX-10-LP3,956037.9,801989.8,PA,,554,5179,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5179,,12/10/1984,,51-62-SX-10-LP3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251099600,U.S. DOE,NPR-3,68-26-SX-3-LP2,956251.1,802248,PA,O,510,5158,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5158,,12/11/1984,,68-26-SX-3-LP2,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251099700,U.S. DOE,NPR-3,58-64-SX-3-LP1,956489.8,801991,PA,,558,5188,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5188,505,12/3/1984,,58-64-SX-3-LP1,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 3  
490251099900,U.S. DOE,NPR-3,58-46-SX-3-LP4,956220.9,801776.5,PA,,552,5201,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5201,,12/13/1984,,58-46-SX-3-LP4,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251100000,U.S. DOE,NPR-3,51-41-SX-10-UP4,956068.2,801704.3,PA,,515,5207,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5207,,12/15/1984,,51-41-SX-10-UP4,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251100100,U.S. DOE,NPR-3,58-66-SX-3-LI1,956254.2,801991.9,PA,I,451,5184,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5184,,1/7/1985,,58-66-SX-3-LI1,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251100200,U.S. DOE,NPR-3,51-61-SX-10-UI1,956022.9,802015.9,PA,I,326,5179,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5179,,1/14/1985,,51-61-SX-10-UI1,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251100300,U.S. DOE,NPR-3,51-66-SX-10-UI2,956029.8,802007.8,PA,,308,5156,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5156,,1/15/1985,,51-66-SX-10-UI2,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251100400,U.S. DOE,NPR-3,52-61-SX-10-LI2,955550,801970.8,PA,,450,5156,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5156,,1/12/1985,,52-61-SX-10-LI2,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251100500,U.S. DOE,NPR-3,61-21-SX-10-UP2,956084.1,802194.1,PA,,514,5157,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5157,,12/12/1984,,61-21-SX-10-UP2,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251100600,U.S. DOE,NPR-3,58-55-SX-3-OB1,956289.3,801870.6,PA,,480,5194,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5194,,12/16/1984,,58-55-SX-3-OB1,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251100700,U.S. DOE,NPR-3,51-46-SX-10-OB4,955568.2,801817.7,PA,,450,5163,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5163,,12/20/1984,,51-46-SX-10-OB4,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251100800,U.S. DOE,NPR-3,51-56-SX-10-OB3,955646.3,801872.7,PA,,455,5162,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5198,,12/18/1984,,51-56-SX-10-OB3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251100900,U.S. DOE,NPR-3,51-65-SX-10-OB2,955658.4,801978.3,PA,,448,5156,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5156,,12/17/1984,,51-65-SX-10-OB2,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251101000,U.S. DOE,NPR-3,52-51-SX-10-OB5,955493,801882.5,PA,,451,5159,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5159,,12/20/1984,,52-51-SX-10-OB5,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251101100,U.S. DOE,NPR-3,22-1-StX-3,960072.9,799941.2,PR,O,2172,5222,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5212,,1/10/1985,,22-1-STX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251101200,U.S. DOE,NPR-3,11-DX-26,940475.9,804919.7,PR,O,5110,5321,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5309,,11/15/1984,,11-DX-26,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 26 
490251101600,U.S. DOE,NPR-3,71-AX-29,970988.4,792418.4,PA,O,3082,4983,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,4971,,3/6/1985,,71-AX-29,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 29
490251101700,U.S. DOE,NPR-3,14-15-SX-11,953758.6,804172.8,PA,,650,5197,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5196.8,0,1/3/1985,1/7/1985,14-15-SX-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11
490251101800,U.S. DOE,NPR-3,43-1-SX-10,954203.8,801204.5,PR,O,2225,5226,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5205,,6/16/1985,,43-1-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
