API Number,Operator,Well Name,Well Number,Northing,Easting,Well Status,Class,Total Depth,Datum Elevation,Datum Type,State,County,Country,Field,Basin,Lease Name,Ground Elevation,Plugback Depth,Spud Date,Completion Date,Common Well Name,Legal Survey Type,Location
490251034500,U.S. DOE,NPR-3,34-AX-33,964114.9,795087.2,PA,O,3159,5196,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5185,,3/31/1977,,34-AX-33,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 33 
490251034600,U.S. DOE,NPR-3,64-S-34,964248.4,802251.5,PA,O,735,5079,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5079,,4/27/1977,,64-S-34,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 34
490251034700,U.S. DOE,NPR-3,77-S-34,962323.9,802892.2,PR,O,700,5075,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5075,,4/25/1977,,77-S-34,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 34
490251034800,U.S. DOE,NPR-3,42-S-3,960329.7,801002.7,PA,O,490,5120,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5120,,5/4/1977,,42-S-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251034900,U.S. DOE,NPR-3,48-S-3,956475.9,801096.6,PA,O,500,5199,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5199,,4/24/1977,,48-S-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251035000,U.S. DOE,NPR-3,62-S-3,960339.6,802292.6,PR,O,560,5136,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5136,,5/6/1977,,62-S-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251035100,U.S. DOE,NPR-3,82-S-3,960371.8,803612.1,PR,O,640,5100,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5100,,5/7/1977,,82-S-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251035200,U.S. DOE,NPR-3,85-AX-4,958319.5,798786.7,PA,O,3467,5254,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5240,,4/20/1977,,85-AX-4,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 4 
490251035300,U.S. DOE,NPR-3,82-SX-10,955190.1,803787.2,PR,O,505,5134,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5134,,5/5/1977,,82-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251035400,U.S. DOE,NPR-3,42-S-14,950047.3,806440.2,PA,O,850,5206,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5206,803,4/30/1977,5/4/1977,42-S-14,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 14
490251035500,U.S. DOE,NPR-3,21-A-28,971344.7,794229.7,PA,O,2922,4977,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,4967,,4/23/1977,,21-A-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28
490251035600,U.S. DOE,NPR-3,46-SX-34,962889.6,800952,PR,O,661,5120,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5120,,4/30/1977,,46-SX-34,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 34
490251035700,U.S. DOE,NPR-3,48-S-34,961614.4,801001.5,PA,O,611,5160,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5160,,5/2/1977,,48-S-34,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 34
490251035800,U.S. DOE,NPR-3,88-S-34,961762,803654.7,PR,O,760,5094,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5094,,5/9/1977,,88-S-34,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 34
490251035900,U.S. DOE,NPR-3,23-A-34,964800.7,799646.7,PR,O,3051,5094,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5082,,4/18/1977,,23-A-34,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 34
490251036000,U.S. DOE,NPR-3,57-A-33,962171.9,796369.2,PA,I,3424,5183,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5172,,4/18/1977,,57-A-33,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 33 
490251036100,U.S. DOE,NPR-3,66-SX-10,952503.1,802460.1,PR,O,476,5200,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5200,,4/17/1977,,66-SX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251036200,U.S. DOE,NPR-3,14-AX-2,958989.8,804102.8,PR,O,3200,5119,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5110,,5/1/1977,,14-AX-2,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 2 
490251036300,U.S. DOE,NPR-3,61-A-3,961004.7,802280.1,PA,O,3130,5109,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5099,,5/7/1977,,61-A-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251036500,U.S. DOE,NPR-3,54-A-28,969412,796219.7,PA,I,2956,5045,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5035,,5/11/1977,,54-A-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28
490251036600,U.S. DOE,NPR-3,83-A-4,959618.6,798560,PR,O,3173,5163,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5149,,5/16/1977,,83-A-4,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 4 
490251036700,U.S. DOE,NPR-3,41-A-28,971375.2,795533.1,PA,O,3000,5012,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5002,,5/3/1977,,41-A-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28
490251036800,U.S. DOE,NPR-3,61-A-28,971432.1,796826.5,PA,O,3050,5019,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5009,,5/10/1977,,61-A-28,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 28 
490251036900,U.S. DOE,NPR-3,44-A-29,969263.9,790328.7,PA,,3036,5010,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5000,,5/16/1977,,44-A-29,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 29 
490251037000,U.S. DOE,NPR-3,77-A-33,962286.2,797750.8,PR,O,3097,5152,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5141,,4/30/1977,,77-A-33,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 33 
490251037100,U.S. DOE,NPR-3,21-A-34,966199.1,799587.9,PA,O,3226,5086,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5074,,4/26/1977,,21-A-34,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 34 
490251037200,U.S. DOE,NPR-3,37-SX-11-WP,952051.8,805578.3,PR,O,695,5194,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5194,662,2/18/1977,,37-SX-11-WP,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11
490251037300,U.S. DOE,NPR-3,27-AX-21,972730.6,794195.1,PA,O,2920,5004,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,4994,,4/15/1977,,27-AX-21,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 21
490251037400,U.S. DOE,NPR-3,63-A-28,970088.5,796857.9,PA,O,3040,5040,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5029,,5/22/1977,,63-A-28,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 28 
490251037500,U.S. DOE,NPR-3,21-AX-33,965721.1,794676.9,PA,O,3254,5147,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5137,,5/29/1977,,21-AX-33,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 33
490251037600,U.S. DOE,NPR-3,45-A-34,963601.3,800964.5,PR,O,3060,5123,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5113,,5/25/1977,,45-A-34,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 34 
490251037700,U.S. DOE,NPR-3,72-A-28,970744.6,797515.7,PA,I,3081,5022,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5011,,5/31/1977,,72-A-28,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 28 
490251037800,U.S. DOE,NPR-3,88-AX-10,951459.3,803775.7,PA,O,3160,5264,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5254,,5/21/1977,,88-AX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251037900,U.S. DOE,NPR-3,58-AX-21,971995.8,795986.4,PA,I,3060,5016,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5006,,6/7/1977,,58-AX-21,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 21 
490251038000,U.S. DOE,NPR-3,26-AX-3,957491.1,799574.2,PR,O,3204,5231,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5221,,6/13/1977,,26-AX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251038200,U.S. DOE,NPR-3,47-A-21,972659.6,795540.1,PA,O,3050,5010,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5000,,6/14/1977,,47-A-21,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 21 
490251038300,U.S. DOE,NPR-3,86-AX-29,968144.5,792762.4,PA,O,3051,5056,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5046,,6/16/1977,,86-AX-29,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 29 
490251038400,U.S. DOE,NPR-3,87-AX-33,962036.3,798554.8,PR,O,3040,5170,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5160,,6/9/1977,,87-AX-33,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 33 
490251038500,U.S. DOE,NPR-3,66-A-29,968026.7,791724.6,PA,O,3120,5058,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5048,,5/30/1977,,66-A-29,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 29
490251038600,U.S. DOE,NPR-3,23-A-28,969991.1,794252.6,PA,O,2971,5019,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5009,,6/2/1977,,23-A-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28
490251038700,U.S. DOE,NPR-3,27-AX-28,967705.6,794174.7,PA,O,3169,5094,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5084,,5/23/1977,,27-AX-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28
490251038800,U.S. DOE,NPR-3,38-A-21,971987.5,794894.3,PA,I,2953,4981,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,4971,,6/22/1977,,38-A-21,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 21 
490251038900,U.S. DOE,NPR-3,43-A-34,964907.7,800954.5,PR,O,3145,5118,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5108,,6/17/1977,,43-A-34,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 34 
490251039000,U.S. DOE,NPR-3,72-A-4,960220.1,797881.3,PA,O,3243,5192,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5182,,6/23/1977,,72-A-4,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 4 
490251039200,U.S. DOE,NPR-3,36-A-21,973333,794843.9,PA,I,3078,4960,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,4950,,6/30/1977,,36-A-21,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 21 
490251039300,U.S. DOE,NPR-3,16-AX-28,967497.1,793675.2,PA,I,3036,5067,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5057,,6/26/1977,,16-AX-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28
490251039400,U.S. DOE,NPR-3,31-S-10,955844.7,800459.6,PA,O,2154,5266,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5256,,6/26/1970,,31-S-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251039500,U.S. DOE,NPR-3,31-S-3,960957.5,800330.5,PR,O,560,5178,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5178,,3/2/1977,,31-S-3,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 3  
490251039600,U.S. DOE,NPR-3,32-A-34,965547.4,800275,PR,O,3070,5080,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5070,,7/7/1977,,32-A-34,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 34 
490251039900,U.S. DOE,NPR-3,23-A-10,954523.9,799797.1,PA,O,3430,5251,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5241,,7/5/1977,,23-A-10,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 10 
490251040000,U.S. DOE,NPR-3,85-AX-10,952991.2,803998.7,PR,O,3265,5210,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5200,,6/24/1977,,85-AX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251040100,U.S. DOE,NPR-3,65-A-28,968798.9,796885.4,PA,O,3006,5069,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5059,,7/14/1977,,65-A-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28
490251040200,U.S. DOE,NPR-3,55-A-29,968660.8,790969.8,PA,I,3045,4995,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,4985,,7/7/1977,,55-A-29,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 29
490251040300,Mammoth Production,NPR-3,101-S-3,960033.4,802615.8,PA,O,3062,5171,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5161,,8/5/1923,,101-S-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251040400,U.S. DOE,NPR-3,85-A-28,968825.3,798210.7,PA,O,3240,5059,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5049,,7/28/1977,,85-A-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28
490251040500,U.S. DOE,NPR-3,32-AX-21,975931.6,794618.6,PA,,2978,4995,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,4985,,7/18/1977,,32-AX-21,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 21 
490251040600,U.S. DOE,NPR-3,88-AX-3,956424,803628.5,PR,O,3211,5134,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5124,,7/17/1977,,88-AX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251040700,U.S. DOE,NPR-3,76-2-SX-3,957861.5,802966.8,PA,,3054,5154,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5144,,7/31/1977,,76-2-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251040800,U.S. DOE,NPR-3,74-A-28,969442.8,797530.2,PA,I,3044,5050,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5040,,7/21/1977,,74-A-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28
490251040900,U.S. DOE,NPR-3,52-AX-29,970163.8,790907.5,PA,I,2973,4995,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,4985,,7/27/1978,,52-AX-29,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 29 
490251041200,U.S. DOE,NPR-3,74-AX-3,959052,802908.2,PA,O,3100,5141,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5131,,8/10/1977,,74-AX-3,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 3  
490251041300,U.S. DOE,NPR-3,52-A-28,970741.8,796190.2,PA,,3000,5026,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5016,,8/7/1977,,52-A-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28
490251041400,U.S. DOE,NPR-3,56-A-28,968160.2,796247.4,PA,I,2960,5088,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5078,,8/10/1977,,56-A-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28
490251041500,U.S. DOE,NPR-3,36-A-28,968104.9,794943.2,PA,I,3012,5107,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5097,,8/10/1977,,36-A-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28
490251041600,U.S. DOE,NPR-3,54-SX-2,958691.2,806636,PR,,1008,5170,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5160,,9/5/1977,,54-SX-2,CONGRESS,TWP:      - Range:      - Sec.   
490251041800,U.S. DOE,NPR-3,16-A-27,968197.4,798891.1,PA,I,3121,5095,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5085,,8/22/1977,,16-A-27,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 27 
490251042000,U.S. DOE,NPR-3,28-AX-3,956656.9,799618.2,PR,O,3250,5257,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5262,,6/21/1977,,28-AX-3,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 3  
490251042100,U.S. DOE,NPR-3,38-A-27,966859.5,800398.8,PA,O,3117,5080,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5070,,9/16/1977,,38-A-27,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 27 
490251042200,Mammoth Production,NPR-3,401-A-28,970471.6,794664.3,PA,I,2925,5067,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5067,2888,8/11/1922,3/21/1923,401-A-28,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 28 
490251042300,U.S. DOE,NPR-3,45-AX-28,968649.6,795625.7,PA,O,3008,5075,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5065,,9/3/1977,,45-AX-28,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 28 
490251042400,U.S. DOE,NPR-3,83-A-28,970116.5,798180.4,PA,O,3110,5034,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5024,,9/19/1977,,83-A-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28
490251042500,Mammoth Production,NPR-3,301-A-28,966602.2,793498.1,PA,O,3108,5081.73,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5082,2974,8/20/1922,4/29/1923,301-A-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28
490251042600,U.S. DOE,NPR-3,21-A-10,955843.9,799768.6,PA,O,3222,5258,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5248,,8/16/1977,,21-A-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251042700,U.S. DOE,NPR-3,73-AX-15,949328.6,803284.9,PR,O,3220,5263,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5253,,8/17/1977,,73-AX-15,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 15
490251042800,U.S. DOE,NPR-3,14-A-27,969780,799361.5,PA,I,3111,5046,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5036,,8/21/1977,,14-A-27,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 27 
490251042900,U.S. DOE,NPR-3,27-A-27,967506.6,799727.4,PA,O,3105,5074,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5064,,9/3/1977,,27-A-27,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 27 
490251043000,Mammoth Production,NPR-3,401-A-33,962541.7,797336.8,PA,O,3044,5145.16,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5145.16,3041,9/4/1922,11/17/1922,401-A-33,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 33 
490251043200,U.S. DOE,NPR-3,23-AX-11,954564.2,804762.8,PA,O,3138,5176,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5171,,10/13/1977,,23-AX-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11
490251043500,U.S. DOE,NPR-3,28-A-11,951321.5,805119.3,PA,O,3235,5211,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5201,,10/12/1977,,28-A-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11
490251043600,Mammoth Production,NPR-3,202-A-28,971329,793548.8,PA,,2794,4963.7,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,4963.7,2798,8/16/1923,10/22/1923,202-A-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28
490251043700,Mammoth Production,NPR-3,303-A-28,968663.8,793617,PA,O,2912,5049.3,DF,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5049.3,,7/25/1923,,303-A-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28
490251043800,Mammoth Production,NPR-3,108-A-29,971315.4,792902.1,PA,,2870,4969.3,DF,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,4969.3,,8/4/1923,,108-A-29,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 29
490251043900,U.S. DOE,NPR-3,44-1-TpX-10,953409.1,801286,FL,O,5486,5240,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5230,,10/31/1977,,44-1-TPX-10,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 10 
490251044000,U.S. DOE,NPR-3,81-AX-10,955576.4,803812.6,PR,O,3058,5147,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5137,,11/15/1977,,81-AX-10,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 10
490251044100,Mammoth Production,NPR-3,301-A-11,953589,805095.6,PA,,3097,5165,DF,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5164,,11/9/1922,,301-A-11,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 11
490251044300,U.S. DOE,NPR-3,32-A-28,970657.5,794914,PA,I,2980,5005,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,4995,,10/1/1977,,32-A-28,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 28
490251044400,Mammoth Production,NPR-3,405-A-20,971937.3,792934.6,PA,,2807,4974,DF,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5002,,6/20/1923,,405-A-20,CONGRESS,TWP: 39 N - Range: 78 W - Sec. 20
490251044500,U.S. DOE,NPR-3,85-AX-3,958136.9,803880.7,PR,O,3151,5165,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5155,3133,12/3/1978,,85-AX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251044600,Mammoth Production,NPR-3,402-T-33,963485.9,796417.1,PA,O,3123.5,5162,DF,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5160.5,,12/8/1967,,402-T-33,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 33 
490251044700,U.S. DOE,NPR-3,63-SX-3,959767.9,802435.7,PA,O,590,5181,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5177,,1/4/1978,,63-SX-3,CONGRESS,TWP: 38  N - Range: 78 W - Sec. 3  
490251044800,U.S. DOE,NPR-3,43-SX-3,959632.7,801000.5,PR,O,490,5163,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5159,,1/3/1978,,43-SX-3,CONGRESS,TWP: 38 N - Range: 78 W - Sec. 3 
490251044900,Mammoth Production,NPR-3,109-A-29,970652.8,792941.7,PA,,2800,4965,GL,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,4965,,7/19/1923,,109-A-29,CONGRESS,TWP: 39  N - Range: 78 W - Sec. 29 
490251055000,U.S. DOE,NPR-3,12-SX-2,960377.3,804419.4,PR,,697,5098,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5094,,1/12/1978,,12-SX-2,CONGRESS,TWP:      - Range:      - Sec.   
490251055100,U.S. DOE,NPR-3,13-SX-2,959806.3,804276,PR,,654,5095,KB,Wyoming,Natrona,U.S.A.,Teapot Dome,Powder River,Naval Petroleum Reserve No. 3,5091,,1/14/1978,,13-SX-2,CONGRESS,TWP:      - Range:      - Sec.   
